index,build,test_index,BATCH,RATE,GPU-POWER,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
0,ROI,0,32,100,375.43,10274245.0,12164.6968064,0.75824158820138,0.0033939355709877,12.0,0
1,ROI,0,32,100,369.24,10320943.0,12219.9877024,0.75722001312369,0.0034886558641975,12.0,1
2,ROI,0,32,100,362.45,10178896.0,12051.8016448,0.76082631712042,0.0034151157407407,12.0,2
3,ROI,1,32,12,364.48,6845471.0,8105.007264,0.30981133233998,0.0030659355709877,8.0,0
4,ROI,1,32,12,362.04,6851991.0,8112.7336352,0.30924883773565,0.0030624050925926,8.0,1
5,ROI,1,32,12,363.41999999999996,9440512.0,11177.5265824,0.048304751347586,0.0026573900462963,11.0,2
6,ROI,2,32,5,349.44999999999993,4115799.0,4873.0664512,0.0026805355420302,3.9557870370369995e-05,5.0,0
7,ROI,2,32,5,357.76,4115338.0,4872.5200352,0.0029330741059304,6.9687114197531e-05,5.0,1
8,ROI,2,32,5,351.41,4116453.0,4873.841024,0.002675133140666,3.951350308642e-05,5.0,2
9,ROI,3,32,8,359.91,6452269.0,7639.44752,0.023057144060209,0.0025668364197531,7.0,0
10,ROI,3,32,8,357.36,5588462.0,6616.7064576,0.15394368380447,0.0030417569444444,6.0,1
11,ROI,3,32,8,359.96,6563591.0,7771.2511008,0.0063839870951453,6.433912037037e-05,8.0,2
12,ROI,4,32,7,354.03999999999996,5268060.0,6237.343248,0.087874252067236,0.0030307978395062002,6.0,0
13,ROI,4,32,7,359.75999999999993,5345594.0,6329.1471392,0.074469275344794,0.003062486882716,6.0,1
14,ROI,4,32,7,352.5,5757410.0,6816.733264,0.0033015769805913,4.2836805555556e-05,7.0,2
15,ROI,5,32,6,353.88999999999993,4936328.0,5844.5719584,0.0027138885551466,4.5757330246914e-05,6.0,0
16,ROI,5,32,6,351.73,4931430.0,5838.773056,0.0040408255483402,6.5792824074074e-05,6.0,1
17,ROI,5,32,6,354.18,4926044.0,5832.3967872,0.0051413289369837,6.8121527777778e-05,6.0,2
18,ROI,6,64,100,354.22,15708829.0,18599.2394304,0.62248165419148,0.00062058024691358,19.0,0
19,ROI,6,64,100,352.34,15374586.0,18203.4897632,0.63112410196997,0.0013413769290123,18.0,1
20,ROI,6,64,100,353.89,15700646.0,18589.5473568,0.62257643900446,0.00075621952160494,19.0,2
21,ROI,7,64,18,357.0,12754275.0,15101.0270944,0.14239827080454,0.0032319544753086,15.0,0
22,ROI,7,64,18,356.91999999999996,12698600.0,15035.10504,0.14627377646756,0.0031681705246914,15.0,1
23,ROI,7,64,18,357.29999999999995,13649415.0,16160.8717344,0.082467148044052,0.001926324845679,16.0,2
24,ROI,8,64,12,344.18,9891421.0,11711.4021056,0.0025902106445644,4.0012345679012e-05,12.0,0
25,ROI,8,64,12,347.77,9894534.0,11715.0876832,0.0025377259856155,3.9547453703704e-05,12.0,1
26,ROI,8,64,12,344.18999999999994,9893603.0,11713.985296,0.0026739066798253,3.9941358024691e-05,12.0,2
27,ROI,9,64,14,347.04999999999995,11517133.0,13636.24528,0.0025565245213409,8.3209104938272e-05,14.0,0
28,ROI,9,64,14,345.47,11512311.0,13630.5329888,0.0032066663930004,9.192631172839501e-05,14.0,1
29,ROI,9,64,14,350.14,11515988.0,13634.88752,0.0029645385481655,7.891087962963e-05,14.0,2
30,ROI,10,64,15,350.79999999999995,12349602.0,14621.8890784,0.0037332646610529,6.154783950617299e-05,15.0,0
31,ROI,10,64,15,350.8,12344810.0,14616.2156352,0.004188626714414,7.3145447530864e-05,15.0,1
32,ROI,10,64,15,352.13,12355982.0,14629.441776,0.0034008471363243,7.5902777777778e-05,15.0,2
33,ROI,11,128,100,350.67,34089785.0,40362.259728,0.04237274506539,0.0002624475308642,41.0,0
34,ROI,11,128,100,350.74,33809803.0,40030.7845312,0.05331411632905,0.00026909490740741,40.0,1
35,ROI,11,128,100,352.58000000000004,33968182.0,40218.2801408,0.046317495002164,0.00027285918209877,41.0,2
