index,build,test_index,BATCH,RATE,GPU-POWER,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
36,ROI,12,128,40,347.51000000000005,32432954.0,38400.5716832,0.0019566914013411,5.625887345679e-05,39.0,0
37,ROI,12,128,40,353.15,32474891.0,38450.2276224,0.001875644065138,8.3373070987654e-05,39.0,1
38,ROI,12,128,40,353.07,32383452.0,38341.962432,0.0046500875894452,7.538117283950599e-05,39.0,2
39,ROI,13,128,37,350.38,30663029.0,36304.9838624,0.002381031727405,4.5930941358025e-05,37.0,0
40,ROI,13,128,37,352.89000000000004,30660935.0,36302.5015136,0.0029406500281376,5.7061342592593e-05,37.0,1
41,ROI,13,128,37,354.48,30687842.0,36334.3622592,0.0019936294163626,5.0544367283951e-05,37.0,2
42,ROI,14,128,39,346.85,31964758.0,37846.2331104,0.0020312727454058,5.1969907407407e-05,38.0,0
43,ROI,14,128,39,349.53000000000003,31912283.0,37784.1016576,0.0037235782028066,7.1229166666667e-05,38.0,1
44,ROI,14,128,39,350.93,31953230.0,37832.5782272,0.0034777356875532,7.0731867283951e-05,38.0,2
45,ROI,15,128,38,346.94000000000005,31295496.0,37053.8219616,0.0036478962179676,6.6837962962963e-05,38.0,0
46,ROI,15,128,38,350.6600000000001,31376710.0,37149.9776256,0.0019609420453529,4.632137345679e-05,38.0,1
47,ROI,15,128,38,354.0,31331746.0,37096.7405408,0.0027460227014805,5.5895447530864e-05,38.0,2
48,ROI,16,256,100,339.0,35058231.0,41508.9049472,0.0034425378249378,4.9078703703704e-05,42.0,0
49,ROI,16,256,100,345.62,35069578.0,41522.3374528,0.0032473012774118,4.9182484567901e-05,42.0,1
50,ROI,16,256,100,343.07,35062206.0,41513.6164768,0.0038719781810663,4.8113040123457e-05,42.0,2
51,ROI,17,256,42,342.08000000000004,31524575.0,37325.0506752,0.0010242356682877,4.8881944444444006e-05,38.0,0
52,ROI,17,256,42,337.25,31509611.0,37307.3347008,0.0010265743585667,4.8895061728395e-05,38.0,1
53,ROI,17,256,42,341.59,31533527.0,37335.6476832,0.0010652812756733,4.9362268518519004e-05,38.0,2
54,ROI,18,256,33,337.96000000000004,27409048.0,32452.2730464,0.0012088707245036,4.9659722222222e-05,33.0,0
55,ROI,18,256,33,337.93,27412748.0,32456.6527808,0.0010929447449445,4.9715663580247006e-05,33.0,1
56,ROI,18,256,33,337.83000000000004,27408827.0,32452.0050848,0.0012562664149565,4.9765046296296e-05,33.0,2
57,ROI,19,256,36,341.84,29502255.0,34930.6213024,0.0010461565574746,4.9465277777778e-05,35.0,0
58,ROI,19,256,36,338.15999999999997,29502723.0,34931.181232,0.0011511398254361,5.0979552469136006e-05,35.0,1
59,ROI,19,256,36,340.49,29515033.0,34945.7524192,0.00097021370114625,4.9133487654321e-05,35.0,2
60,ROI,20,256,35,337.57,28903030.0,34221.1478976,0.0011548687462457,4.9010802469136e-05,35.0,0
61,ROI,20,256,35,341.99999999999994,28915660.0,34236.0942816,0.00092637904060766,4.9797839506173e-05,35.0,1
62,ROI,20,256,35,336.91,28915101.0,34235.43968,0.00096009072984893,4.9468364197531e-05,35.0,2
63,ROI,21,512,100,249.62999999999997,34892443.0,41312.6181952,0.0026238389124066,7.9165895061728e-05,42.0,0
64,ROI,21,512,100,248.95999999999998,34890061.0,41309.8214688,0.0028866765973912,7.8010802469136e-05,42.0,1
65,ROI,21,512,100,253.03,34912181.0,41336.0063808,0.0025382087559512,7.8066358024691e-05,42.0,2
66,ROI,22,512,42,253.39000000000001,30455071.0,36058.7640416,0.0012551754651314,7.9560570987654e-05,36.0,0
67,ROI,22,512,42,249.41999999999996,30456826.0,36060.8363872,0.00088380804437738,7.954783950617301e-05,36.0,1
68,ROI,22,512,42,253.42,30462648.0,36067.7291872,0.0011298350883502,7.8926311728395e-05,36.0,2
69,ROI,23,512,29,252.62,24032150.0,28454.0242592,0.00078922273092685,8.0574845679012e-05,29.0,0
70,ROI,23,512,29,253.06,24030185.0,28451.6988544,0.0010952035904028,8.1618827160494e-05,29.0,1
71,ROI,23,512,29,253.37999999999997,24038873.0,28461.9840608,0.00075424559474291,8.1174768518519e-05,29.0,2
72,ROI,24,512,33,252.45999999999998,27035511.0,32010.0051168,0.0010583334655192,7.9367669753086e-05,32.0,0
73,ROI,24,512,33,251.85,27033229.0,32007.3038208,0.00073832290702047,7.986033950617301e-05,32.0,1
74,ROI,24,512,33,247.73,27034985.0,32009.3755744,0.0010961751558106,7.9971064814815e-05,32.0,2
75,ROI,25,512,31,247.91000000000003,25660618.0,30382.1314528,0.00083438052724383,8.167245370370399e-05,31.0,0
76,ROI,25,512,31,252.89000000000004,25656973.0,30377.8050432,0.0010182717092523,8.0402777777778e-05,31.0,1
77,ROI,25,512,31,251.88,25660636.0,30382.1528608,0.00087037762448705,8.0112654320988e-05,31.0,2
78,ROI,26,512,32,252.99,26355524.0,31204.8932064,0.0009297896794509,8.0829861111111e-05,31.0,0
79,ROI,26,512,32,253.66,26356601.0,31206.1693152,0.00090305218210929,8.066319444444401e-05,32.0,1
80,ROI,26,512,32,253.50000000000003,26354143.0,31203.2662336,0.0010565151294403,8.0862654320988e-05,31.0,2
81,ROI,27,1024,100,248.56,34895420.0,41316.3573344,0.0025325534850709,0.00013614158950617,41.0,0
82,ROI,27,1024,100,252.34999999999997,34911956.0,41335.7234304,0.0025129037410244,0.00013594560185185,42.0,1
83,ROI,27,1024,100,246.89000000000004,34919610.0,41344.9043808,0.0022277400202895,0.00013677893518519,42.0,2
84,ROI,28,1024,41,246.94,29596160.0,35041.8053504,0.00099497942285653,0.00013564969135802,35.0,0
85,ROI,28,1024,41,248.15,29613819.0,35062.7155872,0.00081860560895008,0.00013712615740741,35.0,1
86,ROI,28,1024,41,246.84000000000003,29626745.0,35078.0257504,0.0011089549259985,0.00013702507716049,35.0,2
87,ROI,29,1024,28,252.24,23136011.0,27392.992528,0.00093327797244269,0.00014837114197531,28.0,0
88,ROI,29,1024,28,247.55,23129963.0,27385.8363632,0.0013621174292391,0.00014911574074074,28.0,1
89,ROI,29,1024,28,253.33,23142495.0,27400.6738208,0.00084453208701685,0.00014838657407407002,28.0,2
90,ROI,30,1024,32,247.02999999999997,26040530.0,30831.9455616,0.0011492073547829,0.00013918788580246998,31.0,0
91,ROI,30,1024,32,247.44000000000003,26071522.0,30868.6533056,0.00078142609324949,0.00014094444444444,31.0,1
92,ROI,30,1024,32,252.76,26072338.0,30869.6079328,0.0010503586152767,0.00014413194444444,31.0,2
93,ROI,31,1024,30,247.83,24613946.0,29142.8722752,0.00089468302502849,0.00014459490740741,29.0,0
94,ROI,31,1024,30,248.75,24612426.0,29141.071984,0.0010071177335308,0.0001438013117284,29.0,1
95,ROI,31,1024,30,247.4,24618170.0,29147.8733728,0.00081382092302251,0.00014168711419753,29.0,2
96,ROI,32,1024,29,247.04999999999998,23973872.0,28385.0249952,0.00091018339967341,0.00014490856481481,29.0,0
97,ROI,32,1024,29,246.5,23974454.0,28385.7137504,0.0010459068405606,0.00014760069444444,29.0,1
98,ROI,32,1024,29,252.04,23974805.0,28386.1293344,0.0010431693762248,0.00014523804012346,29.0,2
99,ROI,33,2048,100,250.16000000000003,34337508.0,41261.7742624,0.020252543862437,0.00025645794753086,41.0,0
100,ROI,33,2048,100,248.68,34335035.0,41274.0043104,0.020602533891917,0.00025764467592593004,41.0,1
101,ROI,33,2048,100,247.80999999999997,34327430.0,41269.9224768,0.021117100046738,0.00025730902777777997,41.0,2
102,ROI,34,2048,41,247.92000000000002,29466482.0,34895.5087936,0.0015495720154964,0.00026244367283950997,35.0,0
103,ROI,34,2048,41,254.33,29434999.0,34857.8725024,0.0013939333074443,0.00025838464506173,35.0,1
104,ROI,34,2048,41,249.22,29424429.0,34845.7094688,0.0013017609412586,0.00026514583333333,35.0,2
105,ROI,35,2048,28,253.77999999999997,23036764.0,27278.1568288,0.0012848861244814,0.00028600925925926,28.0,0
106,ROI,35,2048,28,248.2,23082565.0,27332.5935008,0.0012075521121104,0.00028826041666667,28.0,1
107,ROI,35,2048,28,254.08,23080294.0,27329.6614528,0.0014425250839589,0.00028550424382715997,28.0,2
108,ROI,36,2048,32,248.57,25816936.0,30572.748672,0.0010699995586311,0.00027517978395062,31.0,0
109,ROI,36,2048,32,254.62,25822964.0,30579.6573248,0.0012181341717497,0.0002746712962963,31.0,1
110,ROI,36,2048,32,253.57000000000005,25826746.0,30583.7165088,0.0010372149066453,0.00027031018518519,31.0,2
111,ROI,37,2048,30,247.67999999999995,24453076.0,28956.5749664,0.0012646482868518,0.00027649768518519,29.0,0
112,ROI,37,2048,30,253.86,24461751.0,28967.1409792,0.0012873121594132,0.00027756983024691,29.0,1
113,ROI,37,2048,30,248.14999999999998,24457657.0,28962.20248,0.0013701974472904,0.00027782793209877004,29.0,2
114,ROI,38,2048,29,247.47,23867188.0,28262.437728,0.0011834252865474,0.00028146489197531,28.0,0
115,ROI,38,2048,29,252.28000000000003,23866873.0,28262.4687296,0.0012077009934401,0.00027945177469136,28.0,1
116,ROI,38,2048,29,248.12,23873949.0,28271.0627968,0.0011194941177094,0.00028243287037036996,28.0,2
