index,build,test_index,BATCH,RATE,GPU-POWER,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
0,DOCA,0,32,100,431.06,10790329.0,7251.1021536,0.78906817927931,0.011743580246914,7.0,0
1,DOCA,0,32,100,432.59999999999997,10762670.0,7232.5153696,0.78997419089507,0.0,7.0,1
2,DOCA,0,32,100,434.59999999999997,10729763.0,7210.4023424,0.79048085448846,0.011762135416667001,7.0,2
3,DOCA,1,32,7,430.5300000000001,10186311.0,6845.2101152,0.0011276537680488,6.3083333333333e-05,7.0,0
4,DOCA,1,32,7,433.75000000000006,10187519.0,6846.0220352,0.0011157870294577,5.3425154320988e-05,7.0,1
5,DOCA,1,32,7,434.81,10187580.0,6846.0624,0.0011325278705855,5.3689814814815e-05,7.0,2
6,DOCA,2,64,100,447.57,13394112.0,9000.8456192,0.73676818301467,0.0093922839506173,9.0,0
7,DOCA,2,64,100,448.20000000000005,13281033.0,8924.8556576,0.73960138057937,0.0096370061728395,9.0,1
8,DOCA,2,64,100,447.58,13337645.0,8962.899648,0.73808478670836,0.00964378125,9.0,2
9,DOCA,3,64,9,443.12,13085108.0,8793.2016832,0.0012892078037402,7.825810185185201e-05,9.0,0
10,DOCA,3,64,9,441.91,13085499.0,8793.4643456,0.0013334990158492,8.6824845679012e-05,9.0,1
11,DOCA,3,64,9,442.35,13086713.0,8794.279856,0.0013359131842401,8.4457947530864e-05,9.0,2
12,DOCA,4,128,100,454.65,15118572.0,10159.683456,0.70287547936045,0.008401728009259299,10.0,0
13,DOCA,4,128,100,455.78999999999996,15157792.0,10186.0378624,0.70193723984042,0.0084067422839506,10.0,1
14,DOCA,4,128,100,453.64,15159794.0,10187.3840064,0.7018874451422,0.0084024699074074,10.0,2
15,DOCA,5,128,10,447.35,14514179.0,9753.5373568,0.0013336853461192,0.00011753240740741,10.0,0
16,DOCA,5,128,10,445.5300000000001,14513945.0,9753.379632,0.0013506724202037,0.00011752546296296001,10.0,1
17,DOCA,5,128,10,447.2,14516007.0,9754.766128,0.0013310235995205,0.0001181149691358,10.0,2
18,DOCA,6,256,100,454.79999999999995,16160302.0,10859.725424,0.68156215961805,0.008012556712963,11.0,0
19,DOCA,6,256,100,457.15000000000003,16197674.0,10884.8391712,0.6809940631207,0.00801425,11.0,1
20,DOCA,6,256,100,454.40999999999997,16270926.0,10934.0642304,0.67891923672913,0.008020566743827201,11.0,2
21,DOCA,7,256,11,453.45000000000005,15978631.0,10737.6481344,0.0014165912936165,0.00021187307098765,11.0,0
22,DOCA,7,256,11,450.52,15980749.0,10739.0719264,0.0014277725904029,0.00021792013888889,11.0,1
23,DOCA,7,256,11,454.35,15984035.0,10741.2800992,0.0014084520505027,0.00021202854938272,11.0,2
24,DOCA,8,512,100,459.73999999999995,16842904.0,11318.4328544,0.66841363186334,0.0,11.0,0
25,DOCA,8,512,100,459.99,16958980.0,11396.4371776,0.66585413901067,0.0076491469907407,11.0,1
26,DOCA,8,512,100,459.17,16840060.0,11316.523824,0.668355539,0.0076444918981481,11.0,2
27,DOCA,9,512,11,456.34,15981163.0,10739.350928,0.0014201795235786,0.00039241358024690997,11.0,0
28,DOCA,9,512,11,453.0,15981444.0,10739.5386432,0.001426606194913,0.00039498611111111,11.0,1
29,DOCA,9,512,11,454.22,15985110.0,10742.0019488,0.0014071784065157,0.00039389313271605,11.0,2
30,DOCA,10,1024,100,457.98999999999995,17189154.0,11551.1136864,0.66126836471237,0.0,11.0,0
31,DOCA,10,1024,100,460.61000000000007,17280012.0,11612.1708064,0.65886216191945,0.0,11.0,1
32,DOCA,10,1024,100,457.34000000000003,17191482.0,11552.6793088,0.66117247154615,0.0,11.0,2
33,DOCA,11,1024,11,460.16999999999996,15978070.0,10737.2716576,0.0014504028174898,0.00077879282407407,11.0,0
34,DOCA,11,1024,11,457.23999999999995,15981638.0,10739.6694048,0.001453205219295,0.00078566280864198,11.0,1
35,DOCA,11,1024,11,458.91,15980267.0,10738.7478048,0.0014594382146088,0.0007787422839506201,11.0,2
36,DOCA,12,2048,100,427.9,17337818.0,11651.0160832,0.65932244865362,0.00089805787037037,11.0,0
37,DOCA,12,2048,100,435.25000000000006,17328885.0,11645.0126656,0.65963911435914,0.0,11.0,1
38,DOCA,12,2048,100,439.73999999999995,17236548.0,11582.96392,0.6622513875033,179648.5055551,11.0,2
39,DOCA,13,2048,11,421.41999999999996,15979556.0,10738.2692928,0.0015046455222849,0.0015452646604938,11.0,0
40,DOCA,13,2048,11,429.67999999999995,15980207.0,10738.70736,0.0015666765313267,0.0015583549382716,11.0,1
41,DOCA,13,2048,11,436.41,15980988.0,10739.232,0.0015605992440194,0.0015582164351852,11.0,2
