index,build,test_index,SIZE,RATE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
0,DPU,0,64,100,7641774.0,5135.2739232,0.8546432040072,0.00012870717592592998,5.0,0
1,DPU,0,64,100,8401370.0,5645.7225024,0.83910008433266,0.00012783912037037,5.0,1
2,DPU,0,64,100,0.0,0.000356,0.99999999639131,0.0,0.0,2
3,DPU,1,64,3,4347767.0,2921.7091104,0.0031865575404775,6.3096450617284e-05,3.0,0
4,DPU,1,64,3,4350836.0,2923.7711232,0.0023801615902352,3.3600694444444003e-05,3.0,1
5,DPU,1,64,3,4350863.0,2923.7897,0.0023946033240633,3.3780092592593e-05,3.0,2
6,DPU,2,128,100,4538715.0,5373.834816,0.89570479757701,0.00024707793209877,5.0,0
7,DPU,2,128,100,0.0,7.76e-05,0.99999999778462,0.0,0.0,1
8,DPU,2,128,100,4587529.0,5431.6304288,0.89410221836589,0.00022623611111111,5.0,2
9,DPU,3,128,3,2468780.0,2922.9956704,0.0026328147371047,5.196450617284e-05,3.0,0
10,DPU,3,128,3,2469423.0,2923.7574112,0.002496240209103,5.1332561728395e-05,3.0,1
11,DPU,3,128,3,2454070.0,2905.579376,0.0045625342121109,5.1877700617284e-05,3.0,2
12,DPU,4,256,100,2697500.0,5956.0715904,0.93490978793201,0.0,6.0,0
13,DPU,4,256,100,2700011.0,5961.6164744,0.93460820717065,0.00036653858024691,6.0,1
14,DPU,4,256,100,2687760.0,5934.5661216,0.9349830536553,0.00042400771604938,6.0,2
15,DPU,5,256,6,2638247.0,5825.107888,0.0060447013432887,0.0013445675154321,6.0,0
16,DPU,5,256,6,2646484.0,5843.2974632,0.0028576496799707,0.00014950308641974999,5.0,1
17,DPU,5,256,6,2645050.0,5840.127648,0.0036213993753786,0.0001595162037037,5.0,2
18,DPU,6,256,4,1764378.0,3895.6076832,0.0025726857643176,8.1583333333333e-05,3.0,0
19,DPU,6,256,4,1764456.0,3895.7804648,0.0025966485055026,8.2391975308642e-05,3.0,1
20,DPU,6,256,4,1764514.0,3895.9058816,0.0025895711708127,8.1167052469136e-05,4.0,2
21,DPU,7,256,2,881090.0,1945.3100256,0.0034864205919812,0.011894421682099001,2.0,0
22,DPU,7,256,2,882092.0,1947.5235176,0.0025032053376987,8.0457175925926e-05,2.0,1
23,DPU,7,256,2,882117.0,1947.5766048,0.0024836217567211,8.0302083333333e-05,2.0,2
24,DPU,8,256,3,1284007.0,2834.9537184,0.032091329618768,8.572762345678999e-05,3.0,0
25,DPU,8,256,3,1323506.0,2922.1607912,0.0025440093801867,7.996103395061699e-05,3.0,1
26,DPU,8,256,3,1323213.0,2921.5137696,0.0025484061098126,8.0270447530864e-05,2.0,2
27,DPU,9,512,100,1476422.0,6283.6328064,0.93597913926386,0.0009774398148148101,6.0,0
28,DPU,9,512,100,1480334.0,6300.2847552,0.93582324625689,0.00090679938271605,6.0,1
29,DPU,9,512,100,1482847.0,6310.980704,0.93570531088101,0.00099441589506173,6.0,2
30,DPU,10,512,6,1371626.0,5837.301748,0.0033503664883423,0.0030199517746914,5.0,0
31,DPU,10,512,6,1372794.0,5842.2769536,0.0026407454940481,0.00019216396604938,6.0,1
