index,build,test_index,SIZE,RATE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
24,DPU,8,256,13,5727385.0,12645.9271296,0.0037008621399716,0.00049078703703704,13.0,0
25,DPU,8,256,13,5735615.0,12664.0889992,0.0023936330914718,4.2315972222222004e-05,13.0,1
26,DPU,8,256,13,5735781.0,12664.4585344,0.0023994114627501,4.1920524691357994e-05,13.0,2
27,DPU,9,256,14,6184608.0,13655.4759368,0.0024785099939919,5.4238040123457e-05,14.0,0
28,DPU,9,256,14,6185101.0,13656.5629248,0.0024125896334096,4.4255787037037005e-05,14.0,1
29,DPU,9,256,14,6184795.0,13655.8884768,0.002485449917514,6.146875e-05,14.0,2
30,DPU,10,512,100,7147140.0,30418.1154784,0.69009467454759,0.00040694984567901004,31.0,0
31,DPU,10,512,100,7210576.0,30688.108016,0.68737623082412,0.00040263734567901,31.0,1
32,DPU,10,512,100,7096964.0,30204.5613152,0.69229780927518,0.00041017013888889,31.0,2
33,DPU,11,512,31,7086949.0,30161.7222376,0.0051581799938987,7.3695601851852e-05,31.0,0
34,DPU,11,512,31,7096726.0,30203.3364704,0.0038884378274122,0.0001147287808642,30.0,1
35,DPU,11,512,31,6685207.0,28451.9508704,0.061856444384395,0.00014483950617284,29.0,2
36,DPU,12,512,28,0.0,7.76e-05,0.99999998446116,0.0,0.0,0
37,DPU,12,512,28,6366900.0,27097.175328,0.010856774429972,7.722762345679e-05,27.0,1
38,DPU,12,512,28,6423048.0,27336.1505408,0.0021278458388398,5.1211805555556e-05,28.0,2
39,DPU,13,512,8,1831522.0,7794.6119464,0.0020753196819954,4.2331018518519e-05,7.0,0
40,DPU,13,512,8,1832130.0,7797.206016,0.0019937999478155,3.9167052469136e-05,8.0,1
41,DPU,13,512,8,1832209.0,7797.5406848,0.002003173397927,3.9467592592593e-05,7.0,2
42,DPU,14,512,6,1369714.0,5829.1639048,0.0046915694900036,0.0052146485339505996,5.0,0
43,DPU,14,512,6,1373705.0,5846.1451744,0.0019927368161269,3.9555169753086e-05,5.0,1
44,DPU,14,512,6,1373917.0,5847.050672,0.0020069298607469,3.8796682098764995e-05,6.0,2
45,DPU,15,512,4,885253.0,3767.301408,0.035256342842907,3.9613811728395e-05,3.0,0
46,DPU,15,512,4,915833.0,3897.4445064,0.0020806478502151,4.2095293209877e-05,4.0,1
47,DPU,15,512,4,915978.0,3898.0596992,0.0019858343958372,3.9741898148148e-05,4.0,2
48,DPU,16,512,3,686480.0,2921.326432,0.0020784689629547,4.1849922839506e-05,3.0,0
49,DPU,16,512,3,686669.0,2922.1262408,0.002056287547158,4.1481867283951e-05,3.0,1
50,DPU,16,512,3,686744.0,2922.4451744,0.0020401137604286,3.9766975308642e-05,3.0,2
51,DPU,17,1024,100,6970137.0,58214.1460744,0.40676482083724,0.0006643464506172799,59.0,0
52,DPU,17,1024,100,6966369.0,58182.6912224,0.40717707911177,0.0006664189814814801,59.0,1
53,DPU,17,1024,100,7057956.0,58947.6194112,0.3993470714069,0.0006661439043209901,60.0,2
54,DPU,18,1024,59,6836607.0,57098.6279176,0.010669608963823,0.00011578858024691,59.0,0
55,DPU,18,1024,59,6863517.0,57323.3810496,0.0069656616030801,0.00014424035493827,58.0,1
56,DPU,18,1024,59,6870717.0,57383.4996384,0.0058126685257428,0.00012892361111111,58.0,2
57,DPU,19,1024,57,6615077.0,55248.3990632,0.0085888474008111,8.163117283950599e-05,57.0,0
58,DPU,19,1024,57,6455461.0,53915.3320736,0.032754681330904,0.00015808757716049,55.0,1
59,DPU,19,1024,57,6664933.0,55664.7847008,0.0014417885279341,5.8790509259258994e-05,57.0,2
60,DPU,20,1024,55,0.0,7.76e-05,0.999999984462,0.0,0.0,0
61,DPU,20,1024,55,6279182.0,52443.03136,0.024391036299443,0.00016096643518518998,53.0,1
62,DPU,20,1024,55,6428567.0,53690.6564448,0.0014013166576273,5.4939814814815e-05,55.0,2
63,DPU,21,1024,16,1867116.0,15593.3998472,0.0012343911120845,4.462808641975299e-05,15.0,0
64,DPU,21,1024,16,0.0,0.0,1.0,0.0,0.0,1
65,DPU,21,1024,16,1865846.0,15582.8079272,0.0023091008216815,4.6456404320988e-05,15.0,2
66,DPU,22,1024,3,350057.0,2922.960672,0.0015578834120213,0.0025012793209877,3.0,0
67,DPU,22,1024,3,350135.0,2923.612128,0.0013718684820204,4.5064429012345994e-05,3.0,1
68,DPU,22,1024,3,350179.0,2923.9650536,0.001360875180768,4.6386574074073996e-05,3.0,2
69,DPU,23,1024,7,798659.0,6669.6790824,0.023789119934328,4.7376929012345996e-05,6.0,0
70,DPU,23,1024,7,817177.0,6824.3432736,0.0013758948693627,4.6570216049383e-05,6.0,1
71,DPU,23,1024,7,817288.0,6825.2597,0.001257335936235,4.4944444444444005e-05,6.0,2
72,DPU,24,1024,5,582736.0,4866.2946912,0.002937617085916,0.0015983908179012,4.0,0
73,DPU,24,1024,5,583674.0,4874.1219648,0.0013670427716715,4.6558641975309e-05,5.0,1
74,DPU,24,1024,5,583596.0,4873.4705864,0.0013909771798635,4.6539351851852e-05,4.0,2
75,DPU,25,1024,4,466856.0,3898.4455968,0.0012995642021082,6.5151234567901e-05,3.0,0
76,DPU,25,1024,4,466929.0,3899.0555136,0.0012662527389132,4.4958333333333e-05,3.0,1
77,DPU,25,1024,4,466966.0,3899.367956,0.001227059736442,4.5118055555555996e-05,4.0,2
