index,build,test_index,BATCH,RATE,GPU-POWER,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,RX-GOODPUT-GBPS-PKTGEN,run_index
82,ROI,27,2048,41,255.98000000000002,29400199.0,34816.7215616,0.0018622205004425,0.00029547993827160003,35.0,1
83,ROI,27,2048,41,256.0,29371435.0,34782.4818368,0.0019199918640577,0.00029682561728395,35.0,2
84,ROI,28,2048,28,258.96000000000004,23071020.0,27318.7506016,0.0016487688139015,0.00031976118827160003,28.0,0
85,ROI,28,2048,28,255.56,23078829.0,27328.305104,0.0014783845293221,0.00031534567901235,28.0,1
86,ROI,28,2048,28,259.68,23075583.0,27324.039872,0.0016588786420461,0.00031690625,28.0,2
87,ROI,29,2048,32,259.73,25803612.0,30556.8529632,0.0016666389777563,0.00030536304012346,31.0,0
88,ROI,29,2048,32,260.96,25797135.0,30549.3938496,0.0016473061875243,0.00030635146604938003,31.0,1
89,ROI,29,2048,32,259.34999999999997,25809779.0,30564.3840576,0.0016964497790677,0.0003009475308642,31.0,2
90,ROI,30,2048,30,259.02,24440470.0,28942.2704512,0.0017092703883876,0.00030807947530864,29.0,0
91,ROI,30,2048,30,255.11,24447007.0,28950.2551744,0.0016795235184869,0.0003093900462963,29.0,1
92,ROI,30,2048,30,254.95000000000002,24448970.0,28952.4462944,0.0017958265371957,0.00030999729938271996,29.0,2
93,ROI,31,2048,29,259.61,23856063.0,28250.1238912,0.0016750856866088,0.00031084645061728,28.0,0
94,ROI,31,2048,29,254.79999999999998,23858358.0,28251.7409984,0.001693359181909,0.00031026234567901,28.0,1
95,ROI,31,2048,29,258.78,23860233.0,28255.0176608,0.0017294512597243,0.00031288966049383,28.0,2
