index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,LISTS_PER_CORE,MEMPOOL_GPU,PERSISTENT_KERNEL,RX-RATE,LOSE-RATE,run_index
644,local,214,100,1024,4,64,256,4,false,true,45.5290462208,0.52681829734427,2
645,local,215,100,64,8,64,256,4,false,true,15.002395136,0.41401474646727,0
646,local,215,100,64,8,64,256,4,false,true,15.1265595392,0.40743359684927,1
647,local,215,100,64,8,64,256,4,false,true,15.138715904,0.40766959875426,2
648,local,216,100,128,8,64,256,4,false,true,27.0883751936,0.41071430297841,0
649,local,216,100,128,8,64,256,4,false,true,27.0509094912,0.41206877398244,1
650,local,216,100,128,8,64,256,4,false,true,26.930306048,0.41431932125596,2
651,local,217,100,256,8,64,256,4,false,true,39.7685035008,0.43665053551957,0
652,local,217,100,256,8,64,256,4,false,true,38.4424388608,0.46767443958002,1
653,local,217,100,256,8,64,256,4,false,true,38.4702007296,0.45978757748938,2
654,local,218,100,512,8,64,256,4,false,true,44.0322777088,0.53291586326167,0
655,local,218,100,512,8,64,256,4,false,true,44.01145856,0.53295711922716,1
656,local,218,100,512,8,64,256,4,false,true,44.054509568,0.53245299236818,2
657,local,219,100,1024,8,64,256,4,false,true,67.7934260224,0.29479212465656,0
658,local,219,100,1024,8,64,256,4,false,true,67.9740678144,0.29303684787116,1
659,local,219,100,1024,8,64,256,4,false,true,67.9996448768,0.29264479726761,2
660,local,220,100,64,1,128,256,4,false,true,8.9073408512,0.65520334266386,0
661,local,220,100,64,1,128,256,4,false,true,8.9041913344,0.65542546944182,1
662,local,220,100,64,1,128,256,4,false,true,8.92109824,0.6546950368719,2
663,local,221,100,128,1,128,256,4,false,true,17.5726137344,0.64737779067436,0
664,local,221,100,128,1,128,256,4,false,true,17.5806738432,0.64708838951083,1
665,local,221,100,128,1,128,256,4,false,true,17.61447424,0.64614535884869,2
666,local,222,100,256,1,128,256,4,false,true,28.0565921792,0.64464256203551,0
667,local,222,100,256,1,128,256,4,false,true,28.0467933184,0.64476777942189,1
668,local,222,100,256,1,128,256,4,false,true,27.9741515776,0.63933415123052,2
669,local,223,100,512,1,128,256,4,false,true,34.7499614208,0.63075801253644,0
670,local,223,100,512,1,128,256,4,false,true,34.7614457856,0.63083428054049,1
671,local,223,100,512,1,128,256,4,false,true,34.719555584,0.6316715308971,2
672,local,224,100,1024,1,128,256,4,false,true,40.8858075136,0.57490893229623,0
673,local,224,100,1024,1,128,256,4,false,true,40.9024512,0.57481492818041,1
674,local,224,100,1024,1,128,256,4,false,true,40.8702328832,0.57517090307141,2
675,local,225,100,64,2,128,256,4,false,true,16.5516105216,0.34095644011722,0
676,local,225,100,64,2,128,256,4,false,true,16.5660000768,0.33983044949248,1
677,local,225,100,64,2,128,256,4,false,true,16.5473230336,0.3422173006834,2
678,local,226,100,128,2,128,256,4,false,true,31.2652032,0.29492795244025,0
679,local,226,100,128,2,128,256,4,false,true,31.3390065664,0.29193992187294,1
680,local,226,100,128,2,128,256,4,false,true,31.265631744,0.29463201492698,2
681,local,227,100,256,2,128,256,4,false,true,48.2448678912,0.26219395606614,0
682,local,227,100,256,2,128,256,4,false,true,48.2277730304,0.25785607725646,1
683,local,227,100,256,2,128,256,4,false,true,48.2468319232,0.26813049865813,2
684,local,228,100,512,2,128,256,4,false,true,57.743347712,0.31333597435812,0
685,local,228,100,512,2,128,256,4,false,true,57.7114980352,0.34252908057485,1
686,local,228,100,512,2,128,256,4,false,true,57.6373297152,0.31729000862547,2
687,local,229,100,1024,2,128,256,4,false,true,63.9468396544,0.33342992580264,0
688,local,229,100,1024,2,128,256,4,false,true,64.041766912,0.33306393749944,1
689,local,229,100,1024,2,128,256,4,false,true,63.8643232768,0.33463521746664,2
690,local,230,100,64,4,128,256,4,false,true,19.0116170752,0.23883536314487,0
691,local,230,100,64,4,128,256,4,false,true,18.9849265152,0.24108977808941,1
692,local,230,100,64,4,128,256,4,false,true,19.0199013376,0.23811592395911,2
693,local,231,100,128,4,128,256,4,false,true,28.4888576,0.37349088508015,0
694,local,231,100,128,4,128,256,4,false,true,28.377832448,0.37610716573182,1
695,local,231,100,128,4,128,256,4,false,true,28.3599168512,0.37679500469691,2
696,local,232,100,256,4,128,256,4,false,true,37.3040277504,0.48683355595606,0
697,local,232,100,256,4,128,256,4,false,true,37.3951995904,0.48541413926889,1
698,local,232,100,256,4,128,256,4,false,true,37.2207763456,0.49204412774266,2
699,local,233,100,512,4,128,256,4,false,true,63.5145629696,0.22743521122666,0
700,local,233,100,512,4,128,256,4,false,true,63.5182829568,0.20681622455316,1
701,local,233,100,512,4,128,256,4,false,true,63.5907969024,0.22670582388093,2
702,local,234,100,1024,4,128,256,4,false,true,69.7572786176,0.27272745286012,0
703,local,234,100,1024,4,128,256,4,false,true,69.80233216,0.27036057824129,1
704,local,234,100,1024,4,128,256,4,false,true,69.7900253184,0.26965033190986,2
705,local,235,100,64,8,128,256,4,false,true,15.0426356736,0.41129982225392,0
706,local,235,100,64,8,128,256,4,false,true,15.0460461056,0.41086188265734,1
707,local,235,100,64,8,128,256,4,false,true,15.031197696,0.41148930967088,2
708,local,236,100,128,8,128,256,4,false,true,23.722122752,0.49781048298769,0
709,local,236,100,128,8,128,256,4,false,true,20.782255616,0.5778405854986,1
710,local,236,100,128,8,128,256,4,false,true,23.9843111936,0.49166712993649,2
711,local,237,100,256,8,128,256,4,false,true,35.897911296,0.51635310330833,0
712,local,237,100,256,8,128,256,4,false,true,35.8658664448,0.51032335826993,1
713,local,237,100,256,8,128,256,4,false,true,36.20998656,0.50953203059362,2
714,local,238,100,512,8,128,256,4,false,true,62.6649567232,0.23695482932952,0
715,local,238,100,512,8,128,256,4,false,true,62.4999899136,0.24569209467141,1
716,local,238,100,512,8,128,256,4,false,true,62.649935872,0.23827398741833,2
717,local,239,100,1024,8,128,256,4,false,true,68.9893269504,0.27885391844187,0
718,local,239,100,1024,8,128,256,4,false,true,68.6185127936,0.27736876262265,1
719,local,239,100,1024,8,128,256,4,false,true,68.9660018688,0.27868913108928,2
720,local,240,100,64,1,256,256,4,false,true,10.31567488,0.60124626330708,0
721,local,240,100,64,1,256,256,4,false,true,10.3329974272,0.60063759037365,1
722,local,240,100,64,1,256,256,4,false,true,10.3254891008,0.60089410101632,2
723,local,241,100,128,1,256,256,4,false,true,19.958286848,0.59157025565791,0
724,local,241,100,128,1,256,256,4,false,true,19.9512413184,0.59195110875965,1
725,local,241,100,128,1,256,256,4,false,true,19.9570142208,0.59189638724367,2
726,local,242,100,256,1,256,256,4,false,true,34.941541376,0.53363451852432,0
727,local,242,100,256,1,256,256,4,false,true,35.026721792,0.52110010804507,1
728,local,242,100,256,1,256,256,4,false,true,35.0329690112,0.52891457448715,2
729,local,243,100,512,1,256,256,4,false,true,42.2381174784,0.53483218818913,0
730,local,243,100,512,1,256,256,4,false,true,41.973776384,0.53021204796417,1
731,local,243,100,512,1,256,256,4,false,true,42.1752909824,0.52671047703872,2
732,local,244,100,1024,1,256,256,4,false,true,47.321792512,0.506985307792,0
733,local,244,100,1024,1,256,256,4,false,true,47.441825792,0.50414537006224,1
734,local,244,100,1024,1,256,256,4,false,true,47.332995072,0.50716570455733,2
735,local,245,100,64,2,256,256,4,false,true,18.0258462208,0.27358859162194,0
736,local,245,100,64,2,256,256,4,false,true,17.9940828672,0.27266191078395,1
737,local,245,100,64,2,256,256,4,false,true,18.0536722432,0.27159592524633,2
738,local,246,100,128,2,256,256,4,false,true,32.5119149056,0.25792521583074,0
739,local,246,100,128,2,256,256,4,false,true,32.4904382464,0.2583843319183,1
740,local,246,100,128,2,256,256,4,false,true,32.5117720576,0.25735958883508,2
741,local,247,100,256,2,256,256,4,false,true,45.7426077696,0.32431453135394,0
742,local,247,100,256,2,256,256,4,false,true,45.2940367872,0.32787977968762,1
743,local,247,100,256,2,256,256,4,false,true,45.6218963968,0.32063041478547,2
744,local,248,100,512,2,256,256,4,false,true,53.1861417984,0.36820102998006,0
745,local,248,100,512,2,256,256,4,false,true,53.2597927936,0.38432410874215,1
746,local,248,100,512,2,256,256,4,false,true,53.1591778304,0.38224266840321,2
747,local,249,100,1024,2,256,256,4,false,true,56.3118956544,0.4077942256822,0
748,local,249,100,1024,2,256,256,4,false,true,55.7837303808,0.41573653497829,1
749,local,249,100,1024,2,256,256,4,false,true,55.1536205824,0.42107854867811,2
750,local,250,100,64,4,256,256,4,false,true,15.2644661248,0.40092169419279,0
751,local,250,100,64,4,256,256,4,false,true,15.253246208,0.40109348844797,1
752,local,250,100,64,4,256,256,4,false,true,15.2383337984,0.40120169890092,2
753,local,251,100,128,4,256,256,4,false,true,28.14036736,0.3825149423907,0
754,local,251,100,128,4,256,256,4,false,true,28.1734694912,0.38119313285971,1
755,local,251,100,128,4,256,256,4,false,true,28.1302321152,0.38194825042244,2
756,local,252,100,256,4,256,256,4,false,true,47.3182834688,0.28880722584642,0
757,local,252,100,256,4,256,256,4,false,true,47.2798961664,0.29109837264179,1
758,local,252,100,256,4,256,256,4,false,true,47.2794642432,0.28856153761447,2
759,local,253,100,512,4,256,256,4,false,true,56.7614558208,0.31866630576739,0
760,local,253,100,512,4,256,256,4,false,true,56.8331649024,0.30634325864379,1
761,local,253,100,512,4,256,256,4,false,true,56.7558541312,0.31875225199411,2
762,local,254,100,1024,4,256,256,4,false,true,62.7445776384,0.33062271334699,0
763,local,254,100,1024,4,256,256,4,false,true,62.7112984576,0.3392336807541,1
764,local,254,100,1024,4,256,256,4,false,true,62.7319136256,0.33544938135177,2
765,local,255,100,64,8,256,256,4,false,true,16.8061755392,0.32927860744994,0
766,local,255,100,64,8,256,256,4,false,true,3.7530791936,0.8660671520932,1
767,local,255,100,64,8,256,256,4,false,true,16.5670447616,0.33919577354006,2
768,local,256,100,128,8,256,256,4,false,true,32.3905794048,0.25978126897222,0
769,local,256,100,128,8,256,256,4,false,true,32.3752653824,0.26097032060172,1
770,local,256,100,128,8,256,256,4,false,true,32.3875811328,0.26012136275147,2
771,local,257,100,256,8,256,256,4,false,true,43.7731252224,0.35655098128506,0
772,local,257,100,256,8,256,256,4,false,true,43.8005209088,0.36476942338144,1
773,local,257,100,256,8,256,256,4,false,true,43.843431424,0.36299555773551,2
774,local,258,100,512,8,256,256,4,false,true,52.2630270976,0.38375085740765,0
775,local,258,100,512,8,256,256,4,false,true,52.4062543872,0.37179076766767,1
776,local,258,100,512,8,256,256,4,false,true,52.9288450048,0.35099435080851,2
777,local,259,100,1024,8,256,256,4,false,true,57.7160142848,0.38467204710462,0
778,local,259,100,1024,8,256,256,4,false,true,58.4893628416,0.38151977146338,1
779,local,259,100,1024,8,256,256,4,false,true,58.0758544384,0.3862380326338,2
780,local,260,100,64,1,512,256,4,false,true,9.6201146368,0.63101325787117,0
781,local,260,100,64,1,512,256,4,false,true,9.625220352,0.63080645465089,1
782,local,260,100,64,1,512,256,4,false,true,9.6246526976,0.63080857721429,2
783,local,261,100,128,1,512,256,4,false,true,17.8780658688,0.64118000426678,0
784,local,261,100,128,1,512,256,4,false,true,17.8885062656,0.64102527599189,1
785,local,261,100,128,1,512,256,4,false,true,17.8914000896,0.640150695763,2
786,local,262,100,256,1,512,256,4,false,true,23.5285291008,0.70997114552924,0
787,local,262,100,256,1,512,256,4,false,true,23.6652255232,0.70638167812728,1
788,local,262,100,256,1,512,256,4,false,true,23.6651864064,0.70573580381203,2
789,local,263,100,512,1,512,256,4,false,true,25.6995459072,0.71113423572743,0
790,local,263,100,512,1,512,256,4,false,true,25.701117952,0.71107919577988,1
791,local,263,100,512,1,512,256,4,false,true,25.7820393472,0.71099132609855,2
792,local,264,100,1024,1,512,256,4,false,true,27.8821961728,0.70773971517388,0
793,local,264,100,1024,1,512,256,4,false,true,27.8661668864,0.70844424958054,1
794,local,264,100,1024,1,512,256,4,false,true,27.8922698752,0.70764385581598,2
795,local,265,100,64,2,512,256,4,false,true,14.5531111424,0.43407563667435,0
796,local,265,100,64,2,512,256,4,false,true,14.5496186368,0.43516889797675,1
797,local,265,100,64,2,512,256,4,false,true,14.5578531328,0.43459162743776,2
798,local,266,100,128,2,512,256,4,false,true,20.5933166592,0.57620690747483,0
799,local,266,100,128,2,512,256,4,false,true,20.6458950656,0.57526602416234,1
800,local,266,100,128,2,512,256,4,false,true,20.5744562176,0.57600480520965,2
801,local,267,100,256,2,512,256,4,false,true,25.3615489024,0.68182874024726,0
802,local,267,100,256,2,512,256,4,false,true,25.3700378624,0.67811597540956,1
803,local,267,100,256,2,512,256,4,false,true,25.252217856,0.67856633816403,2
804,local,268,100,512,2,512,256,4,false,true,29.2935286784,0.66573469849832,0
805,local,268,100,512,2,512,256,4,false,true,29.2763590656,0.66796315083588,1
806,local,268,100,512,2,512,256,4,false,true,29.2521177088,0.66677765010436,2
807,local,269,100,1024,2,512,256,4,false,true,31.6427042816,0.66670264858128,0
808,local,269,100,1024,2,512,256,4,false,true,31.67488,0.66546933763489,1
809,local,269,100,1024,2,512,256,4,false,true,31.6949733376,0.6666477460501,2
810,local,270,100,64,4,512,256,4,false,true,16.023933952,0.36647091490761,0
811,local,270,100,64,4,512,256,4,false,true,16.0484761088,0.36540886483612,1
812,local,270,100,64,4,512,256,4,false,true,16.0112979456,0.36626170763505,2
813,local,271,100,128,4,512,256,4,false,true,23.3296130048,0.50871807097416,0
814,local,271,100,128,4,512,256,4,false,true,23.300084736,0.5094270883286,1
815,local,271,100,128,4,512,256,4,false,true,23.3704881152,0.50737342505465,2
816,local,272,100,256,4,512,256,4,false,true,30.8571686912,0.58850038234674,0
817,local,272,100,256,4,512,256,4,false,true,30.974051328,0.58709820400908,1
818,local,272,100,256,4,512,256,4,false,true,31.0558322688,0.57901120649782,2
819,local,273,100,512,4,512,256,4,false,true,37.647761408,0.5559951755589,0
820,local,273,100,512,4,512,256,4,false,true,37.5970983936,0.55119681326031,1
821,local,273,100,512,4,512,256,4,false,true,37.3011521536,0.55528166056357,2
822,local,274,100,1024,4,512,256,4,false,true,41.3100531712,0.55952807646826,0
823,local,274,100,1024,4,512,256,4,false,true,41.4691057664,0.55484748771188,1
824,local,274,100,1024,4,512,256,4,false,true,40.9824059392,0.56051695781478,2
825,local,275,100,64,8,512,256,4,false,true,14.5428810752,0.43560465771502,0
826,local,275,100,64,8,512,256,4,false,true,14.6123368448,0.43191816910854,1
827,local,275,100,64,8,512,256,4,false,true,14.6233404416,0.4311400970733,2
828,local,276,100,128,8,512,256,4,false,true,17.5909494784,0.64679054363892,0
829,local,276,100,128,8,512,256,4,false,true,17.3978698752,0.65136078137177,1
830,local,276,100,128,8,512,256,4,false,true,17.1508909056,0.65742847087754,2
831,local,277,100,256,8,512,256,4,false,true,20.5015218176,0.7455011911833,0
832,local,277,100,256,8,512,256,4,false,true,20.6733688832,0.74348631343384,1
833,local,277,100,256,8,512,256,4,false,true,20.930279424,0.7412217407979,2
834,local,278,100,512,8,512,256,4,false,true,25.3244280832,0.71272655194525,0
835,local,278,100,512,8,512,256,4,false,true,25.4165188608,0.71016034614895,1
836,local,278,100,512,8,512,256,4,false,true,24.6912589824,0.72101851839768,2
837,local,279,100,1024,8,512,256,4,false,true,28.138979328,0.70403201444248,0
838,local,279,100,1024,8,512,256,4,false,true,28.4723970048,0.69910377167213,1
839,local,279,100,1024,8,512,256,4,false,true,28.0579072,0.70382474717849,2
840,local,280,100,64,1,1024,256,4,false,true,4.9261054464,0.8185331970698,0
841,local,280,100,64,1,1024,256,4,false,true,4.9310409216,0.81832041608377,1
842,local,280,100,64,1,1024,256,4,false,true,4.929180928,0.81835465972049,2
843,local,281,100,128,1,1024,256,4,false,true,5.0885436416,0.90364303257393,0
844,local,281,100,128,1,1024,256,4,false,true,5.0783773696,0.90369559217759,1
845,local,281,100,128,1,1024,256,4,false,true,5.0874703872,0.90355292810771,2
846,local,282,100,256,1,1024,256,4,false,true,5.4428106752,0.93791897708978,0
847,local,282,100,256,1,1024,256,4,false,true,5.4505611264,0.93780909715752,1
848,local,282,100,256,1,1024,256,4,false,true,5.4585239552,0.93785380443844,2
849,local,283,100,512,1,1024,256,4,false,true,5.6171814912,0.93908442921967,0
850,local,283,100,512,1,1024,256,4,false,true,5.6144523264,0.93916374055065,1
851,local,283,100,512,1,1024,256,4,false,true,5.6268316672,0.93898211386606,2
852,local,284,100,1024,1,1024,256,4,false,true,5.9936292864,0.93725589130173,0
853,local,284,100,1024,1,1024,256,4,false,true,6.0367110144,0.93682866225368,1
854,local,284,100,1024,1,1024,256,4,false,true,6.0059041792,0.93718070839883,2
855,local,285,100,64,2,1024,256,4,false,true,5.3078323712,0.80404830253545,0
856,local,285,100,64,2,1024,256,4,false,true,5.3149443584,0.80378630159677,1
857,local,285,100,64,2,1024,256,4,false,true,5.3110631424,0.80355748620005,2
858,local,286,100,128,2,1024,256,4,false,true,5.800882688,0.89007447065844,0
859,local,286,100,128,2,1024,256,4,false,true,5.8034270208,0.8899681123937,1
860,local,286,100,128,2,1024,256,4,false,true,5.8066564096,0.88976773277948,2
861,local,287,100,256,2,1024,256,4,false,true,6.4923570176,0.92565508848366,0
862,local,287,100,256,2,1024,256,4,false,true,6.4840695808,0.92586373715468,1
863,local,287,100,256,2,1024,256,4,false,true,6.4867842048,0.92576053804152,2
864,local,288,100,512,2,1024,256,4,false,true,7.1808647168,0.92176200520166,0
865,local,288,100,512,2,1024,256,4,false,true,7.2077840384,0.9213893263686,1
866,local,288,100,512,2,1024,256,4,false,true,7.1919255552,0.92167494559898,2
867,local,289,100,1024,2,1024,256,4,false,true,7.7557768192,0.91846608783839,0
868,local,289,100,1024,2,1024,256,4,false,true,7.78655744,0.91814454145864,1
869,local,289,100,1024,2,1024,256,4,false,true,7.7135208448,0.91887466509556,2
870,local,290,100,64,4,1024,256,4,false,true,6.2512216064,0.76781236714361,0
871,local,290,100,64,4,1024,256,4,false,true,6.260147456,0.76725591582753,1
872,local,290,100,64,4,1024,256,4,false,true,6.2865078272,0.76657625276572,2
873,local,291,100,128,4,1024,256,4,false,true,7.0783681536,0.86542761487138,0
874,local,291,100,128,4,1024,256,4,false,true,7.0296095744,0.86620715457982,1
875,local,291,100,128,4,1024,256,4,false,true,7.045486592,0.86598448162347,2
876,local,292,100,256,4,1024,256,4,false,true,7.7553928192,0.9105419818059,0
877,local,292,100,256,4,1024,256,4,false,true,7.7646194688,0.91043043655106,1
878,local,292,100,256,4,1024,256,4,false,true,7.7548392448,0.91058045093768,2
879,local,293,100,512,4,1024,256,4,false,true,8.5634048,0.9061428870443,0
880,local,293,100,512,4,1024,256,4,false,true,8.5032321024,0.90696539960745,1
881,local,293,100,512,4,1024,256,4,false,true,8.5161652224,0.90676961253553,2
882,local,294,100,1024,4,1024,256,4,false,true,8.9633349632,0.90557601124489,0
883,local,294,100,1024,4,1024,256,4,false,true,8.8944492544,0.90645842273967,1
884,local,294,100,1024,4,1024,256,4,false,true,8.9698623488,0.90554995852002,2
885,local,295,100,64,8,1024,256,4,false,true,3.3815269376,0.87658598223296,0
886,local,295,100,64,8,1024,256,4,false,true,0.0292985856,0.99897385996679,1
887,local,295,100,64,8,1024,256,4,false,true,3.3938007552,0.87591825704928,2
888,local,296,100,128,8,1024,256,4,false,true,0.0736714752,0.99863714653512,0
889,local,296,100,128,8,1024,256,4,false,true,0.0765654016,0.99858092718915,1
890,local,296,100,128,8,1024,256,4,false,true,0.1018579968,0.99811143561036,2
891,local,297,100,256,8,1024,256,4,false,true,0.1277130752,0.99859652359417,0
892,local,297,100,256,8,1024,256,4,false,true,0.1436831744,0.998421133874,1
893,local,297,100,256,8,1024,256,4,false,true,0.1734250496,0.99809393837325,2
894,local,298,100,512,8,1024,256,4,false,true,0.3295952896,0.99650122497954,0
895,local,298,100,512,8,1024,256,4,false,true,0.1944641536,0.9979367190571,1
896,local,298,100,512,8,1024,256,4,false,true,0.2845405184,0.99697988405465,2
897,local,299,100,1024,8,1024,256,4,false,true,0.6086803456,0.99366992127916,0
898,local,299,100,1024,8,1024,256,4,false,true,0.6952132608,0.99276938509139,1
899,local,299,100,1024,8,1024,256,4,false,true,0.5209767936,0.99458277246206,2
900,local,300,100,64,1,64,256,8,false,true,5.0569458176,0.8059989268709,0
901,local,300,100,64,1,64,256,8,false,true,5.0684327936,0.8056463736486,1
902,local,300,100,64,1,64,256,8,false,true,5.0776499712,0.80530893280151,2
903,local,301,100,128,1,64,256,8,false,true,9.960022016,0.80681703958819,0
904,local,301,100,128,1,64,256,8,false,true,9.9784737792,0.80648852074947,1
905,local,301,100,128,1,64,256,8,false,true,9.9665770496,0.80671163621626,2
906,local,302,100,256,1,64,256,8,false,true,19.8562500608,0.76395907498221,0
907,local,302,100,256,1,64,256,8,false,true,19.8681114624,0.7611469056715,1
908,local,302,100,256,1,64,256,8,false,true,19.8576969728,0.76357212267285,2
909,local,303,100,512,1,64,256,8,false,true,26.9737254912,0.71389077302591,0
910,local,303,100,512,1,64,256,8,false,true,26.9766754304,0.71390868428632,1
911,local,303,100,512,1,64,256,8,false,true,26.974132224,0.71390437878539,2
912,local,304,100,1024,1,64,256,8,false,true,33.178284032,0.65525712427959,0
913,local,304,100,1024,1,64,256,8,false,true,33.1901681664,0.65498048938163,1
914,local,304,100,1024,1,64,256,8,false,true,33.1512160256,0.65552076676968,2
915,local,305,100,64,2,64,256,8,false,true,8.92758016,0.65409123281542,0
916,local,305,100,64,2,64,256,8,false,true,8.919790848,0.65444050566229,1
917,local,305,100,64,2,64,256,8,false,true,8.9458141696,0.65340831995112,2
918,local,306,100,128,2,64,256,8,false,true,17.880683008,0.64077253437234,0
919,local,306,100,128,2,64,256,8,false,true,17.8465891328,0.64111497139267,1
920,local,306,100,128,2,64,256,8,false,true,17.892485632,0.64031629557856,2
921,local,307,100,256,2,64,256,8,false,true,35.0167762944,0.52783224608588,0
922,local,307,100,256,2,64,256,8,false,true,35.0154334208,0.53066404032494,1
923,local,307,100,256,2,64,256,8,false,true,34.98527232,0.5237779764107,2
924,local,308,100,512,2,64,256,8,false,true,42.3035170816,0.53889740381871,0
925,local,308,100,512,2,64,256,8,false,true,44.9310416896,0.50482731511872,1
926,local,308,100,512,2,64,256,8,false,true,42.1241647104,0.5373771312484,2
927,local,309,100,1024,2,64,256,8,false,true,55.670022144,0.42150715785674,0
928,local,309,100,1024,2,64,256,8,false,true,55.0966755328,0.42725911307101,1
929,local,309,100,1024,2,64,256,8,false,true,54.312214528,0.43541437087713,2
930,local,310,100,64,4,64,256,8,false,true,14.1929417728,0.44941062368612,0
931,local,310,100,64,4,64,256,8,false,true,14.1997502464,0.449264116146,1
932,local,310,100,64,4,64,256,8,false,true,14.177383168,0.44960945364118,2
933,local,311,100,128,4,64,256,8,false,true,27.18695936,0.40904962526214,0
934,local,311,100,128,4,64,256,8,false,true,27.2216425472,0.40819653478556,1
935,local,311,100,128,4,64,256,8,false,true,27.1562211328,0.40978426421064,2
936,local,312,100,256,4,64,256,8,false,true,48.7830372352,0.25830286472512,0
937,local,312,100,256,4,64,256,8,false,true,48.8719900672,0.24656807889108,1
938,local,312,100,256,4,64,256,8,false,true,48.7925127168,0.25931376721997,2
939,local,313,100,512,4,64,256,8,false,true,65.1863494656,0.23503899984362,0
940,local,313,100,512,4,64,256,8,false,true,65.241905152,0.23036685509493,1
941,local,313,100,512,4,64,256,8,false,true,65.27654912,0.2042587268572,2
942,local,314,100,1024,4,64,256,8,false,true,71.2066801664,0.25989744630177,0
943,local,314,100,1024,4,64,256,8,false,true,70.7916005376,0.2636652340201,1
944,local,314,100,1024,4,64,256,8,false,true,70.8733263872,0.26319764096632,2
945,local,315,100,64,8,64,256,8,false,true,14.9717655552,0.41458829391944,0
946,local,315,100,64,8,64,256,8,false,true,14.9691976192,0.41429343221193,1
947,local,315,100,64,8,64,256,8,false,true,14.9589251584,0.4147202749747,2
948,local,316,100,128,8,64,256,8,false,true,26.6380306432,0.42225393078322,0
949,local,316,100,128,8,64,256,8,false,true,26.6789236736,0.42195582673164,1
950,local,316,100,128,8,64,256,8,false,true,26.6677220352,0.42222154959763,2
951,local,317,100,256,8,64,256,8,false,true,38.1774204928,0.47376625801861,0
952,local,317,100,256,8,64,256,8,false,true,38.3956979712,0.46706166588133,1
953,local,317,100,256,8,64,256,8,false,true,34.3235680256,0.54724274174496,2
954,local,318,100,512,8,64,256,8,false,true,51.0387994624,0.42798906735227,0
955,local,318,100,512,8,64,256,8,false,true,50.5666793472,0.4333054266858,1
956,local,318,100,512,8,64,256,8,false,true,51.0146985984,0.43225086798227,2
957,local,319,100,1024,8,64,256,8,false,true,65.0219626496,0.32404950355831,0
958,local,319,100,1024,8,64,256,8,false,true,65.0220691456,0.32403075800353,1
959,local,319,100,1024,8,64,256,8,false,true,65.1936333824,0.32256104042381,2
960,local,320,100,64,1,128,256,8,false,true,8.8429351424,0.65778300567096,0
961,local,320,100,64,1,128,256,8,false,true,8.8501817856,0.65752946580036,1
962,local,320,100,64,1,128,256,8,false,true,8.7406050816,0.66163379530832,2
963,local,321,100,128,1,128,256,8,false,true,17.4409517056,0.6501719953826,0
964,local,321,100,128,1,128,256,8,false,true,17.430468608,0.65095840725664,1
965,local,321,100,128,1,128,256,8,false,true,17.4536571904,0.65051078916348,2
966,local,322,100,256,1,128,256,8,false,true,33.0804830208,0.55732263868467,0
967,local,322,100,256,1,128,256,8,false,true,33.0926800896,0.56174926043501,1
968,local,322,100,256,1,128,256,8,false,true,33.0695245824,0.56646388711998,2
969,local,323,100,512,1,128,256,8,false,true,58.1654032384,0.31099441394354,0
970,local,323,100,512,1,128,256,8,false,true,58.1617668096,0.31477610746853,1
971,local,323,100,512,1,128,256,8,false,true,58.1697871872,0.33386449591373,2
972,local,324,100,1024,1,128,256,8,false,true,66.859577344,0.30412471690953,0
973,local,324,100,1024,1,128,256,8,false,true,66.9153378304,0.30350538683672,1
974,local,324,100,1024,1,128,256,8,false,true,66.8847767552,0.304253532871,2
975,local,325,100,64,2,128,256,8,false,true,16.3190237696,0.35222593098364,0
976,local,325,100,64,2,128,256,8,false,true,16.3896888832,0.34847950571253,1
977,local,325,100,64,2,128,256,8,false,true,16.3200188928,0.35063015265974,2
978,local,326,100,128,2,128,256,8,false,true,31.1682220032,0.2965914503059,0
979,local,326,100,128,2,128,256,8,false,true,30.9785029632,0.30394887801851,1
980,local,326,100,128,2,128,256,8,false,true,30.9177616384,0.30478429128643,2
981,local,327,100,256,2,128,256,8,false,true,53.0662723584,0.14305810450611,0
982,local,327,100,256,2,128,256,8,false,true,53.076995072,0.14444001186352,1
983,local,327,100,256,2,128,256,8,false,true,53.056089088,0.14102640525076,2
984,local,328,100,512,2,128,256,8,false,true,65.4532067328,0.17264368560821,0
985,local,328,100,512,2,128,256,8,false,true,64.804704256,0.17700351293937,1
986,local,328,100,512,2,128,256,8,false,true,65.1528556544,0.18766641607925,2
987,local,329,100,1024,2,128,256,8,false,true,69.0592907264,0.27223286091991,0
988,local,329,100,1024,2,128,256,8,false,true,69.1034169344,0.27481839846086,1
989,local,329,100,1024,2,128,256,8,false,true,69.0759835648,0.27463170262866,2
990,local,330,100,64,4,128,256,8,false,true,18.5920106496,0.2514290147502,0
991,local,330,100,64,4,128,256,8,false,true,18.5358275584,0.25572859204653,1
992,local,330,100,64,4,128,256,8,false,true,18.5712626176,0.25405931851042,2
993,local,331,100,128,4,128,256,8,false,true,27.527684096,0.39935375903532,0
994,local,331,100,128,4,128,256,8,false,true,27.5785683968,0.39788479305423,1
995,local,331,100,128,4,128,256,8,false,true,27.5571325952,0.39822534804781,2
996,local,332,100,256,4,128,256,8,false,true,42.9897428992,0.38133917098896,0
997,local,332,100,256,4,128,256,8,false,true,43.3169952768,0.37916984170952,1
998,local,332,100,256,4,128,256,8,false,true,43.1065270272,0.37056311154858,2
