index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,LISTS_PER_CORE,MEMPOOL_GPU,PERSISTENT_KERNEL,RX-RATE,LOSE-RATE,run_index
1685,local,541,100,128,1,256,256,1,false, false,8.2693318656,0.84110633328309,2
1686,local,542,100,256,1,256,256,1,false, false,10.450793472,0.88355582105829,0
1687,local,542,100,256,1,256,256,1,false, false,10.5283659776,0.88260008417263,1
1688,local,542,100,256,1,256,256,1,false, false,10.5525010432,0.88190956698346,2
1689,local,543,100,512,1,256,256,1,false, false,12.3119321088,0.86936289388718,0
1690,local,543,100,512,1,256,256,1,false, false,12.31100928,0.8693760964368,1
1691,local,543,100,512,1,256,256,1,false, false,12.31417344,0.86933538725714,2
1692,local,544,100,1024,1,256,256,1,false, false,13.606989824,0.85854061074848,0
1693,local,544,100,1024,1,256,256,1,false, false,13.620375552,0.85846983643888,1
1694,local,544,100,1024,1,256,256,1,false, false,13.645975552,0.85816461282877,2
1695,local,545,100,64,2,256,256,1,false, false,10.7882452992,0.58360046984702,0
1696,local,545,100,64,2,256,256,1,false, false,10.809728768,0.58290788963203,1
1697,local,545,100,64,2,256,256,1,false, false,10.8440190464,0.58161421489357,2
1698,local,546,100,128,2,256,256,1,false, false,15.1486486528,0.70268608340198,0
1699,local,546,100,128,2,256,256,1,false, false,15.1632559104,0.70278334574484,1
1700,local,546,100,128,2,256,256,1,false, false,15.144943104,0.70273740146691,2
1701,local,547,100,256,2,256,256,1,false, false,19.7324828672,0.76163663493627,0
1702,local,547,100,256,2,256,256,1,false, false,19.6933771264,0.76112847242634,1
1703,local,547,100,256,2,256,256,1,false, false,19.5640469504,0.76348952503452,2
1704,local,548,100,512,2,256,256,1,false, false,23.5923615744,0.74636167845911,0
1705,local,548,100,512,2,256,256,1,false, false,23.4750099456,0.74815112979274,1
1706,local,548,100,512,2,256,256,1,false, false,23.7855236096,0.74459848856203,2
1707,local,549,100,1024,2,256,256,1,false, false,26.77510144,0.72156689505608,0
1708,local,549,100,1024,2,256,256,1,false, false,26.9051052032,0.72017758569463,1
1709,local,549,100,1024,2,256,256,1,false, false,26.7694931968,0.72163905625654,2
1710,local,550,100,64,4,256,256,1,false, false,14.290863872,0.44581025798098,0
1711,local,550,100,64,4,256,256,1,false, false,14.2974437376,0.44563369707128,1
1712,local,550,100,64,4,256,256,1,false, false,14.44092032,0.43993786849628,2
1713,local,551,100,128,4,256,256,1,false, false,20.6953720832,0.5730962217818,0
1714,local,551,100,128,4,256,256,1,false, false,20.5615168512,0.5769325238433,1
1715,local,551,100,128,4,256,256,1,false, false,20.2434281472,0.58494025718127,2
1716,local,552,100,256,4,256,256,1,false, false,23.5001411584,0.70881671621108,0
1717,local,552,100,256,4,256,256,1,false, false,23.8492780544,0.7056695587282,1
1718,local,552,100,256,4,256,256,1,false, false,23.6575369216,0.70564731137058,2
1719,local,553,100,512,4,256,256,1,false, false,28.3086983168,0.69143723856386,0
1720,local,553,100,512,4,256,256,1,false, false,28.3530297344,0.6928847251132,1
1721,local,553,100,512,4,256,256,1,false, false,28.8257220608,0.68724369840718,2
1722,local,554,100,1024,4,256,256,1,false, false,34.7027963904,0.6388158814049,0
1723,local,554,100,1024,4,256,256,1,false, false,34.4658321408,0.64084121756619,1
1724,local,554,100,1024,4,256,256,1,false, false,35.4477195264,0.63049291473706,2
1725,local,555,100,64,8,256,256,1,false, false,15.6131285504,0.38431340305733,0
1726,local,555,100,64,8,256,256,1,false, false,15.6592305152,0.38351628160978,1
1727,local,555,100,64,8,256,256,1,false, false,15.7148112384,0.3812520237755,2
1728,local,556,100,128,8,256,256,1,false, false,22.8968380416,0.51932697915179,0
1729,local,556,100,128,8,256,256,1,false, false,22.8756169728,0.52024427791281,1
1730,local,556,100,128,8,256,256,1,false, false,22.7191488512,0.52386359009925,2
1731,local,557,100,256,8,256,256,1,false, false,28.8897533952,0.62614193833387,0
1732,local,557,100,256,8,256,256,1,false, false,29.068598272,0.62813842312531,1
1733,local,557,100,256,8,256,256,1,false, false,17.9509049344,0.79167218903976,2
1734,local,558,100,512,8,256,256,1,false, false,36.008318976,0.59909188871234,0
1735,local,558,100,512,8,256,256,1,false, false,36.1621024768,0.59827083203849,1
1736,local,558,100,512,8,256,256,1,false, false,36.1576505344,0.59741739346029,2
1737,local,559,100,1024,8,256,256,1,false, false,42.8400697344,0.55211688655716,0
1738,local,559,100,1024,8,256,256,1,false, false,41.6995524608,0.56408967788068,1
1739,local,559,100,1024,8,256,256,1,false, false,41.9192455168,0.56217947698903,2
1740,local,560,100,64,1,512,256,1,false, false,6.3172682752,0.76329994644635,0
1741,local,560,100,64,1,512,256,1,false, false,6.305867008,0.76375899960377,1
1742,local,560,100,64,1,512,256,1,false, false,6.3121439232,0.76346672144818,2
1743,local,561,100,128,1,512,256,1,false, false,8.1857560576,0.84302797602174,0
1744,local,561,100,128,1,512,256,1,false, false,8.1464574976,0.84397275972762,1
1745,local,561,100,128,1,512,256,1,false, false,8.2100438016,0.84264743840752,2
1746,local,562,100,256,1,512,256,1,false, false,9.822057472,0.88861848938095,0
1747,local,562,100,256,1,512,256,1,false, false,9.7969248256,0.88894848330623,1
1748,local,562,100,256,1,512,256,1,false, false,9.8166398976,0.88851373533705,2
1749,local,563,100,512,1,512,256,1,false, false,10.7969036288,0.88263584955219,0
1750,local,563,100,512,1,512,256,1,false, false,10.7800956928,0.88297072290764,1
1751,local,563,100,512,1,512,256,1,false, false,10.8142415872,0.88248867319286,2
1752,local,564,100,1024,1,512,256,1,false, false,11.688595456,0.87766049615051,0
1753,local,564,100,1024,1,512,256,1,false, false,11.6579926016,0.87813946689697,1
1754,local,564,100,1024,1,512,256,1,false, false,11.6770807808,0.87798621050844,2
1755,local,565,100,64,2,512,256,1,false, false,9.9080526336,0.62114327678769,0
1756,local,565,100,64,2,512,256,1,false, false,9.9132363264,0.62086861627442,1
1757,local,565,100,64,2,512,256,1,false, false,9.8807589376,0.62239932570824,2
1758,local,566,100,128,2,512,256,1,false, false,13.043774464,0.74732007923931,0
1759,local,566,100,128,2,512,256,1,false, false,13.0604086272,0.74699836837095,1
1760,local,566,100,128,2,512,256,1,false, false,13.0010653696,0.748167840057,2
1761,local,567,100,256,2,512,256,1,false, false,16.182754304,0.80934783509295,0
1762,local,567,100,256,2,512,256,1,false, false,16.1688324096,0.80892047532713,1
1763,local,567,100,256,2,512,256,1,false, false,16.1164034048,0.80797810334701,2
1764,local,568,100,512,2,512,256,1,false, false,18.4412745728,0.79584310076663,0
1765,local,568,100,512,2,512,256,1,false, false,18.306951168,0.79792843243802,1
1766,local,568,100,512,2,512,256,1,false, false,18.394310656,0.79767255509651,2
1767,local,569,100,1024,2,512,256,1,false, false,19.78339328,0.79323558043424,0
1768,local,569,100,1024,2,512,256,1,false, false,19.8296838144,0.7921812474781,1
1769,local,569,100,1024,2,512,256,1,false, false,19.8498246656,0.79193038016803,2
1770,local,570,100,64,4,512,256,1,false, false,10.8854857216,0.58329022380985,0
1771,local,570,100,64,4,512,256,1,false, false,11.0030324224,0.57865552038978,1
1772,local,570,100,64,4,512,256,1,false, false,10.869996288,0.58396965274498,2
1773,local,571,100,128,4,512,256,1,false, false,14.896201216,0.70728091686547,0
1774,local,571,100,128,4,512,256,1,false, false,15.1177325568,0.70228507003218,1
1775,local,571,100,128,4,512,256,1,false, false,14.8381305856,0.70900820190003,2
1776,local,572,100,256,4,512,256,1,false, false,18.8658044928,0.76850043282878,0
1777,local,572,100,256,4,512,256,1,false, false,18.9750581248,0.77044584237283,1
1778,local,572,100,256,4,512,256,1,false, false,18.9803399168,0.76787450305945,2
1779,local,573,100,512,4,512,256,1,false, false,21.5359188992,0.76231309112625,0
1780,local,573,100,512,4,512,256,1,false, false,21.3353332736,0.76267866155639,1
1781,local,573,100,512,4,512,256,1,false, false,21.5149674496,0.76209286809514,2
1782,local,574,100,1024,4,512,256,1,false, false,23.4072449024,0.75494330259323,0
1783,local,574,100,1024,4,512,256,1,false, false,23.5169325056,0.75353572590122,1
1784,local,574,100,1024,4,512,256,1,false, false,23.0218186752,0.75819825056435,2
1785,local,575,100,64,8,512,256,1,false, false,10.996508416,0.57942360831519,0
1786,local,575,100,64,8,512,256,1,false, false,10.9841325056,0.58004383408105,1
1787,local,575,100,64,8,512,256,1,false, false,10.9054460928,0.58322506195975,2
1788,local,576,100,128,8,512,256,1,false, false,15.5992557568,0.69206793973364,0
1789,local,576,100,128,8,512,256,1,false, false,15.5649560576,0.69252528512689,1
1790,local,576,100,128,8,512,256,1,false, false,15.5456068608,0.69321732495115,2
1791,local,577,100,256,8,512,256,1,false, false,19.8384388096,0.75909334285506,0
1792,local,577,100,256,8,512,256,1,false, false,19.5031220224,0.76234174190749,1
1793,local,577,100,256,8,512,256,1,false, false,19.5483662336,0.7569852014689,2
1794,local,578,100,512,8,512,256,1,false, false,23.2599392256,0.73986386029846,0
1795,local,578,100,512,8,512,256,1,false, false,23.3842925568,0.73852040452958,1
1796,local,578,100,512,8,512,256,1,false, false,23.2755736576,0.73846613218549,2
1797,local,579,100,1024,8,512,256,1,false, false,25.2973735936,0.73437270037378,0
1798,local,579,100,1024,8,512,256,1,false, false,25.610186752,0.73216427777267,1
1799,local,579,100,1024,8,512,256,1,false, false,25.5285673984,0.73152756539262,2
1800,local,580,100,64,1,1024,256,1,false, false,4.4267667968,0.83692226290386,0
1801,local,580,100,64,1,1024,256,1,false, false,4.4279955456,0.83699512010431,1
1802,local,580,100,64,1,1024,256,1,false, false,4.4258935808,0.83670973602345,2
1803,local,581,100,128,1,1024,256,1,false, false,4.5835177984,0.91320563912908,0
1804,local,581,100,128,1,1024,256,1,false, false,4.5774685184,0.91319806503426,1
1805,local,581,100,128,1,1024,256,1,false, false,4.5787664384,0.91314756229422,2
1806,local,582,100,256,1,1024,256,1,false, false,4.7575990272,0.94607854424429,0
1807,local,582,100,256,1,1024,256,1,false, false,4.7495815168,0.94612353174076,1
1808,local,582,100,256,1,1024,256,1,false, false,4.7508105216,0.94614107791621,2
1809,local,583,100,512,1,1024,256,1,false, false,4.997933056,0.9459795338152,0
1810,local,583,100,512,1,1024,256,1,false, false,4.9909096448,0.94598913891638,1
1811,local,583,100,512,1,1024,256,1,false, false,4.992237568,0.94600274688621,2
1812,local,584,100,1024,1,1024,256,1,false, false,5.1766575104,0.94581010605408,0
1813,local,584,100,1024,1,1024,256,1,false, false,5.2196859904,0.94535904272641,1
1814,local,584,100,1024,1,1024,256,1,false, false,5.1204071424,0.94638047026267,2
1815,local,585,100,64,2,1024,256,1,false, false,4.5976758784,0.83093742619851,0
1816,local,585,100,64,2,1024,256,1,false, false,4.5946233344,0.83108222540957,1
1817,local,585,100,64,2,1024,256,1,false, false,4.5970120704,0.83078239512392,2
1818,local,586,100,128,2,1024,256,1,false, false,4.6509894656,0.91190218501355,0
1819,local,586,100,128,2,1024,256,1,false, false,4.6562149376,0.91170228489598,1
1820,local,586,100,128,2,1024,256,1,false, false,4.655520256,0.91178508451132,2
1821,local,587,100,256,2,1024,256,1,false, false,4.807078912,0.94543421830315,0
1822,local,587,100,256,2,1024,256,1,false, false,4.8152600576,0.94535020948313,1
1823,local,587,100,256,2,1024,256,1,false, false,4.8146262016,0.94536315169825,2
1824,local,588,100,512,2,1024,256,1,false, false,5.3649235968,0.94187374381948,0
1825,local,588,100,512,2,1024,256,1,false, false,5.3595029504,0.94195069752111,1
1826,local,588,100,512,2,1024,256,1,false, false,5.3595414528,0.9419310428621,2
1827,local,589,100,1024,2,1024,256,1,false, false,5.6353906688,0.94086424010528,0
1828,local,589,100,1024,2,1024,256,1,false, false,5.6228265984,0.9410145597608,1
1829,local,589,100,1024,2,1024,256,1,false, false,5.6079835136,0.94118511770923,2
1830,local,590,100,64,4,1024,256,1,false, false,4.3654435328,0.83938996480378,0
1831,local,590,100,64,4,1024,256,1,false, false,4.36429824,0.83937273837196,1
1832,local,590,100,64,4,1024,256,1,false, false,4.3722110976,0.83881365320847,2
1833,local,591,100,128,4,1024,256,1,false, false,4.46975488,0.91538780567581,0
1834,local,591,100,128,4,1024,256,1,false, false,4.5040244736,0.91470059095856,1
1835,local,591,100,128,4,1024,256,1,false, false,4.4517190656,0.91560285290025,2
1836,local,592,100,256,4,1024,256,1,false, false,4.8775954432,0.94465956264853,0
1837,local,592,100,256,4,1024,256,1,false, false,4.8643039232,0.94461417448694,1
1838,local,592,100,256,4,1024,256,1,false, false,4.8491175936,0.94500277013564,2
1839,local,593,100,512,4,1024,256,1,false, false,5.2743503872,0.94285265515434,0
1840,local,593,100,512,4,1024,256,1,false, false,5.2627300352,0.94299415731976,1
1841,local,593,100,512,4,1024,256,1,false, false,5.2487180288,0.94316122776989,2
1842,local,594,100,1024,4,1024,256,1,false, false,5.57090816,0.9415192219034,0
1843,local,594,100,1024,4,1024,256,1,false, false,5.606903808,0.94121400385029,1
1844,local,594,100,1024,4,1024,256,1,false, false,5.5695327232,0.94157716040333,2
1845,local,595,100,64,8,1024,256,1,false, false,4.377588736,0.83930657122548,0
1846,local,595,100,64,8,1024,256,1,false, false,4.369275904,0.83968994143032,1
1847,local,595,100,64,8,1024,256,1,false, false,4.3763770368,0.8392576490491,2
1848,local,596,100,128,8,1024,256,1,false, false,4.7015699456,0.91108608974943,0
1849,local,596,100,128,8,1024,256,1,false, false,4.7141395456,0.91077999817709,1
1850,local,596,100,128,8,1024,256,1,false, false,4.7014858752,0.91096669763273,2
1851,local,597,100,256,8,1024,256,1,false, false,5.2325332992,0.94041844135396,0
1852,local,597,100,256,8,1024,256,1,false, false,5.2040697856,0.94080022808683,1
1853,local,597,100,256,8,1024,256,1,false, false,5.180782592,0.94114698971345,2
1854,local,598,100,512,8,1024,256,1,false, false,5.6937762816,0.93822282964309,0
1855,local,598,100,512,8,1024,256,1,false, false,5.75381504,0.93757924598312,1
1856,local,598,100,512,8,1024,256,1,false, false,5.6880627712,0.93831917998567,2
1857,local,599,100,1024,8,1024,256,1,false, false,6.0738445312,0.9362576883163,0
1858,local,599,100,1024,8,1024,256,1,false, false,6.1429293056,0.93550183621292,1
1859,local,599,100,1024,8,1024,256,1,false, false,6.0749815808,0.93626304512766,2
1860,local,600,100,64,1,64,256,2,false, false,2.9881139712,0.88856992065712,0
1861,local,600,100,64,1,64,256,2,false, false,2.9792205824,0.88879439734879,1
1862,local,600,100,64,1,64,256,2,false, false,2.9843831296,0.88857806439807,2
1863,local,601,100,128,1,64,256,2,false, false,4.2931961856,0.91785902148643,0
1864,local,601,100,128,1,64,256,2,false, false,4.273579008,0.9181918369029,1
1865,local,601,100,128,1,64,256,2,false, false,4.2851443712,0.91801274359514,2
1866,local,602,100,256,1,64,256,2,false, false,5.6960094208,0.93742562464231,0
1867,local,602,100,256,1,64,256,2,false, false,5.6943386624,0.93745428148701,1
1868,local,602,100,256,1,64,256,2,false, false,5.69559552,0.93743835046567,2
1869,local,603,100,512,1,64,256,2,false, false,6.9250895872,0.92651064838072,0
1870,local,603,100,512,1,64,256,2,false, false,6.9172465664,0.9266378546991,1
1871,local,603,100,512,1,64,256,2,false, false,6.9276565504,0.92649424916493,2
1872,local,604,100,1024,1,64,256,2,false, false,9.7965285376,0.89818051153181,0
1873,local,604,100,1024,1,64,256,2,false, false,9.8197979136,0.89794755016434,1
1874,local,604,100,1024,1,64,256,2,false, false,9.8189049856,0.8979394650154,2
1875,local,605,100,64,2,64,256,2,false, false,4.4371055616,0.83262697486255,0
1876,local,605,100,64,2,64,256,2,false, false,4.4340549632,0.83249822993637,1
1877,local,605,100,64,2,64,256,2,false, false,4.5475772416,0.82841079054083,2
1878,local,606,100,128,2,64,256,2,false, false,7.2405037056,0.86051974589352,0
1879,local,606,100,128,2,64,256,2,false, false,7.3309874176,0.85879769186033,1
1880,local,606,100,128,2,64,256,2,false, false,7.2482625536,0.86035473073178,2
1881,local,607,100,256,2,64,256,2,false, false,10.1590263808,0.8880858157257,0
1882,local,607,100,256,2,64,256,2,false, false,10.0348430336,0.88913592721563,1
1883,local,607,100,256,2,64,256,2,false, false,10.164682752,0.88682602208694,2
1884,local,608,100,512,2,64,256,2,false, false,14.7284914176,0.84371568046337,0
1885,local,608,100,512,2,64,256,2,false, false,14.4993394688,0.84624428783783,1
1886,local,608,100,512,2,64,256,2,false, false,14.7581231104,0.84347958344025,2
1887,local,609,100,1024,2,64,256,2,false, false,15.5861753856,0.8379833803234,0
1888,local,609,100,1024,2,64,256,2,false, false,15.5694415872,0.83818821491612,1
1889,local,609,100,1024,2,64,256,2,false, false,15.621357568,0.8376464314328,2
1890,local,610,100,64,4,64,256,2,false, false,7.8189056512,0.69945836755098,0
1891,local,610,100,64,4,64,256,2,false, false,7.7916981248,0.70041442516545,1
1892,local,610,100,64,4,64,256,2,false, false,7.7413264896,0.70240124266781,2
1893,local,611,100,128,4,64,256,2,false, false,13.2052891648,0.74393995532537,0
1894,local,611,100,128,4,64,256,2,false, false,13.2746648576,0.74261206679998,1
1895,local,611,100,128,4,64,256,2,false, false,13.2714996736,0.74265450090485,2
1896,local,612,100,256,4,64,256,2,false, false,18.99640832,0.7758042469348,0
1897,local,612,100,256,4,64,256,2,false, false,19.0156453888,0.77373863175893,1
1898,local,612,100,256,4,64,256,2,false, false,19.1206242304,0.77245856639812,2
1899,local,613,100,512,4,64,256,2,false, false,23.6141400064,0.7491773129221,0
1900,local,613,100,512,4,64,256,2,false, false,23.5299610624,0.75018054728253,1
1901,local,613,100,512,4,64,256,2,false, false,23.520428032,0.75034989669568,2
1902,local,614,100,1024,4,64,256,2,false, false,26.18007552,0.7279952617294,0
1903,local,614,100,1024,4,64,256,2,false, false,26.11337216,0.72868220419269,1
1904,local,614,100,1024,4,64,256,2,false, false,26.1493727232,0.72830686815385,2
1905,local,615,100,64,8,64,256,2,false, false,11.2378327552,0.56457395869872,0
1906,local,615,100,64,8,64,256,2,false, false,11.201162752,0.56611934514141,1
1907,local,615,100,64,8,64,256,2,false, false,11.2413152768,0.56453492738991,2
1908,local,616,100,128,8,64,256,2,false, false,20.4213581824,0.57995817011386,0
1909,local,616,100,128,8,64,256,2,false, false,20.4358298624,0.57960460173133,1
1910,local,616,100,128,8,64,256,2,false, false,20.459433984,0.57901290348575,2
1911,local,617,100,256,8,64,256,2,false, false,19.8279016448,0.76090692230455,0
1912,local,617,100,256,8,64,256,2,false, false,19.9042250752,0.76411279672667,1
1913,local,617,100,256,8,64,256,2,false, false,19.8637740032,0.76463151734694,2
1914,local,618,100,512,8,64,256,2,false, false,24.6898495488,0.73808031833829,0
1915,local,618,100,512,8,64,256,2,false, false,24.657467392,0.73842015159847,1
1916,local,618,100,512,8,64,256,2,false, false,24.7119814656,0.73784845487195,2
1917,local,619,100,1024,8,64,256,2,false, false,25.3841022976,0.73617367770228,0
1918,local,619,100,1024,8,64,256,2,false, false,25.4500962304,0.73557489338417,1
1919,local,619,100,1024,8,64,256,2,false, false,25.4548836352,0.73543324571305,2
1920,local,620,100,64,1,128,256,2,false, false,7.4754972672,0.71141783210931,0
1921,local,620,100,64,1,128,256,2,false, false,7.5012839936,0.71049991885036,1
1922,local,620,100,64,1,128,256,2,false, false,7.4784462848,0.71124638459235,2
1923,local,621,100,128,1,128,256,2,false, false,10.8526216192,0.78976689250579,0
1924,local,621,100,128,1,128,256,2,false, false,10.8308038656,0.79019336754238,1
1925,local,621,100,128,1,128,256,2,false, false,10.865335808,0.78954238959011,2
1926,local,622,100,256,1,128,256,2,false, false,14.4668071936,0.83349904221776,0
1927,local,622,100,256,1,128,256,2,false, false,14.4765118464,0.8340065496337,1
1928,local,622,100,256,1,128,256,2,false, false,14.5229027328,0.83243654029929,2
1929,local,623,100,512,1,128,256,2,false, false,17.6343752704,0.81297249504544,0
1930,local,623,100,512,1,128,256,2,false, false,17.6661753856,0.81257304242689,1
1931,local,623,100,512,1,128,256,2,false, false,17.7068105728,0.81221970176716,2
1932,local,624,100,1024,1,128,256,2,false, false,20.855525376,0.78305616525005,0
1933,local,624,100,1024,1,128,256,2,false, false,20.8456204288,0.78334200530754,1
1934,local,624,100,1024,1,128,256,2,false, false,20.8083632128,0.78372381156965,2
1935,local,625,100,64,2,128,256,2,false, false,11.4798020608,0.55488265197621,0
1936,local,625,100,64,2,128,256,2,false, false,11.318776064,0.56126601763681,1
1937,local,625,100,64,2,128,256,2,false, false,11.3194208256,0.56119629195028,2
1938,local,626,100,128,2,128,256,2,false, false,17.2490302464,0.65457237276918,0
1939,local,626,100,128,2,128,256,2,false, false,17.233716224,0.65521695418297,1
1940,local,626,100,128,2,128,256,2,false, false,17.2272451584,0.65626513214803,2
1941,local,627,100,256,2,128,256,2,false, false,24.0280242176,0.70185677837343,0
1942,local,627,100,256,2,128,256,2,false, false,24.3672244224,0.69942824501718,1
1943,local,627,100,256,2,128,256,2,false, false,24.3195877376,0.69908057636674,2
1944,local,628,100,512,2,128,256,2,false, false,32.3458588672,0.65569836848276,0
1945,local,628,100,512,2,128,256,2,false, false,32.2328723456,0.65708285584445,1
1946,local,628,100,512,2,128,256,2,false, false,32.1780457472,0.65750190785637,2
1947,local,629,100,1024,2,128,256,2,false, false,35.7443919872,0.62837545566778,0
1948,local,629,100,1024,2,128,256,2,false, false,36.2589036544,0.62326265443311,1
1949,local,629,100,1024,2,128,256,2,false, false,36.1112625152,0.62469937663127,2
1950,local,630,100,64,4,128,256,2,false, false,15.0423499264,0.41108330361848,0
1951,local,630,100,64,4,128,256,2,false, false,15.0183210496,0.41206764370338,1
1952,local,630,100,64,4,128,256,2,false, false,14.9722107392,0.41361914485085,2
1953,local,631,100,128,4,128,256,2,false, false,21.8453382144,0.54622671027634,0
1954,local,631,100,128,4,128,256,2,false, false,22.234729984,0.53670685152732,1
1955,local,631,100,128,4,128,256,2,false, false,21.8385104896,0.54607868090278,2
1956,local,632,100,256,4,128,256,2,false, false,30.9483259904,0.59643142852119,0
1957,local,632,100,256,4,128,256,2,false, false,30.861993984,0.59912051821077,1
1958,local,632,100,256,4,128,256,2,false, false,30.8057176064,0.60154910636032,2
1959,local,633,100,512,4,128,256,2,false, false,39.4199089152,0.57189242828865,0
1960,local,633,100,512,4,128,256,2,false, false,39.4193764352,0.57090101554919,1
1961,local,633,100,512,4,128,256,2,false, false,39.4043265024,0.573340991691,2
1962,local,634,100,1024,4,128,256,2,false, false,46.1979951104,0.51966361825233,0
1963,local,634,100,1024,4,128,256,2,false, false,45.9732320256,0.5218897088792,1
1964,local,634,100,1024,4,128,256,2,false, false,46.1554737152,0.52016154835917,2
1965,local,635,100,64,8,128,256,2,false, false,16.1894849536,0.35723396956999,0
1966,local,635,100,64,8,128,256,2,false, false,16.1683643904,0.35909869550389,1
1967,local,635,100,64,8,128,256,2,false, false,16.232451072,0.35556380320625,2
1968,local,636,100,128,8,128,256,2,false, false,24.2198715392,0.4859731312038,0
1969,local,636,100,128,8,128,256,2,false, false,24.2020150272,0.4861516048439,1
1970,local,636,100,128,8,128,256,2,false, false,24.111985152,0.48807451127784,2
1971,local,637,100,256,8,128,256,2,false, false,32.340432896,0.56957765149112,0
1972,local,637,100,256,8,128,256,2,false, false,32.4042727424,0.57217172402716,1
1973,local,637,100,256,8,128,256,2,false, false,32.4863596544,0.5717131945205,2
1974,local,638,100,512,8,128,256,2,false, false,40.3948507136,0.5625564407046,0
1975,local,638,100,512,8,128,256,2,false, false,40.4316520448,0.56293850205729,1
1976,local,638,100,512,8,128,256,2,false, false,40.465522688,0.56193431327128,2
1977,local,639,100,1024,8,128,256,2,false, false,49.0951704576,0.48964279960343,0
1978,local,639,100,1024,8,128,256,2,false, false,48.9669001216,0.4903617712328,1
1979,local,639,100,1024,8,128,256,2,false, false,48.4357251072,0.4963120774791,2
1980,local,640,100,64,1,256,256,2,false, false,9.561966336,0.63075039079496,0
1981,local,640,100,64,1,256,256,2,false, false,9.5695325696,0.63044288055057,1
1982,local,640,100,64,1,256,256,2,false, false,9.5672276992,0.63055714585603,2
1983,local,641,100,128,1,256,256,2,false, false,15.050646528,0.70497492065515,0
1984,local,641,100,128,1,256,256,2,false, false,15.0552000512,0.70450110210653,1
1985,local,641,100,128,1,256,256,2,false, false,15.0644672512,0.70467115815998,2
1986,local,642,100,256,1,256,256,2,false, false,19.5196653568,0.76678320394209,0
1987,local,642,100,256,1,256,256,2,false, false,19.6015374336,0.76299741007974,1
1988,local,642,100,256,1,256,256,2,false, false,19.69335296,0.76141518959239,2
1989,local,643,100,512,1,256,256,2,false, false,23.6224438272,0.74671672025771,0
1990,local,643,100,512,1,256,256,2,false, false,23.5483398144,0.74673051512302,1
1991,local,643,100,512,1,256,256,2,false, false,23.5775066112,0.74740205855335,2
1992,local,644,100,1024,1,256,256,2,false, false,26.6950230016,0.7223445086721,0
1993,local,644,100,1024,1,256,256,2,false, false,26.6432249856,0.72304545911365,1
1994,local,644,100,1024,1,256,256,2,false, false,26.752872448,0.72179273035068,2
1995,local,645,100,64,2,256,256,2,false, false,15.9709015552,0.36844316526621,0
1996,local,645,100,64,2,256,256,2,false, false,15.9021492736,0.3720584263631,1
1997,local,645,100,64,2,256,256,2,false, false,15.7660724736,0.37847361396817,2
1998,local,646,100,128,2,256,256,2,false, false,21.1931764736,0.56194672242874,0
1999,local,646,100,128,2,256,256,2,false, false,20.5227232256,0.57791267504083,1
2000,local,646,100,128,2,256,256,2,false, false,20.695188992,0.57390092012408,2
2001,local,647,100,256,2,256,256,2,false, false,29.7143506944,0.61974825504424,0
2002,local,647,100,256,2,256,256,2,false, false,28.843587584,0.63241540463766,1
2003,local,647,100,256,2,256,256,2,false, false,29.6994340864,0.61814713027342,2
2004,local,648,100,512,2,256,256,2,false, false,36.8800796672,0.58702066516292,0
2005,local,648,100,512,2,256,256,2,false, false,37.2090499072,0.58660290417508,1
2006,local,648,100,512,2,256,256,2,false, false,37.1693981696,0.5866923901753,2
2007,local,649,100,1024,2,256,256,2,false, false,42.7454644224,0.55413417408209,0
2008,local,649,100,1024,2,256,256,2,false, false,41.928093696,0.56207990299487,1
2009,local,649,100,1024,2,256,256,2,false, false,42.7824160768,0.5532919096061,2
2010,local,650,100,64,4,256,256,2,false, false,16.0875467264,0.36245616443378,0
2011,local,650,100,64,4,256,256,2,false, false,16.0922240512,0.36434028176145,1
2012,local,650,100,64,4,256,256,2,false, false,16.0552036864,0.36444752692612,2
2013,local,651,100,128,4,256,256,2,false, false,23.3629396992,0.50744648288459,0
2014,local,651,100,128,4,256,256,2,false, false,23.3799332864,0.50738846446066,1
2015,local,651,100,128,4,256,256,2,false, false,23.1328562176,0.51326796234024,2
2016,local,652,100,256,4,256,256,2,false, false,32.0005195776,0.57654667258366,0
2017,local,652,100,256,4,256,256,2,false, false,31.6845185024,0.58445215517242,1
2018,local,652,100,256,4,256,256,2,false, false,31.7304223744,0.58059844424014,2
2019,local,653,100,512,4,256,256,2,false, false,39.5768262656,0.55879753230464,0
2020,local,653,100,512,4,256,256,2,false, false,39.7018058752,0.55096256859568,1
2021,local,653,100,512,4,256,256,2,false, false,39.680643072,0.55394343412959,2
2022,local,654,100,1024,4,256,256,2,false, false,47.5781095424,0.50069259334471,0
2023,local,654,100,1024,4,256,256,2,false, false,47.6430409728,0.50136153709368,1
2024,local,654,100,1024,4,256,256,2,false, false,46.5828388864,0.50876855359474,2
2025,local,655,100,64,8,256,256,2,false, false,15.9529408512,0.36906161184934,0
2026,local,655,100,64,8,256,256,2,false, false,15.9148948992,0.37127639749463,1
2027,local,655,100,64,8,256,256,2,false, false,15.9577846272,0.36944868679959,2
2028,local,656,100,128,8,256,256,2,false, false,23.2432074752,0.51094093514478,0
2029,local,656,100,128,8,256,256,2,false, false,23.1167100928,0.5129485142161,1
2030,local,656,100,128,8,256,256,2,false, false,23.1321501696,0.51284864613972,2
