index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,QUEUES_PER_CORE,ZEROCOPY,TABLE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,run_index
239,local,116,100.0,64,16,1024,256,4,false,0,42884707.0,29645.1201408,0.041783978268401,0.00030499459876543,1
240,local,117,0.1,64,16,1024,256,4,false,0,145297.0,97.648848,0.00013969411805181,0.0011676797839506,0
241,local,117,0.1,64,16,1024,256,4,false,0,145329.0,97.6701504,4.8164253866889e-05,0.0021227785493827,1
242,local,118,100.0,1024,16,1024,256,4,false,0,10946644.0,91425.621568,0.00030354427160961,0.0014762388117284,0
243,local,118,100.0,1024,16,1024,256,4,false,0,10988630.0,91776.2946432,0.0003449194520061,0.0014895597993827001,1
244,local,119,0.1,1024,16,1024,256,4,false,0,145302.0,1212.8529792,0.00014037685681079,0.0011864093364198,0
245,local,119,0.1,1024,16,1024,256,4,false,0,145311.0,1212.9215424,0.00012798493906263,0.0021855119598765,1
246,local,120,100.0,64,1,64,256,16,false,0,3043474.0,2045.215216,0.94313325512095,0.00092007214506173,0
247,local,120,100.0,64,1,64,256,16,false,0,3024711.0,2032.6063968,0.943258176136,,1
248,local,120,100.0,64,1,64,256,16,false,0,797428.0,663.4601792,0.98547904654547,,2
249,local,121,0.1,64,1,64,256,16,false,0,145136.0,97.5407232,0.001461312374096,0.0008907384259259299,0
250,local,121,0.1,64,1,64,256,16,false,0,145144.0,97.5458304,0.0014969565552388,0.00090130478395062,1
251,local,122,100.0,1024,1,64,256,16,false,0,3192427.0,26662.95168,0.72831004915015,0.001250731867284,0
252,local,122,100.0,1024,1,64,256,16,false,0,3189001.0,26634.3212512,0.72865292261718,0.0012479548611110999,1
253,local,123,0.1,1024,1,64,256,16,false,0,145130.0,1211.4139296,0.0015025923846637,0.0012938530092593001,0
254,local,123,0.1,1024,1,64,256,16,false,0,145143.0,1211.5197792,0.001503827674832,0.0012769741512345999,1
255,local,124,100.0,64,4,64,256,16,false,0,11022163.0,7406.8942272,0.78719475636201,0.00083410841049383,0
256,local,124,100.0,64,4,64,256,16,false,0,10929931.0,7344.91584,0.78855845728198,0.00085040393518519,1
257,local,125,0.1,64,4,64,256,16,false,0,145347.0,97.6827168,1.3071940391907e-05,0.0008225212191358,0
258,local,125,0.1,64,4,64,256,16,false,0,145331.0,97.671888,2.4082259493907e-05,0.00083585030864198,1
259,local,126,100.0,1024,4,64,256,16,false,0,11287163.0,94269.644544,0.00042364703186626,0.00067285648148148,0
260,local,126,100.0,1024,4,64,256,16,false,0,11247650.0,93939.6377024,0.00053733450239501,0.0006826774691358,1
261,local,127,0.1,1024,4,64,256,16,false,0,145323.0,1213.0344384,3.5092837758266e-05,0.0012286296296296,0
262,local,127,0.1,1024,4,64,256,16,false,0,145338.0,1213.1494752,2.8897279802709e-05,0.0012397924382716,1
263,local,128,100.0,64,16,64,256,16,false,0,8379892.0,5631.288816,0.83886097648331,0.0042165821759259,0
264,local,128,100.0,64,16,64,256,16,false,0,8327009.0,5595.7510688,0.83985329801325,0.0041776712962963,1
265,local,129,0.1,64,16,64,256,16,false,0,145321.0,97.6647648,0.00014104702301332,0.0011722642746914,0
266,local,129,0.1,64,16,64,256,16,false,0,145356.0,97.6886304,8.5300284517698e-05,0.0015494783950617,1
267,local,130,100.0,1024,16,64,256,16,false,0,11144152.0,93075.2013056,0.00017883311736333,0.00089541087962963,0
268,local,130,100.0,1024,16,64,256,16,false,0,11270329.0,94129.0295168,0.00016792606632876,0.0008845077160493799,1
269,local,131,0.1,1024,16,64,256,16,false,0,145307.0,1212.8957952,0.00014931658418704,0.0011874679783951002,0
270,local,131,0.1,1024,16,64,256,16,false,0,145313.0,1212.9338496,7.431669923752e-05,0.0012814648919753,1
271,local,132,100.0,64,1,1024,256,16,false,0,4868373.0,3271.54768,0.90973561216675,0.00074071875,0
272,local,132,100.0,64,1,1024,256,16,false,0,4876834.0,3277.2333792,0.90926886296485,0.00075656944444444,1
273,local,133,0.1,64,1,1024,256,16,false,0,145219.0,97.59648,0.00092807648065696,0.0011845246913579999,0
274,local,133,0.1,64,1,1024,256,16,false,0,145214.0,97.5933408,0.00092879512568322,0.0011796658950617,1
275,local,134,100.0,1024,1,1024,256,16,false,0,4748488.0,39659.0547552,0.57997891141584,0.0012014139660494,0
276,local,134,100.0,1024,1,1024,256,16,false,0,4705580.0,39300.6862464,0.58458457846939,0.0012071400462963,1
277,local,135,0.1,1024,1,1024,256,16,false,0,145175.0,1211.7828672,0.00097854697472777,0.0011985520833333,0
278,local,135,0.1,1024,1,1024,256,16,false,0,145225.0,1212.211008,0.000932851222613,0.0012019648919752999,1
279,local,136,100.0,64,4,1024,256,16,false,0,18943422.0,12729.984112,0.63442054316384,0.00064551041666667,0
280,local,136,100.0,64,4,1024,256,16,false,0,18992672.0,12763.0797312,0.63321898959063,0.00063882523148148,1
281,local,137,0.1,64,4,1024,256,16,false,0,145330.0,97.6710912,0.00013209539764503,0.0012019648919752999,0
282,local,137,0.1,64,4,1024,256,16,false,0,145323.0,97.6667904,0.00013210121429919,0.0011624452160494,1
283,local,138,100.0,1024,4,1024,256,16,false,0,11125662.0,92920.7789568,0.00032602255635095,0.00088671296296296,0
284,local,138,100.0,1024,4,1024,256,16,false,0,11115672.0,92837.3322784,0.00043947429083946,0.00088582484567901,1
285,local,139,0.1,1024,4,1024,256,16,false,0,145279.0,1212.6498048,0.00013214194522582,0.0012246531635802,0
286,local,139,0.1,1024,4,1024,256,16,false,0,145329.0,1213.0768128,0.00013278403399275,0.0011731323302469,1
287,local,140,100.0,64,16,1024,256,16,false,0,41020129.0,29536.0570368,0.094201057247311,0.0003328287037037,0
288,local,140,100.0,64,16,1024,256,16,false,0,41163541.0,29509.1690912,0.088758769945127,0.00033121682098765,1
289,local,141,0.1,64,16,1024,256,16,false,0,145316.0,97.6614816,0.00014242789329877,0.0022161257716049,0
290,local,141,0.1,64,16,1024,256,16,false,0,145337.0,97.6762816,8.187157033801e-05,0.0011712461419753,1
291,local,142,100.0,1024,16,1024,256,16,false,0,10886606.0,90924.1771456,0.00032162211927134,0.0015087685185185,0
292,local,142,100.0,1024,16,1024,256,16,false,0,11220227.0,93710.5917952,0.00033763312479596,0.0014745115740741,1
293,local,143,0.1,1024,16,1024,256,16,false,0,145283.0,1212.7020288,0.00013282570514617,0.0011821496913579999,0
294,local,143,0.1,1024,16,1024,256,16,false,0,145314.0,1212.9540384,0.00014518092226357,0.001455387345679,1
295,local,144,100.0,64,1,64,256,1,true,3,39849.0,26.7789504,0.99928314609581,,0
296,local,144,100.0,64,1,64,256,1,true,3,39887.0,26.8044864,0.99927960844838,,1
297,local,145,0.1,64,1,64,256,1,true,3,40095.0,26.9507136,0.72414357738076,0.19786871952159998,0
298,local,145,0.1,64,1,64,256,1,true,3,40036.0,26.9116,0.72454660538845,0.19781189236111,1
299,local,146,100.0,1024,1,64,256,1,true,3,46715.0,390.166416,0.99602464384513,,0
300,local,146,100.0,1024,1,64,256,1,true,3,46740.0,390.3721056,0.99602302225157,,1
301,local,147,0.1,1024,1,64,256,1,true,3,39411.0,328.4577888,0.72884024078198,0.19693987268519,0
302,local,147,0.1,1024,1,64,256,1,true,3,39508.0,329.2761216,0.72816095117521,0.19779295524690998,1
303,local,148,100.0,64,4,64,256,1,true,3,227600.0,152.9478048,0.99589220933111,,0
304,local,148,100.0,64,4,64,256,1,true,3,226352.0,152.1092064,0.99590061570261,,1
305,local,149,0.1,64,4,64,256,1,true,3,145349.0,97.6841952,8.5992035073756e-05,0.0029423811728395,0
306,local,149,0.1,64,4,64,256,1,true,3,145335.0,97.6744672,0.00010044747285165,0.0035265277777778003,1
307,local,150,100.0,1024,4,64,256,1,true,3,206490.0,1724.5883616,0.98242810586729,,0
308,local,150,100.0,1024,4,64,256,1,true,3,206789.0,1727.0978688,0.98240706157188,,1
309,local,151,0.1,1024,4,64,256,1,true,3,136473.0,1139.127504,0.061065913539434,0.16906685648148,0
310,local,151,0.1,1024,4,64,256,1,true,3,136073.0,1135.788672,0.063852856292719,0.18225814621914,1
311,local,152,100.0,64,16,64,256,1,true,3,324825.0,218.2826592,0.99411900607009,,0
312,local,152,100.0,64,16,64,256,1,true,3,340942.0,229.1134656,0.99380244277435,,1
313,local,153,0.1,64,16,64,256,1,true,3,145317.0,97.6624896,0.00026417916300614,0.001877612654321,0
314,local,153,0.1,64,16,64,256,1,true,3,145309.0,97.6573216,0.00013142611787886,0.0018438865740741,1
315,local,154,100.0,1024,16,64,256,1,true,3,313101.0,2615.0228928,0.97335381934059,,0
316,local,154,100.0,1024,16,64,256,1,true,3,288135.0,2406.5064096,0.97548414395137,,1
317,local,155,0.1,1024,16,64,256,1,true,3,145323.0,1213.0239744,0.00013210121429919,0.0018931238425926,0
318,local,155,0.1,1024,16,64,256,1,true,3,145343.0,1213.1843328,0.00013277161081549,0.001903330632716,1
319,local,156,100.0,64,1,1024,256,1,true,3,891798.0,599.2886304,0.98379450882797,,0
320,local,156,100.0,64,1,1024,256,1,true,3,893391.0,600.3589632,0.98374111159956,,1
321,local,157,0.1,64,1,1024,256,1,true,3,145201.0,97.584192,0.0010161762601412,0.0019810100308642,0
322,local,157,0.1,64,1,1024,256,1,true,3,145190.0,97.5773536,0.0009062608379713,0.0019836141975309,1
323,local,158,100.0,1024,1,1024,256,1,true,3,918931.0,7674.8602944,0.92067879177936,0.067973119984568,0
324,local,158,100.0,1024,1,1024,256,1,true,3,915657.0,7647.4974912,0.92098858424283,0.068587240740741,1
325,local,159,0.1,1024,1,1024,256,1,true,3,145194.0,1211.9415552,0.00093579934810561,0.0019974020061728,0
326,local,159,0.1,1024,1,1024,256,1,true,3,145199.0,1211.9987904,0.0010642952672916,0.0019971030092593,1
327,local,160,100.0,64,4,1024,256,1,true,3,3646935.0,2450.7412992,0.93250339141301,0.023065558256173,0
328,local,160,100.0,64,4,1024,256,1,true,3,3660818.0,2460.0679904,0.9319782140818,0.010119133487654001,1
329,local,161,0.1,64,4,1024,256,1,true,3,145311.0,97.6586496,0.00016582264545606,0.0019092978395062001,0
330,local,161,0.1,64,4,1024,256,1,true,3,145328.0,97.670224,0.00013140875691442,0.0019031535493827,1
331,local,162,100.0,1024,4,1024,256,1,true,3,3469322.0,28975.5703776,0.6972651365115,0.021438748070988,0
332,local,162,100.0,1024,4,1024,256,1,true,3,3482222.0,29083.3042752,0.69711956454519,0.022672144290123,1
333,local,163,0.1,1024,4,1024,256,1,true,3,145329.0,1213.0768128,0.00013278403399275,0.0019183402777778,0
334,local,163,0.1,1024,4,1024,256,1,true,3,145317.0,1212.9705216,0.0001321070314656,0.0019193831018519,1
335,local,164,100.0,64,16,1024,256,1,true,3,4507315.0,3029.0747232,0.91584672998143,0.025302382330247,0
336,local,164,100.0,64,16,1024,256,1,true,3,4573935.0,3073.8449856,0.91436833361784,0.013047869984568,1
337,local,165,0.1,64,16,1024,256,1,true,3,144780.0,97.3094784,0.00024720957018676,0.0018356435185185001,0
338,local,165,0.1,64,16,1024,256,1,true,3,145324.0,97.6824544,0.00035150424556596,0.0018481261574074,1
339,local,166,100.0,1024,16,1024,256,1,true,3,5817863.0,48590.4687744,0.48062645101391,0.008131361882716,0
340,local,166,100.0,1024,16,1024,256,1,true,3,5746470.0,47994.2324352,0.48963145373655,0.008427680941358,1
341,local,167,0.1,1024,16,1024,256,1,true,3,145303.0,1212.8623872,0.0001321201219634,0.0018598950617283998,0
342,local,167,0.1,1024,16,1024,256,1,true,3,145355.0,1213.2907008,0.00013207277209748,0.0018569803240741,1
343,local,168,100.0,64,1,64,256,4,true,3,158444.0,106.4749344,0.99714390105984,,0
344,local,168,100.0,64,1,64,256,4,true,3,158860.0,106.7544768,0.99711555631998,,1
345,local,169,0.1,64,1,64,256,4,true,3,145102.0,97.5177888,0.0016018142886238,0.0023753383487654,0
346,local,169,0.1,64,1,64,256,4,true,3,145127.0,97.5351616,0.0016145853398127,0.0021072642746914,1
347,local,170,100.0,1024,1,64,256,4,true,3,176975.0,1478.0845824,0.98494093942381,,0
348,local,170,100.0,1024,1,64,256,4,true,3,177052.0,1478.7294336,0.98493561858009,,1
349,local,171,0.1,1024,1,64,256,4,true,3,145091.0,1211.0807488,0.0016445297367446,0.0020118510802469,0
350,local,171,0.1,1024,1,64,256,4,true,3,145112.0,1211.2722432,0.0015742223836809,0.0019830073302469,1
351,local,172,100.0,64,4,64,256,4,true,3,301426.0,202.5586368,0.99453927644977,,0
352,local,172,100.0,64,4,64,256,4,true,3,305270.0,205.14192,0.99445515038303,,1
353,local,173,0.1,64,4,64,256,4,true,3,145332.0,97.6721568,0.00015341812838143,0.0015372781635802,0
354,local,173,0.1,64,4,64,256,4,true,3,145360.0,97.6918144,0.00014307175048289,0.00153634375,1
355,local,174,100.0,1024,4,64,256,4,true,3,332921.0,2780.5379904,0.97167488652887,0.19709594521605,0
356,local,174,100.0,1024,4,64,256,4,true,3,308197.0,2574.0457248,0.97377844355645,,1
357,local,174,100.0,1024,4,64,256,4,true,3,830119.0,7065.9805888,0.92935730019316,,2
358,local,175,0.1,1024,4,64,256,4,true,3,145318.0,1212.9791584,3.6470257129051e-05,0.0019188287037037002,0
359,local,175,0.1,1024,4,64,256,4,true,3,145344.0,1213.2020928,2.9584007573469e-05,0.0019174610339506,1
360,local,176,100.0,64,16,64,256,4,true,3,331444.0,222.7306944,0.99399209775214,,0
361,local,176,100.0,64,16,64,256,4,true,3,331779.0,222.9558912,0.9939678892944,,1
362,local,177,0.1,64,16,64,256,4,true,3,145303.0,97.652736,0.00013212003104823,0.0019074668209877,0
363,local,177,0.1,64,16,64,256,4,true,3,145323.0,97.6662528,0.00013210185052681,0.0019172696759259,1
364,local,178,100.0,1024,16,64,256,4,true,3,310006.0,2589.1416,0.97361845756893,0.20234849614198,0
365,local,178,100.0,1024,16,64,256,4,true,3,310138.0,2590.2750816,0.97361196799701,,1
366,local,178,100.0,1024,16,64,256,4,true,3,806729.0,6866.8840576,0.93134467645546,,2
367,local,179,0.1,1024,16,64,256,4,true,3,145257.0,1212.4809856,0.00013766756724198,0.0020565752314815,0
368,local,179,0.1,1024,16,64,256,4,true,3,145311.0,1212.9170688,0.00013211284914438,0.0021662800925926,1
369,local,180,100.0,64,1,1024,256,4,true,3,4156376.0,2793.0852768,0.92290260380913,0.010841907407407,0
370,local,180,100.0,64,1,1024,256,4,true,3,4177766.0,2807.4588896,0.92223445095133,0.013815320987654001,1
371,local,181,0.1,64,1,1024,256,4,true,3,145201.0,97.584192,0.00092819397809218,0.0020038152006173,0
372,local,181,0.1,64,1,1024,256,4,true,3,145226.0,97.6008576,0.0009273476755769,0.002005137345679,1
373,local,182,100.0,1024,1,1024,256,4,true,3,4210848.0,35168.739264,0.63049333034079,0.006561437114197499,0
374,local,182,100.0,1024,1,1024,256,4,true,3,4195175.0,35037.8177376,0.63116498610082,0.0073820563271605,1
375,local,183,0.1,1024,1,1024,256,4,true,3,145210.0,1212.075472,0.0010456624271477,0.0020197291666667,0
376,local,183,0.1,1024,1,1024,256,4,true,3,145202.0,1212.0186912,0.0010917601347261,0.0020158460648148,1
377,local,184,100.0,64,4,1024,256,4,true,3,5812032.0,3905.6875776,0.89105914063809,0.012719368441357999,0
378,local,184,100.0,64,4,1024,256,4,true,3,5828184.0,3916.5437344,0.89050941789603,0.010088363425926,1
379,local,185,0.1,64,4,1024,256,4,true,3,145310.0,97.657584,0.00022636093491879,0.0019342364969135999,0
380,local,185,0.1,64,4,1024,256,4,true,3,145323.0,97.6662528,0.00013210185052681,0.0022122469135802,1
381,local,186,100.0,1024,4,1024,256,4,true,3,6031468.0,50374.4011296,0.46569451234092,0.010369082175926,0
382,local,186,100.0,1024,4,1024,256,4,true,3,5969944.0,49860.5795424,0.47094222199843,0.010436032021605,1
383,local,187,0.1,1024,4,1024,256,4,true,3,145330.0,1213.077712,0.00013140740078221,0.0019424471450617,0
384,local,187,0.1,1024,4,1024,256,4,true,3,145348.0,1213.2366336,0.0001320793136278,0.0019347677469136,1
385,local,188,100.0,64,16,1024,256,4,true,3,5993188.0,4027.5837184,0.88726938705754,0.011433411265432,0
386,local,188,100.0,64,16,1024,256,4,true,3,5976300.0,4016.2259104,0.88728429846683,0.010383838348765,1
387,local,189,0.1,64,16,1024,256,4,true,3,145297.0,97.65528,0.00022775704722278,0.0021937766203704,0
388,local,189,0.1,64,16,1024,256,4,true,3,145328.0,97.6782432,0.00039618561295962,0.001926955632716,1
389,local,190,100.0,1024,16,1024,256,4,true,3,6045988.0,50495.8104096,0.45843029049289,0.0078843148148148,0
390,local,190,100.0,1024,16,1024,256,4,true,3,6025902.0,50328.0626336,0.46098300866769,0.0079076508487654,1
391,local,191,0.1,1024,16,1024,256,4,true,3,145310.0,1212.9164544,0.00026488006780934,0.00217375,0
392,local,191,0.1,1024,16,1024,256,4,true,3,145335.0,1213.129728,0.0002641469978043,0.0021355632716049,1
393,local,192,100.0,64,1,64,256,16,true,3,649194.0,436.2585984,0.98820537579066,,0
394,local,192,100.0,64,1,64,256,16,true,3,649080.0,436.1825824,0.98817470457285,,1
395,local,193,0.1,64,1,64,256,16,true,3,145079.0,97.5027456,0.0016295442987626,0.0016055223765432,0
396,local,193,0.1,64,1,64,256,16,true,3,145130.0,97.53696,0.0014558724776803,0.0016389440586420001,1
397,local,194,100.0,1024,1,64,256,16,true,3,658472.0,5499.5163648,0.94396146725521,0.065556078703704,0
398,local,194,100.0,1024,1,64,256,16,true,3,660652.0,5517.7395744,0.94379021298038,,1
399,local,194,100.0,1024,1,64,256,16,true,3,805921.0,6860.004944,0.93141135694879,,2
400,local,195,0.1,1024,1,64,256,16,true,3,145079.0,1210.9921536,0.0015855723923218,0.0018664664351852,0
401,local,195,0.1,1024,1,64,256,16,true,3,145136.0,1211.46048,0.0015087096507884,0.0018724895833333,1
402,local,196,100.0,64,4,64,256,16,true,3,747276.0,502.169856,0.98640276467764,,0
403,local,196,100.0,64,4,64,256,16,true,3,748603.0,503.0617888,0.98635894056732,,1
404,local,197,0.1,64,4,64,256,16,true,3,145300.0,97.6513344,0.00015826715357903,0.001533925154321,0
405,local,197,0.1,64,4,64,256,16,true,3,145352.0,97.6858752,2.5454745590126e-05,0.0015191913580247002,1
406,local,198,100.0,1024,4,64,256,16,true,3,820826.0,6855.4960384,0.93016263100967,0.07675556365740699,0
407,local,198,100.0,1024,4,64,256,16,true,3,818142.0,6833.0770912,0.93038683047653,0.078702197530864,1
408,local,199,0.1,1024,4,64,256,16,true,3,145299.0,1212.8210208,0.00016721268834652,0.0019224945987654,0
409,local,199,0.1,1024,4,64,256,16,true,3,145343.0,1213.1876736,0.00017404009663702,0.0019214351851852,1
410,local,200,100.0,64,16,64,256,16,true,3,803137.0,539.7086208,0.98539013158209,,0
411,local,200,100.0,64,16,64,256,16,true,3,797267.0,535.7641888,0.98541867569597,,1
412,local,201,0.1,64,16,64,256,16,true,3,145309.0,97.6573152,0.00014105798997177,0.0019446358024691002,0
413,local,201,0.1,64,16,64,256,16,true,3,145347.0,97.6827168,0.00023249175445295,0.0020206913580247,1
414,local,202,100.0,1024,16,64,256,16,true,3,708932.0,5920.9634944,0.93966504956724,0.087961292052469,0
415,local,202,100.0,1024,16,64,256,16,true,3,707573.0,5909.6312736,0.9398104704514,0.089398414737654,1
416,local,203,0.1,1024,16,64,256,16,true,3,145314.0,1212.94296,0.00024286289254516,0.0021202820216049,0
417,local,203,0.1,1024,16,64,256,16,true,3,145336.0,1213.1275392,0.00026758346678113,0.0023544494598765,1
418,local,204,100.0,64,1,1024,256,16,true,3,4516875.0,3035.341008,0.91643071430673,0.0025611442901235,0
419,local,204,100.0,64,1,1024,256,16,true,3,4528980.0,3043.4753472,0.91576962627333,0.0017944976851852,1
420,local,205,0.1,64,1,1024,256,16,true,3,145181.0,97.5712896,0.0010603016458414,0.0020063989197531,0
421,local,205,0.1,64,1,1024,256,16,true,3,145214.0,97.5933408,0.00092810776782859,0.0020082646604938,1
422,local,206,100.0,1024,1,1024,256,16,true,3,4489561.0,37496.5342144,0.60408811626463,0.0023032199074074,0
423,local,206,100.0,1024,1,1024,256,16,true,3,4504360.0,37620.1296384,0.60313235523676,0.0023515165895062,1
424,local,207,0.1,1024,1,1024,256,16,true,3,145188.0,1211.8914432,0.00093308808805714,0.0020247507716049,0
425,local,207,0.1,1024,1,1024,256,16,true,3,145190.0,1211.917776,0.00099906973671893,0.0020157619598765,1
426,local,208,100.0,64,4,1024,256,16,true,3,6107682.0,4104.3685824,0.88529997445106,0.010702132330247,0
427,local,208,100.0,64,4,1024,256,16,true,3,6091765.0,4093.6676512,0.88535074005954,0.010142093364198,1
428,local,209,0.1,64,4,1024,256,16,true,3,145294.0,97.6466112,0.00023876891572761,0.0019409629629630002,0
429,local,209,0.1,64,4,1024,256,16,true,3,145349.0,97.6839936,0.00013276576541876,0.0019317978395062,1
430,local,210,100.0,1024,4,1024,256,16,true,3,6007982.0,50178.2994208,0.47265479973895,0.010643510416667001,0
431,local,210,100.0,1024,4,1024,256,16,true,3,5978620.0,49933.0718784,0.47517616490049,0.010759032407406999,1
432,local,211,0.1,1024,4,1024,256,16,true,3,145311.0,1212.9170688,0.00013211284914438,0.0019425590277778002,0
433,local,211,0.1,1024,4,1024,256,16,true,3,145303.0,1212.862672,0.00013143199632815,0.0019431033950617,1
434,local,212,100.0,64,16,1024,256,16,true,3,5994926.0,4028.7433056,0.88627229202955,0.0094263090277778,0
435,local,212,100.0,64,16,1024,256,16,true,3,6004263.0,4034.999792,0.88599956029356,0.010177180941358,1
436,local,213,0.1,64,16,1024,256,16,true,3,145304.0,97.6582272,0.00012730245411607,0.0019425119598765,0
437,local,213,0.1,64,16,1024,256,16,true,3,145318.0,97.6683552,0.0002119028879336,0.0020584949845679,1
438,local,214,100.0,1024,16,1024,256,16,true,3,6055800.0,50577.7112992,0.45676972872512,0.0072329170524690995,0
439,local,214,100.0,1024,16,1024,256,16,true,3,6056783.0,50585.8857952,0.45789425592353,0.0072933599537036995,1
440,local,215,0.1,1024,16,1024,256,16,true,3,145276.0,1212.6299808,0.00028007792634988,0.0027372168209877,0
441,local,215,0.1,1024,16,1024,256,16,true,3,145330.0,1213.0863616,0.00016786465155705,0.0019489888117284,1
442,local,216,100.0,64,1,64,256,1,false,3,39520.0,26.55744,0.99928809286719,,0
443,local,216,100.0,64,1,64,256,1,false,3,39619.0,26.6241024,0.99928244234536,,1
444,local,217,0.1,64,1,64,256,1,false,3,39211.0,26.356848,0.73019819011499,0.20180555825617003,0
445,local,217,0.1,64,1,64,256,1,false,3,39315.0,26.4264192,0.72957158029121,0.20143138657407,1
446,local,218,100.0,1024,1,64,256,1,false,3,46027.0,384.4153824,0.99608380776624,,0
447,local,218,100.0,1024,1,64,256,1,false,3,45904.0,383.3927904,0.99609429503265,,1
448,local,219,0.1,1024,1,64,256,1,false,3,38851.0,323.7956832,0.73261325447061,0.20153108256173,0
449,local,219,0.1,1024,1,64,256,1,false,3,38837.0,323.6826112,0.73279439689573,0.20163820910494,1
450,local,220,100.0,64,4,64,256,1,false,3,224219.0,150.675264,0.99594901622597,,0
451,local,220,100.0,64,4,64,256,1,false,3,224531.0,150.8854464,0.99593356226037,,1
452,local,221,0.1,64,4,64,256,1,false,3,145316.0,97.661808,0.00017751186164527,0.0025566647376543,0
453,local,221,0.1,64,4,64,256,1,false,3,145337.0,97.675728,0.0001671693211962,0.0035278811728394997,1
454,local,222,100.0,1024,4,64,256,1,false,3,204428.0,1707.375456,0.98260478667741,,0
455,local,222,100.0,1024,4,64,256,1,false,3,201913.0,1686.3669888,0.98282029686937,,1
456,local,223,0.1,1024,4,64,256,1,false,3,134140.0,1119.6430464,0.076913654583928,0.18330887615741,0
457,local,223,0.1,1024,4,64,256,1,false,3,135129.0,1127.9019424,0.070148771021992,0.17031504398148,1
458,local,224,100.0,64,16,64,256,1,false,3,159052.0,106.8830304,0.99712592777865,,0
459,local,224,100.0,64,16,64,256,1,false,3,156821.0,105.3837408,0.99716246994571,,1
460,local,225,0.1,64,16,64,256,1,false,3,145323.0,97.6667904,0.00013210121429919,0.0019392472993827001,0
461,local,225,0.1,64,16,64,256,1,false,3,145328.0,97.6699392,0.00013209676087733,0.0018755652006173,1
462,local,226,100.0,1024,16,64,256,1,false,3,154450.0,1289.9627616,0.98685532908822,,0
463,local,226,100.0,1024,16,64,256,1,false,3,156870.0,1310.1717984,0.98665273468573,,1
464,local,227,0.1,1024,16,64,256,1,false,3,145309.0,1212.91584,0.00013211430364413,0.0018704155092593001,0
465,local,227,0.1,1024,16,64,256,1,false,3,145316.0,1212.970192,0.00013141969740438,0.0018702033179012001,1
466,local,228,100.0,64,1,1024,256,1,false,3,886057.0,595.4306016,0.98393941319789,,0
467,local,228,100.0,64,1,1024,256,1,false,3,880626.0,591.7813152,0.98397970631478,,1
468,local,229,0.1,64,1,1024,256,1,false,3,145194.0,97.5798912,0.0010602082714133,0.0019789155092593,0
469,local,229,0.1,64,1,1024,256,1,false,3,145221.0,97.5976416,0.00092875423099148,0.001991199845679,1
470,local,230,100.0,1024,1,1024,256,1,false,3,901241.0,7527.1167552,0.92222319549012,0.069667733024691,0
471,local,230,100.0,1024,1,1024,256,1,false,3,902381.0,7536.6334848,0.92218259438362,0.06726399614197501,1
472,local,231,0.1,1024,1,1024,256,1,false,3,145168.0,1211.7260736,0.00098134278799078,0.0020025536265432,0
473,local,231,0.1,1024,1,1024,256,1,false,3,145201.0,1212.000304,0.0010189233537095,0.0019924548611111,1
474,local,232,100.0,64,4,1024,256,1,false,3,3602553.0,2420.9162304,0.93322660460786,0.0081692762345679,0
475,local,232,100.0,64,4,1024,256,1,false,3,3577283.0,2403.9351808,0.93348350984304,0.033138802854938004,1
476,local,233,0.1,64,4,1024,256,1,false,3,145311.0,97.6581888,0.00026419079528994,0.0019065011574074,0
477,local,233,0.1,64,4,1024,256,1,false,3,145335.0,97.67424,0.0002641469978043,0.0019003734567901,1
478,local,234,100.0,1024,4,1024,256,1,false,3,3386731.0,28285.781424,0.70587794987968,0.023890789351851998,0
479,local,234,100.0,1024,4,1024,256,1,false,3,3438484.0,28717.9938048,0.70069037210324,0.025404698688272002,1
480,local,235,0.1,1024,4,1024,256,1,false,3,145297.0,1212.8095488,0.00013212521341321,0.0019168109567901,0
481,local,235,0.1,1024,4,1024,256,1,false,3,145298.0,1212.810448,0.00013143633767443,0.0019210883487654,1
482,local,236,100.0,64,16,1024,256,1,false,3,3310217.0,2224.6244544,0.93862250590282,0.032774782021605005,0
483,local,236,100.0,64,16,1024,256,1,false,3,3304928.0,2221.067056,0.938553499403,0.035233229552469,1
484,local,237,0.1,64,16,1024,256,1,false,3,145290.0,97.6573248,0.00044924217042441,0.0018580810185185,0
485,local,237,0.1,64,16,1024,256,1,false,3,145341.0,97.681536,0.00017885740387102,0.0018569849537037,1
486,local,238,100.0,1024,16,1024,256,1,false,3,5778326.0,48260.193792,0.48223236177846,0.007754363040123499,0
487,local,238,100.0,1024,16,1024,256,1,false,3,5785851.0,48323.1306048,0.48235244784032,0.0078279513888889,1
488,local,239,0.1,1024,16,1024,256,1,false,3,145311.0,1212.9170688,0.00013211284914438,0.0018805709876543002,0
489,local,239,0.1,1024,16,1024,256,1,false,3,145296.0,1212.809296,0.00013143769440394,0.0018736327160494,1
490,local,240,100.0,64,1,64,256,4,false,3,156514.0,105.1779552,0.99717781639719,,0
491,local,240,100.0,64,1,64,256,4,false,3,156944.0,105.4664064,0.99715749143265,,1
492,local,241,0.1,64,1,64,256,4,false,3,145122.0,97.5314656,0.0015198519915978,0.0019192619598765,0
