index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,LISTS_PER_CORE,MEMPOOL_GPU,PERSISTENT_KERNEL,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,run_index
263,local,149,0.1,1024,1,1024,256,16,true,true,145349.0,1213.2405888,0.00017334551337789,0.0019056099537037002,1
264,local,150,100.0,64,4,1024,256,16,true,true,,,1.0,,0
265,local,150,100.0,64,4,1024,256,16,true,true,,,1.0,,1
266,local,151,0.1,64,4,1024,256,16,true,true,,0.0002848,0.99999931197284,,0
267,local,151,0.1,64,4,1024,256,16,true,true,,,1.0,,1
268,local,152,100.0,256,4,1024,256,16,true,true,,,1.0,,0
269,local,152,100.0,256,4,1024,256,16,true,true,,,1.0,,1
270,local,153,0.1,256,4,1024,256,16,true,true,,,1.0,,0
271,local,153,0.1,256,4,1024,256,16,true,true,,,1.0,,1
272,local,154,100.0,1024,4,1024,256,16,true,true,,,1.0,,0
273,local,154,100.0,1024,4,1024,256,16,true,true,,,1.0,,1
274,local,155,0.1,1024,4,1024,256,16,true,true,,0.0002848,0.99999931181801,,0
275,local,155,0.1,1024,4,1024,256,16,true,true,,,1.0,,1
276,local,156,100.0,64,16,1024,256,16,true,true,,,1.0,,0
277,local,156,100.0,64,16,1024,256,16,true,true,,,1.0,,1
278,local,157,0.1,64,16,1024,256,16,true,true,,,1.0,,0
279,local,157,0.1,64,16,1024,256,16,true,true,,,1.0,,1
280,local,158,100.0,256,16,1024,256,16,true,true,,,1.0,,0
281,local,158,100.0,256,16,1024,256,16,true,true,,,1.0,,1
282,local,159,0.1,256,16,1024,256,16,true,true,,0.0002848,0.99999931172281,,0
283,local,159,0.1,256,16,1024,256,16,true,true,,,1.0,,1
284,local,160,100.0,1024,16,1024,256,16,true,true,,0.0002848,1.0,,0
285,local,160,100.0,1024,16,1024,256,16,true,true,,,0.99999999149243,,1
286,local,161,0.1,1024,16,1024,256,16,true,true,,,1.0,,0
287,local,161,0.1,1024,16,1024,256,16,true,true,,,1.0,,1
288,local,162,100.0,64,1,64,256,1,false,true,4073808.0,2737.5996192,0.92313661931357,0.00067765625,0
289,local,162,100.0,64,1,64,256,1,false,true,4078352.0,2740.6531584,0.922955563059,0.00066894984567901,1
290,local,163,0.1,64,1,64,256,1,false,true,145156.0,97.5540864,0.0012357579923474,0.00080985339506173,0
291,local,163,0.1,64,1,64,256,1,false,true,145173.0,97.5657888,0.0012101864815497,0.00079701311728395,1
292,local,164,100.0,256,1,64,256,1,false,true,4126032.0,9110.2667424,0.90603874335229,0.00073838657407407,0
293,local,164,100.0,256,1,64,256,1,false,true,4116487.0,9089.1910624,0.90727980973168,0.0007341566358024699,1
294,local,165,0.1,256,1,64,256,1,false,true,145161.0,320.3792064,0.0012508333728949,0.0011655875771605,0
295,local,165,0.1,256,1,64,256,1,false,true,145092.0,320.2280832,0.0012363015584559,0.0011952399691358,1
296,local,166,100.0,1024,1,64,256,1,false,true,4230086.0,35329.4044224,0.64007823806618,0.0010088831018519,0
297,local,166,100.0,1024,1,64,256,1,false,true,4226269.0,35297.5412928,0.64039394075045,0.001008362654321,1
298,local,167,0.1,1024,1,64,256,1,false,true,145209.0,1212.0781344,0.00069093852023538,0.0012568452932099,0
299,local,167,0.1,1024,1,64,256,1,false,true,145259.0,1212.4938432,0.00065632372032354,0.0012515096450617,1
300,local,168,100.0,64,4,64,256,1,false,true,10611645.0,7131.02808,0.79656662897854,0.0044624486882716,0
301,local,168,100.0,64,4,64,256,1,false,true,10601679.0,7124.3293568,0.79687173809833,0.0045007916666667,1
302,local,169,0.1,64,4,64,256,1,false,true,145351.0,97.6854624,2.2703021772208e-05,0.0010146261574074,0
303,local,169,0.1,64,4,64,256,1,false,true,145230.0,97.6039232,2.6853142230721e-05,0.00099708912037037,1
304,local,170,100.0,256,4,64,256,1,false,true,10776567.0,23794.62576,0.72983873623271,0.004927993827160499,0
305,local,170,100.0,256,4,64,256,1,false,true,10773547.0,23787.9532128,0.72990890779125,0.0049083665123457005,1
306,local,171,0.1,256,4,64,256,1,false,true,145306.0,320.7026304,1.9269201759542e-05,0.00065214429012346,0
307,local,171,0.1,256,4,64,256,1,false,true,145360.0,320.8203168,4.815603656505e-06,0.00072030555555556,1
308,local,172,100.0,1024,4,64,256,1,false,true,10635620.0,88828.044576,0.078148648691518,0.0052046195987654,0
309,local,172,100.0,1024,4,64,256,1,false,true,10643720.0,88895.6587136,0.072869480508066,0.0052537677469136,1
310,local,173,0.1,1024,4,64,256,1,false,true,145351.0,1213.2650304,6.4666677673797e-05,0.0010726763117283999,0
311,local,173,0.1,1024,4,64,256,1,false,true,144665.0,1207.5463296,6.3590894889831e-05,0.0010575381944444,1
312,local,174,100.0,64,16,64,256,1,false,true,11572996.0,7777.055872,0.77676104844955,0.0058426288580247,0
313,local,174,100.0,64,16,64,256,1,false,true,11612097.0,7803.329792,0.77639965785044,0.0057532523148148005,1
314,local,175,0.1,64,16,64,256,1,false,true,145320.0,97.664304,0.00011352948016574,0.0015963125,0
315,local,175,0.1,64,16,64,256,1,false,true,145301.0,97.6517472,6.6753285362764e-05,0.0016063526234568,1
316,local,176,100.0,256,16,64,256,1,false,true,11098412.0,24505.2563392,0.71633430724158,0.0067418020833333,0
317,local,176,100.0,256,16,64,256,1,false,true,11102664.0,24514.6342784,0.71420360523219,0.007041378086419799,1
318,local,177,0.1,256,16,64,256,1,false,true,145334.0,320.7632736,0.00013897068131408,0.0014836041666666999,0
319,local,177,0.1,256,16,64,256,1,false,true,145321.0,320.7331488,6.0551680859611e-05,0.0015598028549383,1
320,local,178,100.0,1024,16,64,256,1,false,true,11247240.0,93936.2054752,8.5354195411558e-07,0.00060217013888889,0
321,local,178,100.0,1024,16,64,256,1,false,true,11198261.0,93527.122688,0.00013714534045317,0.0006175439814814801,1
322,local,179,0.1,1024,16,64,256,1,false,true,145298.0,1212.8204064,0.00016790161515845,0.0016008271604937999,0
323,local,179,0.1,1024,16,64,256,1,false,true,145323.0,1213.0231392,0.0001768151937227,0.0016372337962963,1
324,local,180,100.0,64,1,256,256,1,false,true,5785702.0,3887.9931264,0.892130634245,0.00051140856481481,0
325,local,180,100.0,64,1,256,256,1,false,true,5804177.0,3900.4073536,0.89150301558287,0.00051336304012346,1
326,local,181,0.1,64,1,256,256,1,false,true,145190.0,97.5772032,0.0011695037451638,0.0012322361111111,0
327,local,181,0.1,64,1,256,256,1,false,true,145219.0,97.5965568,0.0012791804442195,0.0012253541666666999,1
328,local,182,100.0,256,1,256,256,1,false,true,5829409.0,12871.3040288,0.86413632020473,0.00063848572530864,0
329,local,182,100.0,256,1,256,256,1,false,true,5829576.0,12871.6878624,0.86417356947826,0.0006350671296296301,1
330,local,183,0.1,256,1,256,256,1,false,true,145130.0,320.3127936,0.0011039905403704,0.0012517905092593001,0
331,local,183,0.1,256,1,256,256,1,false,true,145174.0,320.4111744,0.001279574685885,0.0012644170524691001,1
332,local,184,100.0,1024,1,256,256,1,false,true,5849112.0,48851.425008,0.50224108051283,0.00091016589506173,0
333,local,184,100.0,1024,1,256,256,1,false,true,5854764.0,48898.6136736,0.50182530730661,0.00091603009259259,1
334,local,185,0.1,1024,1,256,256,1,false,true,144935.0,1209.7758816,0.000519273458506,0.0012700200617284,0
335,local,185,0.1,1024,1,256,256,1,false,true,145306.0,1212.8858496,0.00037699297197047,0.0012602137345679,1
336,local,186,100.0,64,4,256,256,1,false,true,15985857.0,10742.4994912,0.69299534996736,0.00058139274691358,0
337,local,186,100.0,64,4,256,256,1,false,true,15964407.0,10728.0846912,0.69349654263355,0.00057702584876543,1
338,local,187,0.1,64,4,256,256,1,false,true,145360.0,97.6914432,0.00013206768468843,0.0017534606481481002,0
339,local,187,0.1,64,4,256,256,1,false,true,145337.0,97.6760128,0.0002545152378961,0.0018382650462962999,1
340,local,188,100.0,256,4,256,256,1,false,true,16004010.0,35336.7931136,0.56075796283743,0.00073739429012346,0
341,local,188,100.0,256,4,256,256,1,false,true,16024412.0,35381.8446048,0.55684165976407,0.00073820563271605,1
342,local,189,0.1,256,4,256,256,1,false,true,145254.0,320.5857024,0.0001652001709822,0.0018035860339506,0
343,local,189,0.1,256,4,256,256,1,false,true,145310.0,320.7095712,0.00030821050777685,0.0018389463734568001,1
344,local,190,100.0,1024,4,256,256,1,false,true,11283969.0,94242.9690912,8.8088790594076e-06,0.00064408757716049,0
345,local,190,100.0,1024,4,256,256,1,false,true,11244994.0,93917.4492384,0.00032666975977336,0.00064204475308642,1
346,local,191,0.1,1024,4,256,256,1,false,true,145300.0,1212.8268672,7.4323296706202e-05,0.0018096427469136,0
347,local,191,0.1,1024,4,256,256,1,false,true,145281.0,1212.6797632,0.00010667819249977,0.0018813580246914,1
348,local,192,100.0,64,16,256,256,1,false,true,17613243.0,11836.1016128,0.65692276037562,0.0041652091049383,0
349,local,192,100.0,64,16,256,256,1,false,true,17559538.0,11800.012256,0.65826600630352,0.0044769849537037,1
350,local,193,0.1,64,16,256,256,1,false,true,145303.0,97.6526016,0.00022155678734403,0.001823487654321,0
351,local,193,0.1,64,16,256,256,1,false,true,145307.0,97.6556928,0.0002401226345512,0.0018098985339506,1
352,local,194,100.0,256,16,256,256,1,false,true,16582252.0,36613.5509344,0.52805687491231,0.0046151427469136,0
353,local,194,100.0,256,16,256,256,1,false,true,16505512.0,36444.1216736,0.53031627333229,0.0040175486111111,1
354,local,195,0.1,256,16,256,256,1,false,true,145336.0,320.7662688,0.00017679962411166,0.0020197465277778,0
355,local,195,0.1,256,16,256,256,1,false,true,145374.0,320.8494304,9.4230610504287e-05,0.0018457025462963,1
356,local,196,100.0,1024,16,256,256,1,false,true,11208498.0,93612.6099776,0.0013860498353033,0.0008142881944444401,0
357,local,196,100.0,1024,16,256,256,1,false,true,11237407.0,93854.064672,0.00012124102009203,0.00080235339506173,1
358,local,197,0.1,1024,16,256,256,1,false,true,145335.0,1213.122528,0.00022769672722067,0.0020283969907407,0
359,local,197,0.1,1024,16,256,256,1,false,true,145294.0,1212.7856256,0.0001954275459255,0.0020742793209877,1
360,local,198,100.0,64,1,1024,256,1,false,true,5398623.0,3627.875808,0.89969810163518,0.00069499768518519,0
361,local,198,100.0,64,1,1024,256,1,false,true,5440220.0,3655.8285696,0.89835864595187,0.0006603699845679,1
362,local,199,0.1,64,1,1024,256,1,false,true,145200.0,97.5835776,0.00097219240740432,0.0017684729938272,0
363,local,199,0.1,64,1,1024,256,1,false,true,145221.0,97.5979264,0.00083939313252568,0.0018240459104938,1
364,local,200,100.0,256,1,1024,256,1,false,true,5513184.0,12173.0904192,0.86691994561063,0.00078940162037037,0
365,local,200,100.0,256,1,1024,256,1,false,true,5504017.0,12152.8538688,0.86733891332585,0.00077745601851852,1
366,local,201,0.1,256,1,1024,256,1,false,true,145194.0,320.4535072,0.00084161008335581,0.0019345864197531,0
367,local,201,0.1,256,1,1024,256,1,false,true,145240.0,320.5534944,0.00070797945827528,0.0018440733024691,1
368,local,202,100.0,1024,1,1024,256,1,false,true,5329031.0,44507.726016,0.52758113770378,0.0011121358024691,0
369,local,202,100.0,1024,1,1024,256,1,false,true,5332854.0,44539.6420608,0.52645089441508,0.0011090520833333,1
370,local,203,0.1,1024,1,1024,256,1,false,true,145283.0,1212.7020288,0.00013282570514617,0.0018789699074074,0
371,local,203,0.1,1024,1,1024,256,1,false,true,145341.0,1213.1831808,0.00039615073535482,0.0019391269290123,1
372,local,204,100.0,64,4,1024,256,1,false,true,20932141.0,14066.4015968,0.59273763928604,0.00056623958333333,0
373,local,204,100.0,64,4,1024,256,1,false,true,20926964.0,14062.924368,0.59144138947929,0.00056814930555556,1
374,local,205,0.1,64,4,1024,256,1,false,true,145280.0,97.6379584,0.00032959743698424,0.0020057029320988,0
375,local,205,0.1,64,4,1024,256,1,false,true,145339.0,97.6773984,9.9756182131427e-05,0.0020130744598765,1
376,local,206,100.0,256,4,1024,256,1,false,true,20714689.0,45737.9484384,0.37238752236295,0.00074673572530864,0
377,local,206,100.0,256,4,1024,256,1,false,true,20605414.0,45496.6638432,0.37274973279159,0.00075641473765432,1
378,local,207,0.1,256,4,1024,256,1,false,true,145319.0,320.7280704,0.00016375046355832,0.0020544340277778,0
379,local,207,0.1,256,4,1024,256,1,false,true,145358.0,320.8163424,0.00010524606943763,0.0019705308641975,1
380,local,208,100.0,1024,4,1024,256,1,false,true,11017161.0,92014.5924192,3.1858371801974e-05,0.0009140536265432101,0
381,local,208,100.0,1024,4,1024,256,1,false,true,11070063.0,92456.4124992,3.0911241819753e-05,0.00090802893518519,1
382,local,209,0.1,1024,4,1024,256,1,false,true,145303.0,1212.862672,0.00013212003104823,0.002092231867284,0
383,local,209,0.1,1024,4,1024,256,1,false,true,145303.0,1212.8630016,0.00013211939464541,0.0020678858024691,1
384,local,210,100.0,64,16,1024,256,1,false,true,25958775.0,17538.1650144,0.48034964262133,0.0034007507716049,0
385,local,210,100.0,64,16,1024,256,1,false,true,26000257.0,17560.8103552,0.48391639251104,0.0032668599537036998,1
386,local,211,0.1,64,16,1024,256,1,false,true,145335.0,97.6742496,0.00027583815935461,0.0020136824845679,0
387,local,211,0.1,64,16,1024,256,1,false,true,145333.0,97.6730496,0.00020087725574147,0.0019852723765432,1
388,local,212,100.0,256,16,1024,256,1,false,true,23953177.0,52888.5080352,0.21173775822629,0.0051836566358025,0
389,local,212,100.0,256,16,1024,256,1,false,true,23865304.0,52694.51264,0.21915814233685,0.0049962955246914,1
390,local,213,0.1,256,16,1024,256,1,false,true,145307.0,320.703232,0.00023943476881816,0.0019399278549383,0
391,local,213,0.1,256,16,1024,256,1,false,true,145330.0,320.7532416,0.00017405542254878,0.0019900262345679,1
392,local,214,100.0,1024,16,1024,256,1,false,true,11118993.0,92865.076192,0.00013749353458914,0.0015515262345679,0
393,local,214,100.0,1024,16,1024,256,1,false,true,10848514.0,90606.036672,9.8003809954617e-05,0.0015733206018519,1
394,local,215,0.1,1024,16,1024,256,1,false,true,145311.0,1212.9350496,0.00020503420906337,0.0020778452932099,0
395,local,215,0.1,1024,16,1024,256,1,false,true,145291.0,1212.7542048,0.00017891845172224,0.0021225902777778,1
396,local,216,100.0,64,1,64,256,4,false,true,4560659.0,3064.763568,0.91371634643012,0.00058662731481481,0
397,local,216,100.0,64,1,64,256,4,false,true,4578265.0,3076.5931136,0.9130812932279,0.00059166666666667,1
398,local,217,0.1,64,1,64,256,4,false,true,145113.0,97.5253248,0.0012608674107069,0.00087304976851852,0
399,local,217,0.1,64,1,64,256,4,false,true,144994.0,97.44528,0.0012061762284777,0.00086942824074074,1
400,local,218,100.0,256,1,64,256,4,false,true,4584139.0,10121.7662784,0.8954469528694,0.00068941203703704,0
401,local,218,100.0,256,1,64,256,4,false,true,4574007.0,10099.3959616,0.89567136548223,0.0006944259259259299,1
402,local,219,0.1,256,1,64,256,4,false,true,145153.0,320.364144,0.0012941924404299,0.0011870625,0
403,local,219,0.1,256,1,64,256,4,false,true,145172.0,320.4058752,0.0012521120791665,0.0012005443672839999,1
404,local,220,100.0,1024,1,64,256,4,false,true,4563822.0,38116.7752992,0.61163808409314,0.00098371875,0
405,local,220,100.0,1024,1,64,256,4,false,true,4576224.0,38220.3283232,0.61069923905904,0.00098268865740741,1
406,local,221,0.1,1024,1,64,256,4,false,true,145191.0,1211.9181696,0.00069102269293742,0.0012598236882716,0
407,local,221,0.1,1024,1,64,256,4,false,true,145196.0,1211.9721408,0.00051352229485269,0.0012594756944444,1
408,local,222,100.0,64,4,64,256,4,false,true,10847969.0,7289.8379232,0.79372307456355,0.00079086304012346,0
409,local,222,100.0,64,4,64,256,4,false,true,10890859.0,7318.6599424,0.79232048937012,0.00079446527777778,1
410,local,223,0.1,64,4,64,256,4,false,true,145345.0,97.681104,2.4080006164495e-05,0.0010053047839506,0
411,local,223,0.1,64,4,64,256,4,false,true,145374.0,97.7007936,4.88369917514e-05,0.00098394367283951,1
412,local,224,100.0,256,4,64,256,4,false,true,10869836.0,24000.5648064,0.72960155252731,0.00094151427469136,0
413,local,224,100.0,256,4,64,256,4,false,true,10838727.0,23931.864752,0.72750579637344,0.0009358638117284,1
414,local,225,0.1,256,4,64,256,4,false,true,145340.0,320.7774816,6.1923083274351e-06,0.0006537893518518501,0
415,local,225,0.1,256,4,64,256,4,false,true,145321.0,320.7345216,9.6337058596019e-06,0.00062101041666667,1
416,local,226,100.0,1024,4,64,256,4,false,true,10730727.0,89622.3282656,0.060911140757352,0.0013319166666667,0
417,local,226,100.0,1024,4,64,256,4,false,true,10741899.0,89715.6486752,0.065696162703644,0.0013246570216048999,1
418,local,227,0.1,1024,4,64,256,4,false,true,145337.0,1213.1427936,3.3713516299105e-05,0.0011367484567900998,0
419,local,227,0.1,1024,4,64,256,4,false,true,145351.0,1213.2511488,3.3710338754545e-05,0.0011201913580247001,1
420,local,228,100.0,64,16,64,256,4,false,true,,,1.0,,0
421,local,228,100.0,64,16,64,256,4,false,true,,,1.0,,1
422,local,229,0.1,64,16,64,256,4,false,true,,,1.0,,0
423,local,229,0.1,64,16,64,256,4,false,true,,,1.0,,1
424,local,230,100.0,256,16,64,256,4,false,true,,0.0002848,1.0,,0
425,local,230,100.0,256,16,64,256,4,false,true,,,0.99999999775074,,1
426,local,231,0.1,256,16,64,256,4,false,true,,,1.0,,0
427,local,231,0.1,256,16,64,256,4,false,true,,,1.0,,1
428,local,232,100.0,1024,16,64,256,4,false,true,,,1.0,,0
429,local,232,100.0,1024,16,64,256,4,false,true,,,1.0,,1
430,local,233,0.1,1024,16,64,256,4,false,true,,,1.0,,0
431,local,233,0.1,1024,16,64,256,4,false,true,,,1.0,,1
432,local,234,100.0,64,1,256,256,4,false,true,5792172.0,3892.3402272,0.89204174018045,0.00050734992283951,0
433,local,234,100.0,64,1,256,256,4,false,true,5780023.0,3884.1737152,0.89206505098123,0.00051327854938272,1
434,local,235,0.1,64,1,256,256,4,false,true,145182.0,97.5718368,0.0012808800788064,0.0012547530864197999,0
435,local,235,0.1,64,1,256,256,4,false,true,145190.0,97.577136,0.0011701916885433,0.0012477361111110999,1
436,local,236,100.0,256,1,256,256,4,false,true,5829738.0,12872.0428,0.8649485850332,0.00062825848765432,0
437,local,236,100.0,256,1,256,256,4,false,true,5742862.0,12680.2228512,0.86644100324202,0.00063440817901235,1
438,local,237,0.1,256,1,256,256,4,false,true,145150.0,320.354256,0.001240622223996,0.0012650011574073998,0
439,local,237,0.1,256,1,256,256,4,false,true,145189.0,320.440368,0.0012808236893225,0.0012592638888889,1
440,local,238,100.0,1024,1,256,256,4,false,true,5712848.0,47713.3571808,0.51381202812112,0.00092295293209877,0
441,local,238,100.0,1024,1,256,256,4,false,true,5749348.0,48018.180576,0.51079384268955,0.00092342322530864,1
442,local,239,0.1,1024,1,256,256,4,false,true,145279.0,1212.6550368,0.00039150684724143,0.0012574537037037,0
443,local,239,0.1,1024,1,256,256,4,false,true,145286.0,1212.6968,0.00039217547995052,0.0012692472993827,1
444,local,240,100.0,64,4,256,256,4,false,true,17724403.0,11910.800416,0.65830145702367,0.00054956867283951,0
445,local,240,100.0,64,4,256,256,4,false,true,17655773.0,11864.6818304,0.65960345642419,0.0005510594135802499,1
446,local,241,0.1,64,4,256,256,4,false,true,145327.0,97.6691424,0.00019607047254355,0.0018017781635802001,0
447,local,241,0.1,64,4,256,256,4,false,true,145355.0,97.687824,0.00013757504718825,0.0017954984567900999,1
448,local,242,100.0,256,4,256,256,4,false,true,17675668.0,39027.77008,0.49579757110388,0.00072560570987654,0
449,local,242,100.0,256,4,256,256,4,false,true,17706928.0,39096.8254304,0.49638784023068,0.00071413040123457,1
450,local,243,0.1,256,4,256,256,4,false,true,145322.0,320.7349152,0.00023046880106004,0.0018775393518519,0
451,local,243,0.1,256,4,256,256,4,false,true,145349.0,320.7964224,0.00016921823924987,0.0018049502314815,1
452,local,244,100.0,1024,4,256,256,4,false,true,11156117.0,93175.1337952,0.0015516597843577,0.0006558070987654301,0
453,local,244,100.0,1024,4,256,256,4,false,true,11262061.0,94059.9988896,5.6416328281128e-05,0.00065089699074074,1
454,local,245,0.1,1024,4,256,256,4,false,true,145295.0,1212.7945152,0.00027660061966794,0.001807212962963,0
455,local,245,0.1,1024,4,256,256,4,false,true,145308.0,1212.9041472,0.00018646549493861,0.0018835516975308998,1
456,local,246,100.0,64,16,256,256,4,false,true,,,1.0,,0
457,local,246,100.0,64,16,256,256,4,false,true,,,1.0,,1
458,local,247,0.1,64,16,256,256,4,false,true,,,1.0,,0
459,local,247,0.1,64,16,256,256,4,false,true,,,1.0,,1
460,local,248,100.0,256,16,256,256,4,false,true,,0.0002848,0.99999999775058,,0
461,local,248,100.0,256,16,256,256,4,false,true,,,1.0,,1
462,local,249,0.1,256,16,256,256,4,false,true,,,1.0,,0
463,local,249,0.1,256,16,256,256,4,false,true,,,1.0,,1
464,local,250,100.0,1024,16,256,256,4,false,true,,,1.0,,0
465,local,250,100.0,1024,16,256,256,4,false,true,,,1.0,,1
466,local,251,0.1,1024,16,256,256,4,false,true,,,1.0,,0
467,local,251,0.1,1024,16,256,256,4,false,true,,,1.0,,1
468,local,252,100.0,64,1,1024,256,4,false,true,5433875.0,3651.5652256,0.89912377014778,0.00067775578703704,0
469,local,252,100.0,64,1,1024,256,4,false,true,5382804.0,3617.243216,0.89979353143089,0.0006822249228395099,1
470,local,253,0.1,64,1,1024,256,4,false,true,145168.0,97.5620736,0.00088370898994949,0.0018432743055556,0
471,local,253,0.1,64,1,1024,256,4,false,true,145233.0,97.6062432,0.00084069457057157,0.0018565339506173,1
472,local,254,100.0,256,1,1024,256,4,false,true,5489452.0,12120.6908064,0.86769703585666,0.00078910956790123,0
473,local,254,100.0,256,1,1024,256,4,false,true,5487972.0,12117.4280352,0.86784049434449,0.0007781925154321,1
474,local,255,0.1,256,1,1024,256,4,false,true,145232.0,320.5376928,0.00084139179825304,0.0018390451388889,0
475,local,255,0.1,256,1,1024,256,4,false,true,145233.0,320.5389696,0.00083932325778502,0.0018388804012346,1
476,local,256,100.0,1024,1,1024,256,4,false,true,5317515.0,44411.5310944,0.52771760148537,0.0011153398919753,0
477,local,256,100.0,1024,1,1024,256,4,false,true,5334641.0,44554.5573408,0.52851144253285,0.0011142399691358,1
478,local,257,0.1,1024,1,1024,256,4,false,true,145282.0,1212.685104,0.00019062654195878,0.0019688175154321,0
479,local,257,0.1,1024,1,1024,256,4,false,true,145322.0,1213.0228976,,0.0019275100308642,1
480,local,258,100.0,64,4,1024,256,4,false,true,20943438.0,14073.9934112,0.593000564379,0.00056986458333333,0
481,local,258,100.0,64,4,1024,256,4,false,true,20886576.0,14035.7805376,0.59451426673545,0.00057139313271605,1
482,local,259,0.1,64,4,1024,256,4,false,true,145322.0,97.665648,0.00027036026020633,0.0019602989969136,0
483,local,259,0.1,64,4,1024,256,4,false,true,145355.0,97.6882944,0.00013275992053663,0.0019371666666666999,1
484,local,260,100.0,256,4,1024,256,4,false,true,20590703.0,45464.1773856,0.37574164037229,0.0007487881944444401,0
485,local,260,100.0,256,4,1024,256,4,false,true,20622936.0,45535.3570464,0.36860778907327,0.00075296296296296,1
486,local,261,0.1,256,4,1024,256,4,false,true,145303.0,320.6923008,0.00018784782812131,0.0019978009259259,0
487,local,261,0.1,256,4,1024,256,4,false,true,145314.0,320.7178048,0.00023873606111646,0.0019219645061728,1
488,local,262,100.0,1024,4,1024,256,4,false,true,11056546.0,92343.5261408,0.00017770022665342,0.00090940509259259,0
489,local,262,100.0,1024,4,1024,256,4,false,true,11191027.0,93466.68648,2.8146758449532e-05,0.0008985887345679,1
490,local,263,0.1,1024,4,1024,256,4,false,true,145319.0,1212.9897312,0.00020433506823214,0.0020452920524691,0
491,local,263,0.1,1024,4,1024,256,4,false,true,145296.0,1212.8089344,0.00013212594079515,0.0020979375,1
492,local,264,100.0,64,16,1024,256,4,false,true,,0.0002848,0.99999999821379,,0
493,local,264,100.0,64,16,1024,256,4,false,true,,,1.0,,1
494,local,265,0.1,64,16,1024,256,4,false,true,,,1.0,,0
495,local,265,0.1,64,16,1024,256,4,false,true,,,1.0,,1
496,local,266,100.0,256,16,1024,256,4,false,true,,,1.0,,0
497,local,266,100.0,256,16,1024,256,4,false,true,,,1.0,,1
498,local,267,0.1,256,16,1024,256,4,false,true,,,1.0,,0
499,local,267,0.1,256,16,1024,256,4,false,true,,,1.0,,1
500,local,268,100.0,1024,16,1024,256,4,false,true,,0.0002848,0.99999999148985,,0
501,local,268,100.0,1024,16,1024,256,4,false,true,,,1.0,,1
502,local,269,0.1,1024,16,1024,256,4,false,true,,0.0002848,1.0,,0
503,local,269,0.1,1024,16,1024,256,4,false,true,,,0.99999931212476,,1
504,local,270,100.0,64,1,64,256,16,false,true,4526092.0,3041.5348704,0.91469325289599,0.00067114891975309,0
505,local,270,100.0,64,1,64,256,16,false,true,4533769.0,3046.6937376,0.9142355923895,0.00067067785493827,1
506,local,271,0.1,64,1,64,256,16,false,true,145153.0,97.5522048,0.0012055421912243,0.00080472106481481,0
507,local,271,0.1,64,1,64,256,16,false,true,145199.0,97.582992,0.0012546291965421,0.00081649537037037,1
508,local,272,100.0,256,1,64,256,16,false,true,4520464.0,9981.1728832,0.8972864633864,0.00074696141975309,0
509,local,272,100.0,256,1,64,256,16,false,true,4523892.0,9988.7378816,0.89732766084697,0.00075078086419753,1
510,local,273,0.1,256,1,64,256,16,false,true,145138.0,320.3282016,0.0015423520800427,0.0011713410493827,0
511,local,273,0.1,256,1,64,256,16,false,true,145160.0,320.3783872,0.0012542726457103,0.0011847550154321,1
512,local,274,100.0,1024,1,64,256,16,false,true,4534232.0,37869.6280896,0.61416846581694,0.0010222646604938,0
513,local,274,100.0,1024,1,64,256,16,false,true,4528520.0,37821.9101248,0.61468979764146,0.0010191396604938,1
514,local,275,0.1,1024,1,64,256,16,false,true,145232.0,1212.2631072,0.00062687555178464,0.0012377665895062,0
515,local,275,0.1,1024,1,64,256,16,false,true,145270.0,1212.5926944,0.00057445801434286,0.0012504421296296,1
516,local,276,100.0,64,4,64,256,16,false,true,,0.0002848,0.99999999821207,,0
517,local,276,100.0,64,4,64,256,16,false,true,,,1.0,,1
518,local,277,0.1,64,4,64,256,16,false,true,,0.0002848,1.0,,0
519,local,277,0.1,64,4,64,256,16,false,true,,,0.99999931199982,,1
520,local,278,100.0,256,4,64,256,16,false,true,,,1.0,,0
521,local,278,100.0,256,4,64,256,16,false,true,,,1.0,,1
522,local,279,0.1,256,4,64,256,16,false,true,,,1.0,,0
523,local,279,0.1,256,4,64,256,16,false,true,,,1.0,,1
524,local,280,100.0,1024,4,64,256,16,false,true,,0.0002848,0.99999999149079,,0
525,local,280,100.0,1024,4,64,256,16,false,true,,,1.0,,1
526,local,281,0.1,1024,4,64,256,16,false,true,,0.0002848,1.0,,0
527,local,281,0.1,1024,4,64,256,16,false,true,,,0.99999931193923,,1
528,local,282,100.0,64,16,64,256,16,false,true,,,1.0,,0
529,local,282,100.0,64,16,64,256,16,false,true,,,1.0,,1
530,local,283,0.1,64,16,64,256,16,false,true,,,1.0,,0
531,local,283,0.1,64,16,64,256,16,false,true,,,1.0,,1
532,local,284,100.0,256,16,64,256,16,false,true,,0.0002848,0.99999999775046,,0
533,local,284,100.0,256,16,64,256,16,false,true,,,1.0,,1
534,local,285,0.1,256,16,64,256,16,false,true,,0.0002848,1.0,,0
535,local,285,0.1,256,16,64,256,16,false,true,,,0.99999931209448,,1
536,local,286,100.0,1024,16,64,256,16,false,true,,,1.0,,0
537,local,286,100.0,1024,16,64,256,16,false,true,,,1.0,,1
538,local,287,0.1,1024,16,64,256,16,false,true,,,1.0,,0
539,local,287,0.1,1024,16,64,256,16,false,true,,,1.0,,1
