index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,LISTS_PER_CORE,MEMPOOL_GPU,PERSISTENT_KERNEL,TABLE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,run_index
259,local,137,0.1,64,4,1024,256,16,false,true,0,,,1.0,,1
260,local,138,100.0,1024,4,1024,256,16,false,true,0,,,1.0,,0
261,local,138,100.0,1024,4,1024,256,16,false,true,0,,,1.0,,1
262,local,139,0.1,1024,4,1024,256,16,false,true,0,,0.0002848,0.9999993120339,,0
263,local,139,0.1,1024,4,1024,256,16,false,true,0,,,1.0,,1
264,local,140,100.0,64,16,1024,256,16,false,true,0,,0.0002848,1.0,,0
265,local,140,100.0,64,16,1024,256,16,false,true,0,,,0.99999999820128,,1
266,local,141,0.1,64,16,1024,256,16,false,true,0,,,1.0,,0
267,local,141,0.1,64,16,1024,256,16,false,true,0,,,1.0,,1
268,local,142,100.0,1024,16,1024,256,16,false,true,0,,,1.0,,0
269,local,142,100.0,1024,16,1024,256,16,false,true,0,,,1.0,,1
270,local,143,0.1,1024,16,1024,256,16,false,true,0,,0.0002848,0.99999931193923,,0
271,local,143,0.1,1024,16,1024,256,16,false,true,0,,,1.0,,1
272,local,144,100.0,64,1,64,256,1,true,false,0,3281992.0,2205.4995936,0.93855913567274,0.0031468985339506,0
273,local,144,100.0,64,1,64,256,1,true,false,0,3276198.0,2201.6060992,0.93845506166397,0.0031763989197531,1
274,local,145,0.1,64,1,64,256,1,true,false,0,145156.0,97.5542304,0.0014604244242399,0.0007783861882716,0
275,local,145,0.1,64,1,64,256,1,true,false,0,145142.0,97.5446784,0.0015024683408457,0.00080778279320988,1
276,local,146,100.0,1024,1,64,256,1,true,false,0,3326565.0,27783.283488,0.71690139003983,0.001534981095679,0
277,local,146,100.0,1024,1,64,256,1,true,false,0,3324277.0,27764.1433152,0.71716336614461,0.0018778476080247,1
278,local,147,0.1,1024,1,64,256,1,true,false,0,145092.0,1211.0932768,0.0015022940436071,0.0012680825617284,0
279,local,147,0.1,1024,1,64,256,1,true,false,0,145148.0,1211.5670688,0.0015511757292933,0.0012768460648148,1
280,local,148,100.0,64,4,64,256,1,true,false,0,3821426.0,2567.9994336,0.92834620947524,0.010815857638888999,0
281,local,148,100.0,64,4,64,256,1,true,false,0,3855551.0,2590.9312096,0.92737720363661,0.010782353009259001,1
282,local,149,0.1,64,4,64,256,1,true,false,0,145325.0,97.667856,2.7523642809224e-05,0.0009334031635802499,0
283,local,149,0.1,64,4,64,256,1,true,false,0,145344.0,97.6807488,2.132812284994e-05,0.0009394413580246899,1
284,local,150,100.0,1024,4,64,256,1,true,false,0,4304657.0,35952.2343808,0.63367065601108,0.010865294753086,0
285,local,150,100.0,1024,4,64,256,1,true,false,0,4199768.0,35076.1944,0.64268723492633,0.010814986882716001,1
286,local,151,0.1,1024,4,64,256,1,true,false,0,145311.0,1212.9156832,4.4729643711161e-05,0.0011320922067901,0
287,local,151,0.1,1024,4,64,256,1,true,false,0,145291.0,1212.75504,4.542379367134e-05,0.0011145374228395,1
288,local,156,100.0,64,1,1024,256,1,true,false,0,4280338.0,2876.387664,0.92117870167877,0.0007835825617284,0
289,local,156,100.0,64,1,1024,256,1,true,false,0,4294379.0,2885.8211648,0.92087195489093,0.00073086111111111,1
290,local,157,0.1,64,1,1024,256,1,true,false,0,145182.0,97.5718368,0.00092831214409828,0.0019203680555556,0
291,local,157,0.1,64,1,1024,256,1,true,false,0,145227.0,97.6022272,0.0010599690744909,0.0019358167438272,1
292,local,158,100.0,1024,1,1024,256,1,true,false,0,4222080.0,35262.5282208,0.63183323267219,0.0012664953703704,0
293,local,158,100.0,1024,1,1024,256,1,true,false,0,4249450.0,35491.1271648,0.62785315664308,0.0012683962191358,1
294,local,159,0.1,1024,1,1024,256,1,true,false,0,145131.0,1211.415664,0.0010166637871518,0.0019070227623457,0
295,local,159,0.1,1024,1,1024,256,1,true,false,0,145207.0,1212.0553632,0.00097420824939731,0.0019729255401235,1
296,local,160,100.0,64,4,1024,256,1,true,false,0,12948688.0,8701.5186656,0.75398196865005,0.00095377353395062,0
297,local,160,100.0,64,4,1024,256,1,true,false,0,12986861.0,8727.1725952,0.75283342559245,0.00095641358024691,1
298,local,161,0.1,64,4,1024,256,1,true,false,0,145285.0,97.640976,0.00034059195569969,0.0020056570216049,0
299,local,161,0.1,64,4,1024,256,1,true,false,0,145332.0,97.6726528,0.0002008783612728,0.0021971273148147998,1
300,local,162,100.0,1024,4,1024,256,1,true,false,0,6671220.0,55717.613616,0.42374931500693,0.0020731195987654,0
301,local,162,100.0,1024,4,1024,256,1,true,false,0,6649141.0,55533.2140832,0.42578139846466,0.0020873140432099,1
302,local,163,0.1,1024,4,1024,256,1,true,false,0,145268.0,1212.559888,0.00038190552276673,0.0021241149691358,0
303,local,163,0.1,1024,4,1024,256,1,true,false,0,145308.0,1212.8986944,0.00010321770885591,0.0022655154320988,1
304,local,168,100.0,64,1,64,256,4,true,false,0,3248563.0,2183.0351776,0.93944920811033,0.010699940972222,0
305,local,168,100.0,64,1,64,256,4,true,false,0,3242825.0,2179.1792064,0.93959397093353,0.010637581404320999,1
306,local,169,0.1,64,1,64,256,4,true,false,0,145096.0,97.5141024,0.001513246584873,0.0008009587191358,0
307,local,169,0.1,64,1,64,256,4,true,false,0,145149.0,97.5498016,0.0014522484741416,0.00078963155864198,1
308,local,170,100.0,1024,1,64,256,4,true,false,0,3127404.0,26119.8914976,0.73386906631746,0.0080117349537037,0
309,local,170,100.0,1024,1,64,256,4,true,false,0,3123533.0,26087.5489152,0.73425664652753,0.008755587191358,1
310,local,171,0.1,1024,1,64,256,4,true,false,0,145104.0,1211.2009536,0.0015014818703978,0.0012540667438272,0
311,local,171,0.1,1024,1,64,256,4,true,false,0,145117.0,1211.297616,0.0015102861149318,0.0012622646604938,1
312,local,172,100.0,64,4,64,256,4,true,false,0,3226924.0,2168.4937312,0.93950347248559,0.011864238040123,0
313,local,172,100.0,64,4,64,256,4,true,false,0,3253694.0,2186.4834144,0.93895643585509,0.013084572145062,1
314,local,173,0.1,64,4,64,256,4,true,false,0,145332.0,97.6722912,1.9953872152145e-05,0.0009517291666666701,0
315,local,173,0.1,64,4,64,256,4,true,false,0,145352.0,97.6862272,1.7887216969159e-05,0.0010089930555556,1
316,local,174,100.0,1024,4,64,256,4,true,false,0,4561916.0,38100.8393824,0.61177676007672,0.013590997299383,0
317,local,174,100.0,1024,4,64,256,4,true,false,0,4615232.0,38546.12136,0.60729843413474,0.013581610725309,1
318,local,175,0.1,1024,4,64,256,4,true,false,0,145318.0,1212.9849408,3.1653604967152e-05,0.0011435281635802,0
319,local,175,0.1,1024,4,64,256,4,true,false,0,145314.0,1212.9446304,2.1332599308366e-05,0.0011231014660493999,1
320,local,180,100.0,64,1,1024,256,4,true,false,0,4285342.0,2879.7508224,0.92104158531583,0.0009022638888888901,0
321,local,180,100.0,64,1,1024,256,4,true,false,0,4290419.0,2883.1604064,0.92093045234719,0.00086094984567901,1
322,local,181,0.1,64,1,1024,256,4,true,false,0,145178.0,97.5691488,0.0010438291257914,0.0019703888888889,0
323,local,181,0.1,64,1,1024,256,4,true,false,0,145220.0,97.5971712,0.00097137070588105,0.0019468263888889,1
324,local,182,100.0,1024,1,1024,256,4,true,false,0,4207765.0,35142.9669888,0.6321260941296,0.0012854517746914,0
325,local,182,100.0,1024,1,1024,256,4,true,false,0,4230820.0,35335.5308224,0.62875709099889,0.0012835582561728,1
326,local,183,0.1,1024,1,1024,256,4,true,false,0,145182.0,1211.840496,0.00093106473755744,0.001978513117284,0
327,local,183,0.1,1024,1,1024,256,4,true,false,0,145168.0,1211.7321408,0.001020528940907,0.0019083287037037,1
328,local,184,100.0,64,4,1024,256,4,true,false,0,13067587.0,8781.4209792,0.75162850123884,0.0010834290123456999,0
329,local,184,100.0,64,4,1024,256,4,true,false,0,13058553.0,8775.3502656,0.75153987853277,0.0012153977623456998,1
330,local,185,0.1,64,4,1024,256,4,true,false,0,145311.0,97.6587264,0.0002586868203881,0.0020178657407407,0
331,local,185,0.1,64,4,1024,256,4,true,false,0,145333.0,97.6733088,0.00019812551251219,0.0020846172839506,1
332,local,186,100.0,1024,4,1024,256,4,true,false,0,6701592.0,55971.3011136,0.42216156763107,0.0020919228395062,0
333,local,186,100.0,1024,4,1024,256,4,true,false,0,6708298.0,56027.261216,0.42088079369366,0.0020691847993827,1
334,local,187,0.1,1024,4,1024,256,4,true,false,0,145310.0,1212.9164544,0.00022016990236151,0.0023696195987654,0
335,local,187,0.1,1024,4,1024,256,4,true,false,0,145316.0,1212.9768096,0.00021465723642566,0.0021941392746913997,1
336,local,192,100.0,64,1,64,256,16,true,false,0,3241673.0,2178.4050816,0.9396288556977,0.010562403935185,0
337,local,192,100.0,64,1,64,256,16,true,false,0,3279554.0,2203.8609312,0.93888301339632,,1
338,local,193,0.1,64,1,64,256,16,true,false,0,145116.0,97.5275584,0.0014656349880788,0.0007947912808641999,0
339,local,193,0.1,64,1,64,256,16,true,false,0,145136.0,97.5409152,0.0014530643696508,0.00077393904320988,1
340,local,194,100.0,1024,1,64,256,16,true,false,0,3108558.0,25962.4897056,0.73543830303456,0.0091175223765432,0
341,local,194,100.0,1024,1,64,256,16,true,false,0,3101551.0,25903.9731552,0.73609053481625,0.008878300925925899,1
342,local,195,0.1,1024,1,64,256,16,true,false,0,145143.0,1211.5197792,0.0014591770956666,0.0012620956790123001,0
343,local,195,0.1,1024,1,64,256,16,true,false,0,145111.0,1211.2525152,0.0015041587995354,0.0012762121913579999,1
344,local,196,100.0,64,4,64,256,16,true,false,0,3137461.0,2108.3745024,0.94130712664326,0.014080966820988,0
345,local,196,100.0,64,4,64,256,16,true,false,0,3167802.0,2128.7636832,0.9406226619239,0.013987282021605001,1
346,local,197,0.1,64,4,64,256,16,true,false,0,145325.0,97.6680736,2.1330940598197e-05,0.00095501543209877,0
347,local,198,100.0,1024,4,64,256,16,true,false,0,4513664.0,37697.804944,0.61588310178909,0.013907864197531001,0
348,local,198,100.0,1024,4,64,256,16,true,false,0,4494582.0,37538.497152,0.61757477165794,0.013934135030863999,1
349,local,199,0.1,1024,4,64,256,16,true,false,0,145330.0,1213.0937376,2.9586796307268e-05,0.0011661689814815,0
350,local,199,0.1,1024,4,64,256,16,true,false,0,145328.0,1213.064064,1.1697483802475e-05,0.0011089834104938,1
351,local,202,100.0,1024,16,64,256,16,true,false,0,819279.0,6842.6243392,0.93027140929459,,0
352,local,204,100.0,64,1,1024,256,16,true,false,0,4193649.0,2818.132512,0.92113422928471,0.00082083410493827,0
353,local,204,100.0,64,1,1024,256,16,true,false,0,4183860.0,2811.5547168,0.92217227146514,0.00092505787037037,1
354,local,205,0.1,64,1,1024,256,16,true,false,0,145202.0,97.5852672,0.00091099747342693,0.0019430856481481,0
355,local,205,0.1,64,1,1024,256,16,true,false,0,145214.0,97.5933408,0.00092879512568322,0.0018963402777778002,1
356,local,206,100.0,1024,1,1024,256,16,true,false,0,4130997.0,34501.8042144,0.63795258269386,0.0013004895833333,0
357,local,206,100.0,1024,1,1024,256,16,true,false,0,4114181.0,34361.3688736,0.63961683833427,0.0013339066358025,1
358,local,207,0.1,1024,1,1024,256,16,true,false,0,145156.0,1211.6241792,0.00097729980323236,0.0020421547067901,0
359,local,207,0.1,1024,1,1024,256,16,true,false,0,145213.0,1212.1047168,0.00093292823882962,0.0020280061728395003,1
360,local,208,100.0,64,4,1024,256,16,true,false,0,11981768.0,8051.7511264,0.7732063182912,0.0012498580246914,0
361,local,208,100.0,64,4,1024,256,16,true,false,0,11886446.0,7987.6940736,0.77476861460541,0.0011444494598765,1
362,local,209,0.1,64,4,1024,256,16,true,false,0,145318.0,97.6627488,0.00024973444216347,0.0025271122685185,0
363,local,210,100.0,1024,4,1024,256,16,true,false,0,6892233.0,57563.4955296,0.4064250898488,0.0025896060956790003,0
364,local,211,0.1,1024,4,1024,256,16,true,false,0,145306.0,1212.8858496,0.00020091485063489,0.0021636890432099,0
365,local,216,100.0,64,1,64,256,1,false,false,0,2714755.0,1824.315888,0.94858363512979,0.0037654749228394997,0
366,local,216,100.0,64,1,64,256,1,false,false,0,2713452.0,1823.440608,0.94936813703924,,1
367,local,217,0.1,64,1,64,256,1,false,false,0,145142.0,97.5444864,0.0014667517914736,0.00078356597222222,0
368,local,217,0.1,64,1,64,256,1,false,false,0,145136.0,97.5409152,0.0014530643696508,0.0008040293209876499,1
369,local,218,100.0,1024,1,64,256,1,false,false,0,2758564.0,23039.350128,0.76526278738661,0.0043143217592593,0
370,local,218,100.0,1024,1,64,256,1,false,false,0,2775869.0,23183.8832128,0.76385945641905,0.0043096014660494,1
371,local,219,0.1,1024,1,64,256,1,false,false,0,145110.0,1211.244384,0.0015096728468755,0.0012641006944444,0
372,local,219,0.1,1024,1,64,256,1,false,false,0,145123.0,1211.3521248,0.0015095388544568,0.0012623032407407,1
373,local,220,100.0,64,4,64,256,1,false,false,0,3145757.0,2113.9498464,0.9412506115608,0.013519863040123,0
374,local,220,100.0,64,4,64,256,1,false,false,0,3172721.0,2132.0689952,0.94063326362023,0.013373600694444,1
375,local,221,0.1,64,4,64,256,1,false,false,0,145346.0,97.6820352,8.2560475548332e-06,0.00099423263888889,0
376,local,221,0.1,64,4,64,256,1,false,false,0,145347.0,97.6826496,1.4447924177263e-05,0.00092822415123457,1
377,local,222,100.0,1024,4,64,256,1,false,false,0,3441931.0,28746.7920736,0.70711174617443,0.01427815007716,0
378,local,222,100.0,1024,4,64,256,1,false,false,0,3471204.0,28991.2685024,0.70464454489814,0.01408159375,1
379,local,223,0.1,1024,4,64,256,1,false,false,0,145313.0,1212.9406752,2.40853253618e-05,0.0011282341820988,0
380,local,223,0.1,1024,4,64,256,1,false,false,0,144889.0,1209.4110336,2.4845903635162e-05,0.0011387515432099002,1
381,local,224,100.0,64,16,64,256,1,false,false,0,2601492.0,1748.202864,0.95145560767885,0.028699655092593,0
382,local,224,100.0,64,16,64,256,1,false,false,0,2617266.0,1758.8040576,0.95113451453218,,1
383,local,225,0.1,64,16,64,256,1,false,false,0,145300.0,97.650864,0.00016308397999232,0.0015799000771605,0
384,local,225,0.1,64,16,64,256,1,false,false,0,145341.0,97.6786176,9.9755084069453e-05,0.0015760636574074,1
385,local,226,100.0,1024,16,64,256,1,false,false,0,3285973.0,27444.26448,0.72036079404673,0.016312788966049,0
386,local,226,100.0,1024,16,64,256,1,false,false,0,3296857.0,27535.140288,0.71948546906516,0.01531731712963,1
387,local,227,0.1,1024,16,64,256,1,false,false,0,145310.0,1212.924192,0.00012523335032932,0.0016147380401235001,0
388,local,227,0.1,1024,16,64,256,1,false,false,0,145315.0,1212.9626112,0.00013761300608039,0.0016176616512346,1
389,local,228,100.0,64,1,1024,256,1,false,false,0,3520153.0,2365.5437376,0.93488226099021,0.0009913263888888901,0
390,local,228,100.0,64,1,1024,256,1,false,false,0,3521426.0,2366.3952672,0.93461736114644,0.00099934992283951,1
391,local,229,0.1,64,1,1024,256,1,false,false,0,145169.0,97.5632352,0.0010603899289794,0.0019714043209877,0
392,local,229,0.1,64,1,1024,256,1,false,false,0,145192.0,97.5782208,0.00095093727873674,0.0019572303240741,1
393,local,230,100.0,1024,1,1024,256,1,false,false,0,3484758.0,29104.470768,0.69343159838538,0.0014479266975309,0
394,local,230,100.0,1024,1,1024,256,1,false,false,0,3483629.0,29095.0480192,0.69429984302507,0.0014471828703704,1
395,local,231,0.1,1024,1,1024,256,1,false,false,0,145194.0,1211.9509632,0.0009715424750526,0.0019946134259259,0
396,local,231,0.1,1024,1,1024,256,1,false,false,0,145231.0,1212.2669664,0.00097472993721004,0.0020103757716048998,1
397,local,232,100.0,64,4,1024,256,1,false,false,0,7420908.0,4986.8517792,0.86138729854076,0.0085844776234568,0
398,local,232,100.0,64,4,1024,256,1,false,false,0,7445562.0,5003.4194976,0.86036218171813,0.008344900848765399,1
399,local,233,0.1,64,4,1024,256,1,false,false,0,145303.0,97.6533504,0.00026970664586068,0.0021084741512346,0
400,local,233,0.1,64,4,1024,256,1,false,false,0,145332.0,97.6728384,0.00020294106316354,0.0019646076388889,1
401,local,234,100.0,1024,4,1024,256,1,false,false,0,7207104.0,60193.2825792,0.35415425441955,0.0087484212962963,0
402,local,234,100.0,1024,4,1024,256,1,false,false,0,7235341.0,60429.108336,0.35553642515035,0.008741002314814799,1
403,local,235,0.1,1024,4,1024,256,1,false,false,0,145299.0,1212.829056,0.00020367607796945,0.0022043125,0
404,local,235,0.1,1024,4,1024,256,1,false,false,0,145277.0,1212.6372768,0.00027457119755014,0.0022184016203704,1
405,local,236,100.0,64,16,1024,256,1,false,false,0,6716666.0,4513.601872,0.87291165164758,0.0092288954475309,0
406,local,236,100.0,64,16,1024,256,1,false,false,0,6730030.0,4522.5816768,0.87240377108147,0.0091437627314815,1
407,local,237,0.1,64,16,1024,256,1,false,false,0,145280.0,97.6376928,0.0002098944953276,0.0022774409722222,0
408,local,237,0.1,64,16,1024,256,1,false,false,0,145380.0,97.7046144,0.00017330831824913,0.0020915609567901,1
409,local,238,100.0,1024,16,1024,256,1,false,false,0,6632011.0,55390.2350976,0.41053628905283,0.006177706404321,0
410,local,238,100.0,1024,16,1024,256,1,false,false,0,6636751.0,55429.881152,0.41305705776839,0.0061810914351852,1
411,local,239,0.1,1024,16,1024,256,1,false,false,0,145278.0,1212.6544224,0.00021609033401782,0.0022201581790123,0
412,local,239,0.1,1024,16,1024,256,1,false,false,0,145348.0,1213.2294336,0.0001836626879963,0.0023685131172840003,1
413,local,240,100.0,64,1,64,256,4,false,false,0,2695206.0,1811.1793216,0.94972717883172,0.012507877314815,0
414,local,240,100.0,64,1,64,256,4,false,false,0,2688268.0,1806.5169792,0.94972648255992,0.01286247183642,1
415,local,241,0.1,64,1,64,256,4,false,false,0,145104.0,97.5194112,0.0014973603518796,0.00080886805555556,0
416,local,241,0.1,64,1,64,256,4,false,false,0,145156.0,97.554432,0.0014528644543503,0.0007785173611111099,1
417,local,242,100.0,1024,1,64,256,4,false,false,0,2735273.0,22844.8275648,0.7672193877551,0.013627752314814999,0
418,local,242,100.0,1024,1,64,256,4,false,false,0,2748554.0,22955.7438848,0.76613739343614,0.013794310956789999,1
419,local,243,0.1,1024,1,64,256,4,false,false,0,145116.0,1211.3064096,0.0015020459613679,0.0012551064814815,0
420,local,243,0.1,1024,1,64,256,4,false,false,0,145137.0,1211.4654912,0.0015038949227379,0.0012564143518519,1
421,local,244,100.0,64,4,64,256,4,false,false,0,2659473.0,1787.1669664,0.95049883375993,0.01608143441358,0
422,local,244,100.0,64,4,64,256,4,false,false,0,2670158.0,1794.3469248,0.94999586713205,0.01709533912037,1
423,local,245,0.1,64,4,64,256,4,false,false,0,145332.0,97.6724928,2.40821269335e-05,0.0010744953703704,0
424,local,245,0.1,64,4,64,256,4,false,false,0,145322.0,97.6660512,7.5692986494236e-06,0.00097361959876543,1
425,local,246,100.0,1024,4,64,256,4,false,false,0,3601900.0,30082.8347552,0.69349766864127,0.017592985725309002,0
426,local,246,100.0,1024,4,64,256,4,false,false,0,3649445.0,30479.9290848,0.68947820942647,0.01727971720679,1
427,local,247,0.1,1024,4,64,256,4,false,false,0,145325.0,1213.0417344,2.8899844835339e-05,0.001124930941358,0
428,local,247,0.1,1024,4,64,256,4,false,false,0,145296.0,1212.797856,5.4368771678637e-05,0.0011643067129630002,1
429,local,248,100.0,64,16,64,256,4,false,false,0,2591686.0,1741.613472,0.95173576577421,0.028908966435185,0
430,local,249,0.1,64,16,64,256,4,false,false,0,145309.0,97.656624,0.00017958497293491,0.0015926527777778,0
431,local,250,100.0,1024,16,64,256,4,false,false,0,3325642.0,27775.5470592,0.71697380861721,0.015726,0
432,local,251,0.1,1024,16,64,256,4,false,false,0,145288.0,1212.7335456,0.00019543507701791,0.0016301195987654,0
433,local,252,100.0,64,1,1024,256,4,false,false,0,3518838.0,2364.6595872,0.93511645972778,0.0011195655864198,0
434,local,252,100.0,64,1,1024,256,4,false,false,0,3532422.0,2373.7887232,0.93435808193426,0.0010256481481481,1
435,local,253,0.1,64,1,1024,256,4,false,false,0,145206.0,97.5879552,0.00092747018059525,0.0020039911265432,0
436,local,253,0.1,64,1,1024,256,4,false,false,0,145207.0,97.5885696,0.00097145624869277,0.0020322797067901,1
437,local,254,100.0,1024,1,1024,256,4,false,false,0,3471053.0,28990.0119936,0.69532564846603,0.0014511994598765,0
438,local,254,100.0,1024,1,1024,256,4,false,false,0,3452344.0,28833.7677024,0.6970467926612,0.0014538329475308998,1
439,local,255,0.1,1024,1,1024,256,4,false,false,0,145200.0,1211.9966784,0.00093438202463658,0.0020779008487654,0
440,local,255,0.1,1024,1,1024,256,4,false,false,0,145161.0,1211.6761824,0.001066635103443,0.0020349274691358,1
441,local,256,100.0,64,4,1024,256,4,false,false,0,7392585.0,4967.8185792,0.86184291830342,0.0085206211419753,0
442,local,256,100.0,64,4,1024,256,4,false,false,0,7427561.0,4991.3226784,0.86093955283898,0.0084402299382716,1
443,local,257,0.1,64,4,1024,256,4,false,false,0,145305.0,97.6540128,0.00021329883855337,0.0020197060185185,0
444,local,257,0.1,64,4,1024,256,4,false,false,0,145338.0,97.675184,0.00016304089849983,0.0020304587191358,1
445,local,258,100.0,1024,4,1024,256,4,false,false,0,7208346.0,60203.6270208,0.35512987625915,0.008698762345679,0
446,local,258,100.0,1024,4,1024,256,4,false,false,0,7208709.0,60206.7052128,0.35445908385112,0.008745277006172801,1
447,local,259,0.1,1024,4,1024,256,4,false,false,0,145338.0,1213.1556192,0.00037484662239118,0.0021471288580247002,0
448,local,259,0.1,1024,4,1024,256,4,false,false,0,145292.0,1212.7600512,0.0003054975102641,0.0021461925154321,1
449,local,260,100.0,64,16,1024,256,4,false,false,0,6623728.0,4451.1467424,0.87475588167454,0.0092690721450617,0
450,local,261,0.1,64,16,1024,256,4,false,false,0,145292.0,97.6461088,0.00029655419166619,0.0022890019290123,0
451,local,262,100.0,1024,16,1024,256,4,false,false,0,6632088.0,55390.8611904,0.41109380556302,0.006159462191358001,0
452,local,263,0.1,1024,16,1024,256,4,false,false,0,145243.0,1212.349968,0.00033518730225157,0.0021448777006173,0
453,local,264,100.0,64,1,64,256,16,false,false,0,2712143.0,1822.560672,0.94959202521183,0.012683775848765,0
454,local,264,100.0,64,1,64,256,16,false,false,0,2702432.0,1816.0345344,0.94955517191301,,1
455,local,265,0.1,64,1,64,256,16,false,false,0,145144.0,97.5465856,0.0014529853965336,0.00081944791666667,0
456,local,265,0.1,64,1,64,256,16,false,false,0,145106.0,97.5205056,0.0014987201012909,0.0007858348765432101,1
457,local,266,100.0,1024,1,64,256,16,false,false,0,2757899.0,23033.7915424,0.76528034067898,0.013353757716049,0
458,local,266,100.0,1024,1,64,256,16,false,false,0,2760546.0,23055.890192,0.76511468615076,0.013654183256173002,1
459,local,267,0.1,1024,1,64,256,16,false,false,0,145116.0,1211.2909344,0.0015157905745762,0.0012859679783951,0
460,local,267,0.1,1024,1,64,256,16,false,false,0,145115.0,1211.292288,0.0015137420253318,0.001296387345679,1
461,local,268,100.0,64,4,64,256,16,false,false,0,2642883.0,1776.018384,0.95071505451577,0.015605810185185,0
462,local,269,0.1,64,4,64,256,16,false,false,0,145306.0,97.6551552,2.4774568630037e-05,0.0009755833333333299,0
463,local,269,0.1,64,4,64,256,16,false,false,0,145356.0,97.6889056,2.8205678559878e-05,0.0011079332561728,1
464,local,270,100.0,1024,4,64,256,16,false,false,0,3583168.0,29926.3792768,0.69505844079024,0.017616523533951,0
465,local,271,0.1,1024,4,64,256,16,false,false,0,145337.0,1213.1436288,3.3025485354221e-05,0.0011046180555556,0
466,local,271,0.1,1024,4,64,256,16,false,false,0,145342.0,1213.1853888,4.3344011096069e-05,0.0011794452160494,1
467,local,272,100.0,64,16,64,256,16,false,false,0,1484190.0,997.3767552,0.97283672119433,0.025308949459877,0
468,local,273,0.1,64,16,64,256,16,false,false,0,79950.0,53.7315744,0.44996935108929,0.2123679537037,0
469,local,274,100.0,1024,16,64,256,16,false,false,0,1979830.0,16535.4366432,0.83154991245206,0.015699851080247,0
470,local,276,100.0,64,1,1024,256,16,false,false,0,3488297.0,2344.1360832,0.93592055231072,0.0009477075617284,0
471,local,276,100.0,64,1,1024,256,16,false,false,0,3488293.0,2344.1337312,0.93527204818576,0.0009328348765432101,1
472,local,277,0.1,64,1,1024,256,16,false,false,0,145217.0,97.5952224,0.00095283369990484,0.0019646689814815,0
473,local,277,0.1,64,1,1024,256,16,false,false,0,145251.0,97.6180608,0.0007952275341343,0.001992112654321,1
474,local,278,100.0,1024,1,1024,256,16,false,false,0,3458714.0,28886.9348256,0.696027902002,0.0014910945216049,0
475,local,278,100.0,1024,1,1024,256,16,false,false,0,3442364.0,28750.4142816,0.69751830367588,0.0014526114969135998,1
476,local,279,0.1,1024,1,1024,256,16,false,false,0,145206.0,1212.051472,0.00097627292160163,0.0020100196759259,0
477,local,279,0.1,1024,1,1024,256,16,false,false,0,145150.0,1211.5765728,0.0013684257599785,0.0020434425154321,1
478,local,280,100.0,64,4,1024,256,16,false,false,0,7406642.0,4977.2648448,0.86154217980905,0.0084672010030864,0
479,local,281,0.1,64,4,1024,256,16,false,false,0,145301.0,97.6518528,0.00018440954883658,0.0021794560185185,0
480,local,281,0.1,64,4,1024,256,16,false,false,0,145351.0,97.6850016,0.00016027581197242,0.0022914826388889,1
481,local,282,100.0,1024,4,1024,256,16,false,false,0,7192603.0,60072.1246848,0.34645427193532,0.008691615740740701,0
482,local,282,100.0,1024,4,1024,256,16,false,false,0,7227369.0,60362.525472,0.34981504862639,0.0086511435185185,1
483,local,283,0.1,1024,4,1024,256,16,false,false,0,145294.0,1212.7767552,0.00020368294547557,0.0021230092592593,0
484,local,283,0.1,1024,4,1024,256,16,false,false,0,145284.0,1212.7031488,0.0004396345322949,0.0021891755401235,1
485,local,284,100.0,64,16,1024,256,16,false,false,0,4007289.0,2692.898784,0.92629846452728,0.008880275462963,0
486,local,286,100.0,1024,16,1024,256,16,false,false,0,3975662.0,33204.5095264,0.65195537895557,0.0061347997685185,0
487,local,287,0.1,1024,16,1024,256,16,false,false,0,94375.0,787.753056,0.35064371215254,0.14339929398148,0
488,local,289,0.1,64,1,64,256,1,true,true,3,31236.0,20.9964672,0.78507630901211,0.24219815007716,0
489,local,289,0.1,64,1,64,256,1,true,true,3,30817.0,20.7151936,0.78797554572174,0.24144323533950998,1
490,local,290,100.0,1024,1,64,256,1,true,true,3,19239.0,160.6843584,0.99836264878768,,0
491,local,290,100.0,1024,1,64,256,1,true,true,3,19208.0,160.4303808,0.99836565890722,,1
492,local,291,0.1,1024,1,64,256,1,true,true,3,31477.0,262.246944,0.78340616822417,0.24321597608025,0
493,local,291,0.1,1024,1,64,256,1,true,true,3,31287.0,260.6485344,0.78473640321666,0.24199582600309003,1
494,local,292,100.0,64,4,64,256,1,true,true,3,153914.0,103.4310016,0.99722302355578,,0
495,local,292,100.0,64,4,64,256,1,true,true,3,153650.0,103.2532224,0.99722488343192,,1
496,local,293,0.1,64,4,64,256,1,true,true,3,126997.0,85.3506048,0.12613613140419,0.22823654050926,0
497,local,293,0.1,64,4,64,256,1,true,true,3,127762.0,85.8648448,0.12111539752684,0.22489527662036998,1
498,local,294,100.0,1024,4,64,256,1,true,true,3,69739.0,582.4555776,0.99406579063127,,0
499,local,294,100.0,1024,4,64,256,1,true,true,3,69646.0,581.6788416,0.99407464978191,,1
500,local,295,0.1,1024,4,64,256,1,true,true,3,105387.0,879.5234688,0.2749074431466,0.23883989467593,0
501,local,295,0.1,1024,4,64,256,1,true,true,3,106189.0,886.21176,0.26951950454259,0.23956040509259,1
