index,build,test_index,RATE,SIZE,NTHREADS,BATCH,CAPACITY,LISTS_PER_CORE,MEMPOOL_GPU,PERSISTENT_KERNEL,TABLE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,run_index
502,local,300,100.0,64,1,1024,256,1,true,true,3,282313.0,189.7150624,0.99496155971733,,0
503,local,300,100.0,64,1,1024,256,1,true,true,3,282214.0,189.6481344,0.99496862733736,,1
504,local,301,0.1,64,1,1024,256,1,true,true,3,145162.0,97.5583872,0.0011037474427672,0.0034650451388889,0
505,local,301,0.1,64,1,1024,256,1,true,true,3,145209.0,97.589568,0.00095494950050912,0.0035329888117284,1
506,local,302,100.0,1024,1,1024,256,1,true,true,3,255194.0,2131.37256,0.97817744835847,,0
507,local,302,100.0,1024,1,1024,256,1,true,true,3,255322.0,2132.436736,0.9781718380812,,1
508,local,303,0.1,1024,1,1024,256,1,true,true,3,145284.0,1212.7026432,0.00026423878929094,0.0035479502314815,0
509,local,303,0.1,1024,1,1024,256,1,true,true,3,145304.0,1212.863616,0.00052895276981402,0.0036490451388889,1
510,local,304,100.0,64,4,1024,256,1,true,true,3,989568.0,664.990144,0.98206720710905,,0
511,local,304,100.0,64,4,1024,256,1,true,true,3,898955.0,604.09848,0.98365521545001,,1
512,local,305,0.1,64,4,1024,256,1,true,true,3,145313.0,97.659792,0.00019746488118044,0.0031824807098765,0
513,local,305,0.1,64,4,1024,256,1,true,true,3,145303.0,97.6529472,0.00023049908901251,0.0031260601851852,1
514,local,306,100.0,1024,4,1024,256,1,true,true,3,922003.0,7700.5065696,0.920278670095,0.030274499228395,0
515,local,306,100.0,1024,4,1024,256,1,true,true,3,957217.0,7994.6307136,0.91722350611936,0.029674110725309,1
516,local,307,0.1,1024,4,1024,256,1,true,true,3,145325.0,1213.0365024,0.00016580724391901,0.0033108765432098997,0
517,local,307,0.1,1024,4,1024,256,1,true,true,3,145321.0,1213.0005888,0.00019607897097751,0.0032705644290123,1
518,local,312,100.0,64,1,64,256,4,true,true,3,131488.0,88.3599648,0.99765600497919,,0
519,local,312,100.0,64,1,64,256,4,true,true,3,131125.0,88.116432,0.99765509068488,,1
520,local,313,0.1,64,1,64,256,4,true,true,3,132380.0,88.967824,0.089103038268211,0.21018428587963,0
521,local,313,0.1,64,1,64,256,4,true,true,3,132402.0,88.982416,0.089026816823263,0.21133723804012,1
522,local,314,100.0,1024,1,64,256,4,true,true,3,71122.0,594.0137568,0.99394767644955,,0
523,local,314,100.0,1024,1,64,256,4,true,true,3,70824.0,591.5178592,0.99397392231264,,1
524,local,315,0.1,1024,1,64,256,4,true,true,3,139432.0,1163.8508544,0.040529883899523,0.16493071875,0
525,local,315,0.1,1024,1,64,256,4,true,true,3,139408.0,1163.6559456,0.040988613662504,0.16036121141975002,1
526,local,316,100.0,64,4,64,256,4,true,true,3,479622.0,322.3065696,0.99131476756469,,0
527,local,316,100.0,64,4,64,256,4,true,true,3,512492.0,344.3947968,0.99068419686567,,1
528,local,317,0.1,64,4,64,256,4,true,true,3,145326.0,97.6681248,6.2613874684203e-05,0.0020289922839506,0
529,local,317,0.1,64,4,64,256,4,true,true,3,145364.0,97.6939296,1.8573653478904e-05,0.0020030505401235,1
530,local,318,100.0,1024,4,64,256,4,true,true,3,364920.0,3047.7919008,0.96887570072824,0.047052707561728,0
531,local,318,100.0,1024,4,64,256,4,true,true,3,401374.0,3352.253104,0.9657487207078,,1
532,local,319,0.1,1024,4,64,256,4,true,true,3,145327.0,1213.066176,5.2292942310572e-05,0.0021321288580247,0
533,local,319,0.1,1024,4,64,256,4,true,true,3,145354.0,1213.292592,4.196454615002e-05,0.0021221466049382996,1
534,local,320,100.0,64,16,64,256,4,true,true,3,,,1.0,,0
535,local,320,100.0,64,16,64,256,4,true,true,3,,,1.0,,1
536,local,321,0.1,64,16,64,256,4,true,true,3,,0.0002848,0.99999931196953,,0
537,local,321,0.1,64,16,64,256,4,true,true,3,,,1.0,,1
538,local,322,100.0,1024,16,64,256,4,true,true,3,,0.0002848,1.0,,0
539,local,322,100.0,1024,16,64,256,4,true,true,3,,,0.99999999149159,,1
540,local,323,0.1,1024,16,64,256,4,true,true,3,,,1.0,,0
541,local,323,0.1,1024,16,64,256,4,true,true,3,,,1.0,,1
542,local,324,100.0,64,1,1024,256,4,true,true,3,1107021.0,743.9184576,0.97991553842681,,0
543,local,324,100.0,64,1,1024,256,4,true,true,3,1106189.0,743.3592096,0.97984101133092,,1
544,local,325,0.1,64,1,1024,256,4,true,true,3,145172.0,97.5649824,0.0012184424439025,0.0035055655864198003,0
545,local,325,0.1,64,1,1024,256,4,true,true,3,145213.0,97.5927936,0.0011040458292519,0.0035625054012346,1
546,local,326,100.0,1024,1,1024,256,4,true,true,3,1038633.0,8674.5917568,0.91011951696007,0.053009578317901006,0
547,local,326,100.0,1024,1,1024,256,4,true,true,3,1037375.0,8664.0940192,0.91026496020543,0.066843920524691,1
548,local,327,0.1,1024,1,1024,256,4,true,true,3,145224.0,1212.1962912,0.00068192499650777,0.0036290972222222,0
549,local,327,0.1,1024,1,1024,256,4,true,true,3,145315.0,1212.9692928,0.00052891202315386,0.0036259394290123,1
550,local,328,100.0,64,4,1024,256,4,true,true,3,3854278.0,2590.074384,0.92906205387518,0.025299293981481,0
551,local,328,100.0,64,4,1024,256,4,true,true,3,3831373.0,2574.6838944,0.92917595815697,0.0088984675925926,1
552,local,329,0.1,64,4,1024,256,4,true,true,3,145310.0,97.65792,0.00035497512078442,0.0031446574074074003,0
553,local,329,0.1,64,4,1024,256,4,true,true,3,145315.0,97.6607328,0.00023254405953133,0.0030780497685185,1
554,local,330,100.0,1024,4,1024,256,4,true,true,3,3849788.0,32153.1727392,0.65864157814639,0.016722899691358,0
555,local,330,100.0,1024,4,1024,256,4,true,true,3,3863696.0,32269.3372896,0.65735471442491,0.018062647376543,1
556,local,331,0.1,1024,4,1024,256,4,true,true,3,145337.0,1213.1469696,0.00029508710916437,0.0030954205246914,0
557,local,331,0.1,1024,4,1024,256,4,true,true,3,145304.0,1212.8644512,0.00030753459764221,0.0032628503086420003,1
558,local,332,100.0,64,16,1024,256,4,true,true,3,,,1.0,,0
559,local,332,100.0,64,16,1024,256,4,true,true,3,,,1.0,,1
560,local,333,0.1,64,16,1024,256,4,true,true,3,,,1.0,,0
561,local,333,0.1,64,16,1024,256,4,true,true,3,,,1.0,,1
562,local,334,100.0,1024,16,1024,256,4,true,true,3,,0.0002848,1.0,,0
563,local,334,100.0,1024,16,1024,256,4,true,true,3,,,0.99999999149123,,1
564,local,335,0.1,1024,16,1024,256,4,true,true,3,,,1.0,,0
565,local,335,0.1,1024,16,1024,256,4,true,true,3,,,1.0,,1
566,local,336,100.0,64,1,64,256,16,true,true,3,531143.0,356.9283552,0.99036987364176,,0
567,local,336,100.0,64,1,64,256,16,true,true,3,531297.0,357.0317184,0.99031719719306,,1
568,local,337,0.1,64,1,64,256,16,true,true,3,145184.0,97.5733152,0.0010451592749801,0.0017930767746914,0
569,local,337,0.1,64,1,64,256,16,true,true,3,145226.0,97.6014048,0.00092803051149681,0.0017617901234568002,1
570,local,338,100.0,1024,1,64,256,16,true,true,3,455355.0,3803.0980096,0.96124781432781,,0
571,local,338,100.0,1024,1,64,256,16,true,true,3,454975.0,3799.922368,0.96128828179736,,1
572,local,339,0.1,1024,1,64,256,16,true,true,3,145296.0,1212.7970208,0.00031924613877299,0.0022297955246914,0
573,local,339,0.1,1024,1,64,256,16,true,true,3,145332.0,1213.0870432,0.00011558402958955,0.0022363082561728,1
574,local,340,100.0,64,4,64,256,16,true,true,3,,,1.0,,0
575,local,340,100.0,64,4,64,256,16,true,true,3,,,1.0,,1
576,local,341,0.1,64,4,64,256,16,true,true,3,,,1.0,,0
577,local,341,0.1,64,4,64,256,16,true,true,3,,,1.0,,1
578,local,342,100.0,1024,4,64,256,16,true,true,3,,0.0002848,1.0,,0
579,local,342,100.0,1024,4,64,256,16,true,true,3,,,0.99999999149113,,1
580,local,343,0.1,1024,4,64,256,16,true,true,3,,,1.0,,0
581,local,343,0.1,1024,4,64,256,16,true,true,3,,,1.0,,1
582,local,344,100.0,64,16,64,256,16,true,true,3,,0.0002848,0.99999999820157,,0
583,local,344,100.0,64,16,64,256,16,true,true,3,,,1.0,,1
584,local,345,0.1,64,16,64,256,16,true,true,3,,,1.0,,0
585,local,345,0.1,64,16,64,256,16,true,true,3,,,1.0,,1
586,local,346,100.0,1024,16,64,256,16,true,true,3,,,1.0,,0
587,local,346,100.0,1024,16,64,256,16,true,true,3,,,1.0,,1
588,local,347,0.1,1024,16,64,256,16,true,true,3,,,1.0,,0
589,local,347,0.1,1024,16,64,256,16,true,true,3,,,1.0,,1
590,local,348,100.0,64,1,1024,256,16,true,true,3,4145747.0,2785.9430368,0.92351178955718,0.011866870756173,0
591,local,348,100.0,64,1,1024,256,16,true,true,3,4180856.0,2809.5363264,0.92243202631849,0.013301510802469,1
592,local,349,0.1,64,1,1024,256,16,true,true,3,145131.0,97.535536,0.0012806441068695,0.0035618514660494,0
593,local,349,0.1,64,1,1024,256,16,true,true,3,145246.0,97.6143744,0.00083924935336521,0.0036647951388889,1
594,local,350,100.0,1024,1,1024,256,16,true,true,3,3927615.0,32803.1676864,0.65534491766185,0.007918681712963,0
595,local,350,100.0,1024,1,1024,256,16,true,true,3,3858439.0,32225.4353664,0.66121309629565,0.017602261574074,1
596,local,351,0.1,1024,1,1024,256,16,true,true,3,145263.0,1212.5161728,0.00055042172624642,0.0035465235339505997,0
597,local,351,0.1,1024,1,1024,256,16,true,true,3,145288.0,1212.729984,0.00041830209254246,0.0036766277006173,1
598,local,352,100.0,64,4,1024,256,16,true,true,3,,0.0002848,0.99999999820255,,0
599,local,352,100.0,64,4,1024,256,16,true,true,3,,,1.0,,1
600,local,353,0.1,64,4,1024,256,16,true,true,3,,,1.0,,0
601,local,353,0.1,64,4,1024,256,16,true,true,3,,,1.0,,1
602,local,354,100.0,1024,4,1024,256,16,true,true,3,,,1.0,,0
603,local,354,100.0,1024,4,1024,256,16,true,true,3,,,1.0,,1
604,local,355,0.1,1024,4,1024,256,16,true,true,3,,,1.0,,0
605,local,355,0.1,1024,4,1024,256,16,true,true,3,,,1.0,,1
606,local,356,100.0,64,16,1024,256,16,true,true,3,,0.0002848,0.99999999820682,,0
607,local,356,100.0,64,16,1024,256,16,true,true,3,,,1.0,,1
608,local,357,0.1,64,16,1024,256,16,true,true,3,,,1.0,,0
609,local,357,0.1,64,16,1024,256,16,true,true,3,,,1.0,,1
610,local,358,100.0,1024,16,1024,256,16,true,true,3,,,1.0,,0
611,local,358,100.0,1024,16,1024,256,16,true,true,3,,,1.0,,1
612,local,359,0.1,1024,16,1024,256,16,true,true,3,,,1.0,,0
613,local,359,0.1,1024,16,1024,256,16,true,true,3,,,1.0,,1
614,local,360,100.0,64,1,64,256,1,false,true,3,32883.0,22.0978048,0.99940683366516,,0
615,local,360,100.0,64,1,64,256,1,false,true,3,32899.0,22.1082624,0.99940436157842,,1
616,local,361,0.1,64,1,64,256,1,false,true,3,31760.0,21.3488256,0.78150505500795,0.2448993132716,0
617,local,361,0.1,64,1,64,256,1,false,true,3,31767.0,21.3537088,0.78148129804809,0.24135331828704,1
618,local,362,100.0,1024,1,64,256,1,false,true,3,38001.0,317.3864064,0.99676615079265,,0
619,local,362,100.0,1024,1,64,256,1,false,true,3,37896.0,316.5078528,0.99677686655561,,1
620,local,363,0.1,1024,1,64,256,1,false,true,3,31061.0,258.7418784,0.78628348662737,0.24495129166667,0
621,local,363,0.1,1024,1,64,256,1,false,true,3,31306.0,260.7709728,0.78456620847455,0.24392236033950998,1
622,local,364,100.0,64,4,64,256,1,false,true,3,186868.0,125.5761472,0.99663329780995,,0
623,local,364,100.0,64,4,64,256,1,false,true,3,186807.0,125.534544,0.99661732437562,,1
624,local,365,0.1,64,4,64,256,1,false,true,3,125036.0,84.0328416,0.13962820858632,0.23442811342593,0
625,local,365,0.1,64,4,64,256,1,false,true,3,123099.0,82.7315008,0.15288597051408,0.23336651813272,1
626,local,366,100.0,1024,4,64,256,1,false,true,3,174031.0,1453.5045696,0.98519096381079,,0
627,local,366,100.0,1024,4,64,256,1,false,true,3,174368.0,1456.3194912,0.98516592567742,,1
628,local,367,0.1,1024,4,64,256,1,false,true,3,105967.0,884.3656608,0.27081780766963,0.24056345601852,0
629,local,367,0.1,1024,4,64,256,1,false,true,3,106157.0,885.9665648,0.26950628395898,0.24432402777778,1
630,local,368,100.0,64,16,64,256,1,false,true,3,371848.0,249.8824576,0.99327189360166,,0
631,local,368,100.0,64,16,64,256,1,false,true,3,365816.0,245.8289664,0.99335675396777,,1
632,local,369,0.1,64,16,64,256,1,false,true,3,145297.0,97.6488384,0.00017203129042731,0.0024821199845679,0
633,local,369,0.1,64,16,64,256,1,false,true,3,145355.0,97.6881664,0.00016783601595816,0.0025197862654321003,1
634,local,370,100.0,1024,16,64,256,1,false,true,3,245251.0,2048.3319552,0.97913001353339,0.13842135108025,0
635,local,370,100.0,1024,16,64,256,1,false,true,3,236529.0,1975.4533536,0.97987521324305,,1
636,local,371,0.1,1024,16,64,256,1,false,true,3,145287.0,1212.7312608,0.00028487127121402,0.0025647577160494003,0
637,local,371,0.1,1024,16,64,256,1,false,true,3,145355.0,1213.2897888,0.00017746497474225,0.0026596215277778002,1
638,local,372,100.0,64,1,1024,256,1,false,true,3,276991.0,186.1385856,0.99500233411354,,0
639,local,372,100.0,64,1,1024,256,1,false,true,3,276579.0,185.86128,0.99499527231188,,1
640,local,373,0.1,64,1,1024,256,1,false,true,3,145201.0,97.584192,0.0011041430474072,0.0034435030864198002,0
641,local,373,0.1,64,1,1024,256,1,false,true,3,145238.0,97.609744,0.0011024819943989,0.0034268082561728004,1
642,local,374,100.0,1024,1,1024,256,1,false,true,3,268797.0,2244.9770784,0.97700664119656,,0
643,local,374,100.0,1024,1,1024,256,1,false,true,3,268922.0,2246.0287392,0.97700185561143,,1
644,local,375,0.1,1024,1,1024,256,1,false,true,3,145247.0,1212.3825408,0.0006605060714957,0.0034005632716048997,0
645,local,375,0.1,1024,1,1024,256,1,false,true,3,145329.0,1213.0768128,0.00026484508282432,0.003539962191358,1
646,local,376,100.0,64,4,1024,256,1,false,true,3,982131.0,659.9921952,0.98220403932653,,0
647,local,376,100.0,64,4,1024,256,1,false,true,3,1029764.0,692.0015808,0.98122681101955,,1
648,local,377,0.1,64,4,1024,256,1,false,true,3,145316.0,97.6613952,0.00030751069064017,0.0031087457561728,0
649,local,377,0.1,64,4,1024,256,1,false,true,3,145226.0,97.6017568,0.00022855569323976,0.0030999332561728,1
650,local,378,100.0,1024,4,1024,256,1,false,true,3,1000851.0,8359.0480224,0.91341504163564,0.09489228587963,0
651,local,378,100.0,1024,4,1024,256,1,false,true,3,989003.0,8260.094592,0.91449965351316,0.083670250385802,1
652,local,379,0.1,1024,4,1024,256,1,false,true,3,145262.0,1212.5155584,0.00033032758173368,0.0032068256172840003,0
653,local,379,0.1,1024,4,1024,256,1,false,true,3,145312.0,1212.9312672,0.00016444573187635,0.0034494513888889,1
654,local,380,100.0,64,16,1024,256,1,false,true,3,2086910.0,1402.4945664,0.96189636867615,0.019628046296296,0
655,local,380,100.0,64,16,1024,256,1,false,true,3,2075008.0,1394.4062496,0.96191555681351,0.051142859182098994,1
656,local,381,0.1,64,16,1024,256,1,false,true,3,145250.0,97.6176672,0.00041497173994276,0.0033628711419753,0
657,local,381,0.1,64,16,1024,256,1,false,true,3,145372.0,97.699264,0.00023657830741974,0.0028374915123457,1
658,local,382,100.0,1024,16,1024,256,1,false,true,3,1257435.0,10502.0437344,0.89096380532656,0.054926060570988,0
659,local,382,100.0,1024,16,1024,256,1,false,true,3,1270588.0,10611.8777952,0.88981589331758,0.05346555787037,1
660,local,383,0.1,1024,16,1024,256,1,false,true,3,145259.0,1212.4905024,0.00039499933593312,0.0033300200617284,0
661,local,383,0.1,1024,16,1024,256,1,false,true,3,145242.0,1212.3595968,0.00028289419344185,0.003391675154321,1
662,local,384,100.0,64,1,64,256,4,false,true,3,130323.0,87.5772096,0.99764986663483,,0
663,local,384,100.0,64,1,64,256,4,false,true,3,130336.0,87.5858112,0.99763757983053,,1
664,local,385,0.1,64,1,64,256,4,false,true,3,131200.0,88.1744928,0.097380761059804,0.20772956790123,0
665,local,385,0.1,64,1,64,256,4,false,true,3,131214.0,88.1845792,0.09712764844795,0.20708080516975,1
666,local,386,100.0,1024,1,64,256,4,false,true,3,145534.0,1215.4942848,0.98761550610848,,0
667,local,386,100.0,1024,1,64,256,4,false,true,3,145136.0,1212.1676832,0.98765127204928,,1
668,local,387,0.1,1024,1,64,256,4,false,true,3,137071.0,1144.1217696,0.056866158419112,0.19069820177469002,0
669,local,387,0.1,1024,1,64,256,4,false,true,3,136642.0,1140.5309472,0.059866577865356,0.20245327160494,1
670,local,388,100.0,64,4,64,256,4,false,true,3,483037.0,324.601056,0.99126078569835,,0
671,local,388,100.0,64,4,64,256,4,false,true,3,491717.0,330.4342368,0.99104998048521,,1
672,local,389,0.1,64,4,64,256,4,false,true,3,145351.0,97.6851936,1.9951236426285e-05,0.0020724286265432,0
673,local,389,0.1,64,4,64,256,4,false,true,3,145340.0,97.678096,1.8576733260778e-05,0.0020496998456790002,1
674,local,390,100.0,1024,4,64,256,4,false,true,3,493857.0,4124.6739456,0.95797744787916,0.07053840586419799,0
675,local,390,100.0,1024,4,64,256,4,false,true,3,482508.0,4029.8847552,0.95894630719315,,1
676,local,391,0.1,1024,4,64,256,4,false,true,3,145300.0,1212.8318784,0.00015826715357903,0.0021169942129629997,0
677,local,391,0.1,1024,4,64,256,4,false,true,3,145243.0,1212.3533088,2.4096866650059e-05,0.0021160304783951,1
678,local,392,100.0,64,16,64,256,4,false,true,3,,,1.0,,0
679,local,392,100.0,64,16,64,256,4,false,true,3,,,1.0,,1
680,local,393,0.1,64,16,64,256,4,false,true,3,,,1.0,,0
681,local,393,0.1,64,16,64,256,4,false,true,3,,,1.0,,1
682,local,394,100.0,1024,16,64,256,4,false,true,3,,,1.0,,0
683,local,394,100.0,1024,16,64,256,4,false,true,3,,,1.0,,1
684,local,395,0.1,1024,16,64,256,4,false,true,3,,0.0002848,0.99999931184785,,0
685,local,395,0.1,1024,16,64,256,4,false,true,3,,,1.0,,1
686,local,396,100.0,64,1,1024,256,4,false,true,3,1097176.0,737.3030208,0.98003218340378,,0
687,local,396,100.0,64,1,1024,256,4,false,true,3,1093969.0,735.1479456,0.98007238252927,,1
688,local,397,0.1,64,1,1024,256,4,false,true,3,145201.0,97.5847392,0.00097218237398267,0.0035979043209877,0
689,local,397,0.1,64,1,1024,256,4,false,true,3,145239.0,97.6100736,0.00088327554895162,0.0035865640432099,1
690,local,398,100.0,1024,1,1024,256,4,false,true,3,1088279.0,9089.2353024,0.90586159906554,0.063934655092593,0
691,local,398,100.0,1024,1,1024,256,4,false,true,3,1086222.0,9072.0655488,0.90597526218103,0.07486221141975301,1
692,local,399,0.1,1024,1,1024,256,4,false,true,3,145304.0,1212.8639008,0.00026351440144046,0.0036333094135802,0
693,local,399,0.1,1024,1,1024,256,4,false,true,3,145304.0,1212.863616,0.00026420242859826,0.0036087226080247,1
694,local,400,100.0,64,4,1024,256,4,false,true,3,3714686.0,2496.2739744,0.93158958265614,0.011757001157407,0
695,local,400,100.0,64,4,1024,256,4,false,true,3,3707477.0,2491.4256576,0.93141899407213,0.014847796296296,1
696,local,401,0.1,64,4,1024,256,4,false,true,3,145270.0,97.6309728,0.00045480597811842,0.0030558121141974997,0
697,local,401,0.1,64,4,1024,256,4,false,true,3,145338.0,97.676736,0.00016235296221923,0.0030134826388889,1
698,local,402,100.0,1024,4,1024,256,4,false,true,3,3633960.0,30350.5981344,0.67928412146846,0.017993581018518997,0
699,local,402,100.0,1024,4,1024,256,4,false,true,3,3668076.0,30635.5254144,0.67558359507507,0.020790450617284,1
700,local,403,0.1,1024,4,1024,256,4,false,true,3,145224.0,1212.1951264,0.00059390146465876,0.0031344239969136,0
701,local,403,0.1,1024,4,1024,256,4,false,true,3,145317.0,1212.9696864,0.00022153483738518,0.0033561539351852003,1
702,local,404,100.0,64,16,1024,256,4,false,true,3,,,1.0,,0
703,local,404,100.0,64,16,1024,256,4,false,true,3,,,1.0,,1
704,local,405,0.1,64,16,1024,256,4,false,true,3,,,1.0,,0
705,local,405,0.1,64,16,1024,256,4,false,true,3,,,1.0,,1
706,local,406,100.0,1024,16,1024,256,4,false,true,3,,,1.0,,0
707,local,406,100.0,1024,16,1024,256,4,false,true,3,,,1.0,,1
708,local,407,0.1,1024,16,1024,256,4,false,true,3,,0.0002848,0.99999931190467,,0
709,local,407,0.1,1024,16,1024,256,4,false,true,3,,,1.0,,1
710,local,408,100.0,64,1,64,256,16,false,true,3,527655.0,354.5846976,0.99043952746498,,0
711,local,408,100.0,64,1,64,256,16,false,true,3,527858.0,354.7208128,0.99037557024361,,1
712,local,409,0.1,64,1,64,256,16,false,true,3,145142.0,97.5448224,0.0011609574216973,0.0017441616512346,0
713,local,409,0.1,64,1,64,256,16,false,true,3,145204.0,97.5866112,0.0010731916720326,0.001797169367284,1
714,local,410,100.0,1024,1,64,256,16,false,true,3,538314.0,4495.961904,0.95419105821961,,0
715,local,410,100.0,1024,1,64,256,16,false,true,3,538410.0,4496.7705984,0.95419009768374,,1
716,local,411,0.1,1024,1,64,256,16,false,true,3,145302.0,1212.8413504,0.00010597484817731,0.0022281388888889,0
717,local,411,0.1,1024,1,64,256,16,false,true,3,145307.0,1212.8967072,0.00014794039447097,0.0022363375771605,1
718,local,412,100.0,64,4,64,256,16,false,true,3,,0.0002848,1.0,,0
719,local,412,100.0,64,4,64,256,16,false,true,3,,,0.9999999982006,,1
720,local,413,0.1,64,4,64,256,16,false,true,3,,,1.0,,0
721,local,413,0.1,64,4,64,256,16,false,true,3,,,1.0,,1
722,local,414,100.0,1024,4,64,256,16,false,true,3,,,1.0,,0
723,local,414,100.0,1024,4,64,256,16,false,true,3,,,1.0,,1
724,local,415,0.1,1024,4,64,256,16,false,true,3,,0.0002848,0.99999931202633,,0
725,local,415,0.1,1024,4,64,256,16,false,true,3,,,1.0,,1
726,local,416,100.0,64,16,64,256,16,false,true,3,,0.0002848,1.0,,0
727,local,416,100.0,64,16,64,256,16,false,true,3,,,0.99999999819955,,1
728,local,417,0.1,64,16,64,256,16,false,true,3,,,1.0,,0
729,local,417,0.1,64,16,64,256,16,false,true,3,,,1.0,,1
730,local,418,100.0,1024,16,64,256,16,false,true,3,,,1.0,,0
731,local,418,100.0,1024,16,64,256,16,false,true,3,,,1.0,,1
732,local,419,0.1,1024,16,64,256,16,false,true,3,,0.0002848,0.99999931184785,,0
733,local,419,0.1,1024,16,64,256,16,false,true,3,,,1.0,,1
734,local,420,100.0,64,1,1024,256,16,false,true,3,4063943.0,2730.970272,0.92482671932801,0.01867463117284,0
735,local,420,100.0,64,1,1024,256,16,false,true,3,4083731.0,2744.2680544,0.92411562499652,0.008074236882716,1
736,local,421,0.1,64,1,1024,256,16,false,true,3,145189.0,97.5761376,0.00097226799917149,0.0035162048611110997,0
737,local,421,0.1,64,1,1024,256,16,false,true,3,145176.0,97.567536,0.0012369630424612,0.0035258283179012,1
738,local,422,100.0,1024,1,1024,256,16,false,true,3,3688684.0,30807.6585984,0.67583752043864,0.020284134259259002,0
739,local,422,100.0,1024,1,1024,256,16,false,true,3,3656587.0,30539.5991712,0.67893157212414,0.019716371141975,1
740,local,423,0.1,1024,1,1024,256,16,false,true,3,145271.0,1212.5957376,0.00039634072917061,0.0036339918981481,0
741,local,423,0.1,1024,1,1024,256,16,false,true,3,145336.0,1213.13088,0.00013208958150301,0.0035078414351852,1
742,local,424,100.0,64,4,1024,256,16,false,true,3,,0.0002848,1.0,,0
743,local,424,100.0,64,4,1024,256,16,false,true,3,,,0.99999999819535,,1
744,local,425,0.1,64,4,1024,256,16,false,true,3,,,1.0,,0
745,local,425,0.1,64,4,1024,256,16,false,true,3,,,1.0,,1
746,local,426,100.0,1024,4,1024,256,16,false,true,3,,,1.0,,0
747,local,426,100.0,1024,4,1024,256,16,false,true,3,,,1.0,,1
748,local,427,0.1,1024,4,1024,256,16,false,true,3,,,1.0,,0
749,local,427,0.1,1024,4,1024,256,16,false,true,3,,,1.0,,1
750,local,428,100.0,64,16,1024,256,16,false,true,3,,0.0002848,1.0,,0
751,local,428,100.0,64,16,1024,256,16,false,true,3,,,0.99999999820011,,1
752,local,429,0.1,64,16,1024,256,16,false,true,3,,,1.0,,0
753,local,429,0.1,64,16,1024,256,16,false,true,3,,,1.0,,1
754,local,430,100.0,1024,16,1024,256,16,false,true,3,,,1.0,,0
755,local,430,100.0,1024,16,1024,256,16,false,true,3,,,1.0,,1
756,local,431,0.1,1024,16,1024,256,16,false,true,3,,,1.0,,0
757,local,431,0.1,1024,16,1024,256,16,false,true,3,,,1.0,,1
758,local,432,100.0,64,1,64,256,1,true,false,3,33369.0,22.4243808,0.99939835656448,,0
759,local,432,100.0,64,1,64,256,1,true,false,3,33289.0,22.3709056,0.99939705856509,,1
760,local,433,0.1,64,1,64,256,1,true,false,3,31385.0,21.0969696,0.78407550020329,0.23714435030863998,0
761,local,433,0.1,64,1,64,256,1,true,false,3,31765.0,21.35208,0.78147254845846,0.23864479398148,1
762,local,434,100.0,1024,1,64,256,1,true,false,3,19108.0,159.5950272,0.99837406217421,,0
763,local,434,100.0,1024,1,64,256,1,true,false,3,18925.0,158.0649408,0.99838988048555,,1
764,local,435,0.1,1024,1,64,256,1,true,false,3,32500.0,270.778224,0.77634902885062,0.23820451967593,0
765,local,435,0.1,1024,1,64,256,1,true,false,3,32537.0,271.1008224,0.77614331869269,0.23915949459876998,1
766,local,436,100.0,64,4,64,256,1,true,false,3,40578.0,27.2684928,0.9992705834531,,0
767,local,436,100.0,64,4,64,256,1,true,false,3,40441.0,27.1771744,0.99926979298957,,1
768,local,437,0.1,64,4,64,256,1,true,false,3,30814.0,20.709744,0.78796782226418,0.75358699537037,0
769,local,437,0.1,64,4,64,256,1,true,false,3,30867.0,20.7453792,0.78767574631999,0.90080796643519,1
770,local,438,100.0,1024,4,64,256,1,true,false,3,18349.0,153.2500896,0.9984384133466,,0
771,local,438,100.0,1024,4,64,256,1,true,false,3,18329.0,153.0863904,0.99844040067954,,1
772,local,439,0.1,1024,4,64,256,1,true,false,3,26180.0,218.473728,0.81980558922378,0.91094606983025,0
773,local,439,0.1,1024,4,64,256,1,true,false,3,26246.0,219.0078912,0.81941852848737,0.9290939888117301,1
774,local,444,100.0,64,1,1024,256,1,true,false,3,282569.0,189.8868,0.99495243219276,,0
775,local,444,100.0,64,1,1024,256,1,true,false,3,281855.0,189.4072672,0.99496632704304,,1
776,local,445,0.1,64,1,1024,256,1,true,false,3,145151.0,97.550784,0.0014398654933104,0.003564649691358,0
777,local,445,0.1,64,1,1024,256,1,true,false,3,145200.0,97.5836544,0.0010594794516025,0.0035390385802469,1
778,local,446,100.0,1024,1,1024,256,1,true,false,3,257660.0,2151.9588768,0.97796880901174,,0
779,local,446,100.0,1024,1,1024,256,1,true,false,3,256324.0,2140.7993952,0.97808197540809,,1
780,local,447,0.1,1024,1,1024,256,1,true,false,3,145168.0,1211.734096,0.0011064504409287,0.0036845412808642,0
781,local,447,0.1,1024,1,1024,256,1,true,false,3,145212.0,1212.1041024,0.0010648894661244,0.0036455783179012,1
782,local,448,100.0,64,4,1024,256,1,true,false,3,274636.0,184.555968,0.99505658965807,,0
783,local,448,100.0,64,4,1024,256,1,true,false,3,274998.0,184.7989504,0.99502375745138,,1
