index,build,test_index,RATE,SIZE,NTHREADS,TABLE,RX-RATE-PPS,RX-RATE-MBPS,LOSE-RATE,AVG-LAT,run_index
277,GPU Communication List version,40,100.0,1024,1,5,804.0,6.7216896,0.99993151990532,,1
278,GPU Communication List version,41,0.1,1024,1,5,312.0,2.6074944,0.99785187279949,,0
279,GPU Communication List version,41,0.1,1024,1,5,313.0,2.6142528,0.9978459781502,,1
280,GPU Communication List version,42,100.0,64,4,5,299.0,0.2016832,0.99999464796861,,0
281,GPU Communication List version,42,100.0,64,4,5,298.0,0.2006688,0.99999465007721,,1
282,GPU Communication List version,43,0.1,64,4,5,198.0,0.1335936,0.99863219542267,,0
283,GPU Communication List version,43,0.1,64,4,5,298.0,0.2007264,0.99794521490287,,1
284,GPU Communication List version,44,100.0,256,4,5,300.0,0.6643872,0.9999932314493,,0
285,GPU Communication List version,44,100.0,256,4,5,302.0,0.6676992,0.99999319835584,,1
286,GPU Communication List version,45,0.1,256,4,5,300.0,0.6626208,0.99793503869824,,0
287,GPU Communication List version,45,0.1,256,4,5,299.0,0.6609312,0.99794004668952,,1
288,GPU Communication List version,46,100.0,1024,4,5,298.0,2.4916864,0.99997460658978,,0
289,GPU Communication List version,46,100.0,1024,4,5,298.0,2.4922368,0.99997461003861,,1
290,GPU Communication List version,47,0.1,1024,4,5,298.0,2.493072,0.99794640848515,,0
291,GPU Communication List version,47,0.1,1024,4,5,298.0,2.4958624,0.99794364670075,,1
292,GPU Communication List version,48,100.0,64,16,5,202.0,0.135744,0.99999639331649,,0
293,GPU Communication List version,49,0.1,64,16,5,,,1.0,,0
294,GPU Communication List version,50,100.0,256,16,5,102.0,0.225216,0.99999770535447,,0
295,GPU Communication List version,51,0.1,256,16,5,,,1.0,,0
296,GPU Communication List version,52,100.0,1024,16,5,102.0,0.8521888,0.99999131172903,,0
297,GPU Communication List version,53,0.1,1024,16,5,,,1.0,,0
